# convention: band_um=0.15 · contacts = distinct conductive objects outside the AM surface · mpm_material_points
bed,am_index,contacts
DBE,432,91
DBE,433,99
DBE,434,92
DBE,435,89
DBE,436,69
DBE,437,91
DBE,438,62
DBE,439,77
DBE,440,79
DBE,441,73
DBE,442,69
DBE,443,92
DBE,444,84
DBE,445,95
DBE,446,91
DBE,447,82
DBE,448,93
DBE,449,95
DBE,450,91
DBE,451,93
DBE,452,71
DBE,453,103
DBE,454,77
DBE,455,89
DBE,456,71
DBE,457,87
DBE,458,87
DBE,459,91
DBE,460,98
DBE,461,93
DBE,462,100
DBE,463,92
DBE,464,78
DBE,465,81
DBE,466,72
DBE,467,98
DBE,468,76
DBE,469,111
DBE,470,75
DBE,471,95
DBE,472,91
DBE,473,69
DBE,474,77
DBE,475,74
DBE,476,99
DBE,477,84
DBE,478,111
DBE,479,83
DBE,480,100
DBE,481,65
DBE,482,98
DBE,483,73
DBE,484,77
DBE,485,66
DBE,486,100
DBE,487,90
DBE,488,90
DBE,489,105
DBE,490,84
DBE,491,82
DBE,492,71
DBE,493,82
DBE,494,91
DBE,495,79
DBE,496,91
DBE,497,75
DBE,498,101
DBE,499,90
DBE,500,76
DBE,501,76
DBE,502,76
DBE,503,109
DBE,504,97
DBE,505,73
DBE,506,76
DBE,507,88
DBE,508,77
DBE,509,97
DBE,510,111
DBE,511,84
DBE,512,76
DBE,513,68
DBE,514,67
DBE,515,85
DBE,516,85
DBE,517,90
DBE,518,91
DBE,519,78
DBE,520,92
DBE,521,72
DBE,522,72
DBE,523,109
DBE,524,92
DBE,525,91
DBE,526,95
DBE,527,103
DBE,528,98
DBE,529,95
DBE,530,79
DBE,531,76
DBE,532,63
DBE,533,86
DBE,534,70
DBE,535,83
DBE,536,89
DBE,537,90
DBE,538,79
DBE,539,87
DBE,540,65
DBE,541,83
DBE,542,83
DBE,543,91
DBE,544,88
DBE,545,61
DBE,546,77
DBE,547,84
DBE,548,81
DBE,549,97
DBE,550,73
DBE,551,83
DBE,552,96
DBE,553,72
DBE,554,102
DBE,555,107
DBE,556,73
DBE,557,77
DBE,558,75
DBE,559,72
DBE,560,77
DBE,561,90
DBE,562,79
DBE,563,84
DBE,564,97
DBE,565,81
DBE,566,85
DBE,567,90
DBE,568,94
DBE,569,66
DBE,570,88
DBE,571,80
DBE,572,89
DBE,573,95
DBE,574,93
DBE,575,63
DBE,576,102
DBE,577,71
DBE,578,85
DBE,579,65
DBE,580,82
DBE,581,97
DBE,582,99
DBE,583,78
DBE,584,87
DBE,585,89
DBE,586,70
DBE,587,99
DBE,588,84
DBE,589,85
DBE,590,70
DBE,591,89
DBE,592,105
DBE,593,63
DBE,594,76
DBE,595,87
DBE,596,88
DBE,597,81
DBE,598,77
DBE,599,96
DBE,600,95
DBE,601,84
DBE,602,83
DBE,603,83
DBE,604,70
DBE,605,72
DBE,606,82
DBE,607,68
DBE,608,76
DBE,609,81
DBE,610,89
DBE,611,68
DBE,612,93
DBE,613,93
DBE,614,68
DBE,615,101
DBE,616,81
DBE,617,83
DBE,618,95
DBE,619,82
DBE,620,103
DBE,621,90
DBE,622,94
DBE,623,72
DBE,624,101
DBE,625,87
DBE,626,69
DBE,627,81
DBE,628,78
DBE,629,76
DBE,630,79
DBE,631,66
DBE,632,100
DBE,633,86
DBE,634,106
DBE,635,76
DBE,636,95
DBE,637,77
DBE,638,80
DBE,639,61
DBE,640,109
DBE,641,101
DBE,642,90
DBE,643,82
DBE,644,69
DBE,645,73
DBE,646,95
DBE,647,82
DBE,648,92
DBE,649,65
DBE,650,85
DBE,651,82
DBE,652,98
DBE,653,69
DBE,654,86
DBE,655,81
DBE,656,81
DBE,657,80
DBE,658,87
DBE,659,77
DBE,660,60
DBE,661,80
DBE,662,95
DBE,663,63
DBE,664,84
DBE,665,70
DBE,666,76
DBE,667,83
DBE,668,60
DBE,669,77
DBE,670,81
DBE,671,85
DBE,672,78
DBE,673,68
DBE,674,71
DBE,675,70
DBE,676,81
DBE,677,56
DBE,678,89
DBE,679,80
DBE,680,87
DBE,681,55
DBE,682,97
DBE,683,66
DBE,684,101
DBE,685,75
DBE,686,90
DBE,687,85
DBE,688,93
DBE,689,71
DBE,690,75
DBE,691,102
DBE,692,78
DBE,693,76
DBE,694,72
DBE,695,72
DBE,696,66
DBE,697,78
DBE,698,88
DBE,699,98
DBE,700,71
DBE,701,96
DBE,702,83
DBE,703,90
DBE,704,86
DBE,705,87
DBE,706,95
DBE,707,85
DBE,708,87
DBE,709,99
DBE,710,104
DBE,711,83
DBE,712,65
DBE,713,95
DBE,714,93
DBE,715,70
DBE,716,80
DBE,717,87
DBE,718,71
DBE,719,85
DBE,720,86
DBE,721,68
DBE,722,93
DBE,723,89
DBE,724,80
DBE,725,88
DBE,726,86
DBE,727,90
DBE,728,105
DBE,729,91
DBE,730,99
DBE,731,93
DBE,732,85
DBE,733,91
DBE,734,84
DBE,735,102
DBE,736,85
DBE,737,93
DBE,738,90
DBE,739,96
DBE,740,107
DBE,741,94
DBE,742,78
DBE,743,68
DBE,744,78
DBE,745,83
DBE,746,89
DBE,747,73
DBE,748,91
DBE,749,89
DBE,750,81
DBE,751,83
DBE,752,61
DBE,753,75
DBE,754,96
DBE,755,98
DBE,756,110
DBE,757,83
DBE,758,85
DBE,759,81
DBE,760,78
DBE,761,76
DBE,762,101
DBE,763,89
DBE,764,75
DBE,765,100
DBE,766,99
DBE,767,82
DBE,768,83
DBE,769,97
DBE,770,79
DBE,771,78
DBE,772,89
DBE,773,106
DBE,774,87
DBE,775,82
DBE,776,94
DBE,777,66
DBE,778,82
DBE,779,85
DBE,780,71
DBE,781,87
DBE,782,107
DBE,783,95
DBE,784,105
DBE,785,99
DBE,786,77
DBE,787,87
DBE,788,81
DBE,789,68
DBE,790,82
DBE,791,78
DBE,792,85
DBE,793,84
DBE,794,86
DBE,795,81
DBE,796,90
DBE,797,93
DBE,798,86
DBE,799,115
DBE,800,88
DBE,801,88
DBE,802,105
DBE,803,98
DBE,804,100
DBE,805,102
DBE,806,83
DBE,807,93
DBE,808,73
DBE,809,84
DBE,810,71
DBE,811,106
DBE,812,87
DBE,813,89
DBE,814,90
DBE,815,98
DBE,816,100
DBE,817,70
DBE,818,98
DBE,819,100
DBE,820,83
DBE,821,90
DBE,822,101
DBE,823,86
DBE,824,88
DBE,825,89
DBE,826,105
DBE,827,82
DBE,828,83
DBE,829,85
DBE,830,70
DBE,831,77
DBE,832,87
DBE,833,88
DBE,834,91
DBE,835,58
DBE,836,70
DBE,837,75
DBE,838,74
DBE,839,78
DBE,840,73
DBE,841,84
DBE,842,63
DBE,843,84
DBE,844,82
DBE,845,69
DBE,846,91
DBE,847,100
DBE,848,81
DBE,849,85
DBE,850,88
DBE,851,78
DBE,852,80
DBE,853,59
DBE,854,98
DBE,855,90
DBE,856,105
DBE,857,91
DBE,858,90
DBE,859,91
DBE,860,85
DBE,861,90
DBE,862,88
DBE,863,87
DBE,864,78
DBE,865,82
DBE,866,78
DBE,867,90
DBE,868,89
DBE,869,94
DBE,870,77
DBE,871,81
DBE,872,104
DBE,873,66
DBE,874,98
DBE,875,94
DBE,876,69
DBE,877,81
DBE,878,91
DBE,879,77
DBE,880,90
DBE,881,85
DBE,882,84
DBE,883,97
DBE,884,98
DBE,885,73
DBE,886,95
DBE,887,89
DBE,888,80
DBE,889,92
DBE,890,92
DBE,891,84
DBE,892,94
DBE,893,82
DBE,894,84
DBE,895,73
DBE,896,90
DBE,897,75
DBE,898,72
DBE,899,77
DBE,900,81
DBE,901,77
DBE,902,97
DBE,903,74
DBE,904,85
DBE,905,81
DBE,906,92
DBE,907,96
DBE,908,74
DBE,909,83
DBE,910,83
DBE,911,71
DBE,912,84
DBE,913,78
DBE,914,83
DBE,915,91
DBE,916,84
DBE,917,85
DBE,918,67
DBE,919,79
DBE,920,73
DBE,921,79
DBE,922,94
DBE,923,81
DBE,924,76
DBE,925,80
DBE,926,89
DBE,927,89
DBE,928,89
DBE,929,76
DBE,930,93
DBE,931,68
DBE,932,62
DBE,933,82
DBE,934,76
DBE,935,102
DBE,936,78
DBE,937,93
DBE,938,86
DBE,939,79
DBE,940,91
DBE,941,88
DBE,942,81
DBE,943,94
DBE,944,90
DBE,945,80
DBE,946,77
DBE,947,104
DBE,948,70
DBE,949,83
DBE,950,81
DBE,951,83
DBE,952,86
DBE,953,82
DBE,954,81
DBE,955,90
DBE,956,67
DBE,957,82
DBE,958,85
DBE,959,83
DBE,960,86
DBE,961,97
DBE,962,95
DBE,963,79
DBE,964,89
DBE,965,96
DBE,966,78
DBE,967,91
DBE,968,92
DBE,969,91
DBE,970,103
DBE,971,84
DBE,972,77
DBE,973,89
DBE,974,64
DBE,975,89
DBE,976,84
DBE,977,79
DBE,978,90
DBE,979,98
DBE,980,67
DBE,981,83
DBE,982,84
DBE,983,105
DBE,984,106
DBE,985,70
DBE,986,107
DBE,987,95
DBE,988,83
DBE,989,102
DBE,990,67
DBE,991,82
DBE,992,91
DBE,993,86
DBE,994,95
DBE,995,75
DBE,996,87
DBE,997,79
DBE,998,91
DBE,999,85
DBE,1000,94
DBE,1001,95
DBE,1002,76
DBE,1003,81
DBE,1004,101
DBE,1005,81
DBE,1006,90
DBE,1007,90
DBE,1008,77
DBE,1009,74
DBE,1010,76
DBE,1011,92
DBE,1012,99
DBE,1013,84
DBE,1014,87
DBE,1015,81
DBE,1016,85
DBE,1017,88
DBE,1018,92
DBE,1019,87
DBE,1020,101
DBE,1021,90
DBE,1022,85
DBE,1023,72
DBE,1024,74
DBE,1025,75
DBE,1026,84
DBE,1027,81
DBE,1028,65
DBE,1029,75
DBE,1030,84
DBE,1031,89
DBE,1032,97
DBE,1033,71
DBE,1034,95
DBE,1035,89
DBE,1036,87
DBE,1037,97
DBE,1038,89
DBE,1039,98
DBE,1040,112
DBE,1041,69
DBE,1042,79
DBE,1043,91
DBE,1044,75
DBE,1045,71
DBE,1046,101
DBE,1047,105
DBE,1048,81
DBE,1049,82
DBE,1050,90
DBE,1051,75
DBE,1052,89
DBE,1053,78
DBE,1054,79
DBE,1055,81
DBE,1056,84
DBE,1057,84
DBE,1058,101
DBE,1059,80
DBE,1060,86
DBE,1061,86
DBE,1062,83
DBE,1063,102
DBE,1064,84
DBE,1065,78
DBE,1066,68
DBE,1067,106
DBE,1068,101
DBE,1069,77
DBE,1070,93
DBE,1071,93
DBE,1072,88
DBE,1073,83
DBE,1074,83
DBE,1075,99
DBE,1076,96
DBE,1077,98
DBE,1078,80
DBE,1079,102
DBE,1080,103
DBE,1081,84
DBE,1082,85
DBE,1083,88
DBE,1084,83
DBE,1085,85
DBE,1086,92
DBE,1087,89
DBE,1088,96
DBE,1089,96
DBE,1090,90
DBE,1091,84
DBE,1092,84
DBE,1093,89
DBE,1094,84
DBE,1095,92
DBE,1096,78
DBE,1097,92
DBE,1098,88
DBE,1099,95
DBE,1100,70
DBE,1101,101
DBE,1102,86
DBE,1103,83
DBE,1104,94
DBE,1105,80
DBE,1106,84
DBE,1107,100
DBE,1108,92
DBE,1109,96
DBE,1110,98
DBE,1111,82
DBE,1112,71
DBE,1113,87
DBE,1114,83
DBE,1115,105
DBE,1116,99
DBE,1117,90
DBE,1118,81
DBE,1119,86
DBE,1120,93
DBE,1121,100
DBE,1122,78
DBE,1123,86
DBE,1124,93
DBE,1125,70
DBE,1126,83
DBE,1127,90
DBE,1128,93
DBE,1129,92
DBE,1130,94
DBE,1131,83
DBE,1132,85
DBE,1133,93
DBE,1134,62
DBE,1135,89
DBE,1136,96
DBE,1137,83
DBE,1138,91
DBE,1139,93
DBE,1140,96
DBE,1141,90
DBE,1142,85
DBE,1143,92
DBE,1144,88
DBE,1145,79
DBE,1146,95
DBE,1147,80
DBE,1148,88
DBE,1149,77
DBE,1150,101
DBE,1151,97
DBE,1152,80
DBE,1153,71
DBE,1154,82
DBE,1155,83
DBE,1156,64
DBE,1157,96
DBE,1158,78
DBE,1159,87
DBE,1160,86
DBE,1161,92
DBE,1162,84
DBE,1163,84
DBE,1164,80
DBE,1165,94
DBE,1166,82
DBE,1167,82
DBE,1168,90
DBE,1169,93
DBE,1170,77
DBE,1171,80
DBE,1172,89
DBE,1173,88
DBE,1174,84
DBE,1175,94
DBE,1176,79
DBE,1177,87
DBE,1178,76
DBE,1179,77
DBE,1180,72
DBE,1181,109
DBE,1182,85
DBE,1183,91
DBE,1184,82
DBE,1185,76
DBE,1186,85
DBE,1187,94
DBE,1188,89
DBE,1189,71
DBE,1190,86
DBE,1191,89
DBE,1192,92
DBE,1193,80
DBE,1194,78
DBE,1195,80
DBE,1196,99
DBE,1197,60
DBE,1198,85
DBE,1199,90
DBE,1200,79
DBE,1201,111
DBE,1202,74
DBE,1203,70
DBE,1204,77
DBE,1205,73
DBE,1206,89
DBE,1207,90
DBE,1208,72
DBE,1209,88
DBE,1210,105
DBE,1211,73
DBE,1212,93
DBE,1213,80
DBE,1214,92
DBE,1215,88
DBE,1216,78
DBE,1217,70
DBE,1218,93
DBE,1219,85
DBE,1220,97
DBE,1221,91
DBE,1222,71
DBE,1223,85
DBE,1224,87
DBE,1225,86
DBE,1226,74
DBE,1227,76
DBE,1228,78
DBE,1229,84
DBE,1230,86
DBE,1231,104
DBE,1232,70
DBE,1233,79
DBE,1234,87
DBE,1235,72
DBE,1236,99
DBE,1237,86
DBE,1238,104
DBE,1239,57
DBE,1240,85
DBE,1241,82
DBE,1242,87
DBE,1243,91
DBE,1244,73
DBE,1245,92
DBE,1246,79
DBE,1247,72
DBE,1248,95
DBE,1249,95
DBE,1250,96
DBE,1251,112
DBE,1252,83
DBE,1253,93
DBE,1254,86
DBE,1255,88
DBE,1256,84
DBE,1257,99
DBE,1258,91
DBE,1259,89
DBE,1260,81
DBE,1261,93
DBE,1262,77
DBE,1263,87
DBE,1264,95
DBE,1265,83
DBE,1266,103
DBE,1267,67
DBE,1268,79
DBE,1269,78
DBE,1270,70
