cond_id,window,lli,lam_pe,lam_ne,pvs,v_peak,dqdv_peak,v_valley,dqdv_valley
c03439c4f092,21,0.2,0.12,0.12,-9.547826382568044,3.628410169784268,4.8152742174274765,3.7223423307359353,3.9184262529215204
c0a0a8ebcc43,21,0.14,0.2,0.04,-18.18209579267542,3.642104301036057,6.331294999042032,3.7610077428865694,4.169381229237208
c0f15305aec7,21,0.02,0.02,0.18,-37.39367849199225,3.6296111039436045,8.871637169237134,3.764159924791795,3.840361820963239
c1325a214268,21,0.16,0.1,0.1,-8.193243916157302,3.607547187307199,5.367325909598434,3.722218347757485,4.427797121880431
c1715e3f1107,21,0.04,0.1,0.1,-30.741107250499105,3.621529849091072,8.426779758967543,3.776258082775941,3.67026253258069
c19b7cd679b0,21,0.06,0.1,0.16,-33.157565470121355,3.622199986949311,8.412389937083452,3.7666685615624607,3.622163715972826
c1da74724986,21,0.18,0.2,0.0,-8.85688348545462,3.585372574084432,5.483671768497412,3.7427221927918795,4.090044529124839
c1eefe233a09,21,0.08,0.12,0.08,-19.01820560481263,3.639887254814737,7.459597848513383,3.8171409582478706,4.08855047240757
c245abdf6bcd,21,0.14,0.14,0.02,-7.686052051620639,3.5827807838739165,5.719979039951802,3.747967764455993,4.450343308947916
c24d7d337f3b,21,0.2,0.2,0.1,-6.848433377992426,3.580904837284361,5.318562002911519,3.7508309070668013,4.154834634822383
c27ef1deca56,21,0.18,0.18,0.16,-7.402789586506728,3.6570628554284443,5.8378703541895245,3.873063809639693,4.238860739678975
c296e1d570b7,21,0.18,0.08,0.2,-7.707709966432154,3.6186764189444727,5.045608971096648,3.7020786095127725,4.40276907563109
c2bff8ad6ed2,21,0.02,0.06,0.18,-39.71766603204231,3.611479184093022,9.031707994371715,3.737146571331902,4.040492676898541
c2e8442aa1f3,21,0.18,0.16,0.08,-7.584449655358546,3.594486367913055,5.408033094599754,3.7413047266936945,4.294496643945625
c30967873ae1,21,0.0,0.06,0.0,-24.139810786821506,3.633726686036767,8.299940221692427,3.8032888425516154,4.206741846818579
c3439418bb34,21,0.04,0.1,0.2,-38.74630406106575,3.6001452360344137,8.827154324413822,3.7184656987593168,4.242673699028733
c34686bca3e6,21,0.14,0.2,0.14,-22.30759869633282,3.628379697455694,7.231346472453074,3.795729921655278,3.4981648292674263
c35a17f51c58,21,0.16,0.02,0.04,-23.988591512804984,3.5514817218446804,8.062934090418704,3.7253187637556584,3.892828302221892
c3aef437093a,21,0.16,0.18,0.02,-7.686293525170299,3.57625234027159,5.610704777551974,3.751506350138558,4.263651016251363
c3c2256aa82d,21,0.1,0.06,0.0,-8.532374978775412,3.601571009568198,5.857025990647411,3.73713613780953,4.700333482446591
c49adee9b1ae,21,0.18,0.06,0.0,-21.700520589314277,3.5507965283717455,7.76705888895335,3.733177921673705,3.809287708496356
c6171698c9aa,21,0.2,0.18,0.02,-11.037913712793621,3.611008794729939,5.124162075893204,3.726247322386702,3.8521691512284737
c65536310aa8,21,0.18,0.04,0.1,-22.97543489129117,3.5501462578998186,7.724809861114129,3.7207601022104373,3.8048825896026215
c67fe6657d30,21,0.16,0.08,0.02,-9.493829807987844,3.638758465091655,4.84557695275708,3.7297545893082376,3.981675236258325
c6a957deac46,21,0.2,0.06,0.02,-33.531520400002734,3.565150048300392,7.239175653576537,3.675063198472981,3.553620616335814
c6cd1ca1d9e4,21,0.14,0.1,0.16,-5.971136463490887,3.667714026633988,5.7727592586456415,3.8764176775001364,4.5265612788951115
c7360d8efe8a,21,0.16,0.14,0.06,-7.4261122762322875,3.5918643773477292,5.5416052732240075,3.7449119141259692,4.405057081508007
c78c37df12f8,21,0.08,0.12,0.06,-15.720278625564806,3.6428079305971166,7.258325371985539,3.8300104406962054,4.315449753822754
c7c1ecd7a2de,21,0.2,0.16,0.06,-10.714707123625262,3.6145125224446657,5.055406997419152,3.721383223908759,3.9103187311350034
c7fdba3b2333,21,0.2,0.08,0.08,-14.978102018342197,3.5519666912774768,6.255910133865851,3.7226709705696637,3.6990840236598963
c8094c3b8990,21,0.08,0.02,0.2,-17.11159115046325,3.6615138211364067,7.034166923895205,3.8239762899610534,4.2541755800729675
c859fd84a354,21,0.1,0.1,0.1,-10.259261027526444,3.6530923319121174,6.64769327412961,3.857958209956064,4.545920755643362
c86a89485110,21,0.02,0.06,0.14,-36.27845299980661,3.619042965916335,8.8499623452912,3.7581153357626293,3.80463191225068
c936f5dfb98d,21,0.14,0.18,0.02,-14.20060124507665,3.6491548045135205,5.811534223588218,3.7563994493869615,4.288595786070629
c9377f182512,21,0.06,0.08,0.16,-31.512059630257138,3.6305446556933187,8.275824245673949,3.776574543342269,3.6741217182804764
ca1210ab9fd2,21,0.12,0.14,0.14,-17.9254194912481,3.644776031354634,7.076222097588109,3.8181092052613046,3.969152243561575
ca4a3141ad1c,21,0.14,0.2,0.12,-19.59364496590204,3.6340202933940584,7.070086926716544,3.806895823775588,3.68282516112884
cb2c2642fc6a,21,0.14,0.18,0.2,-27.31980457204132,3.6260960251182786,7.518401919526992,3.779208133603561,3.335409038095892
cb7a411c469d,21,0.18,0.18,0.1,-6.5876067027558305,3.5779243922045354,5.434537716955495,3.75462400197302,4.270510183270285
cba3e0f5f84a,21,0.12,0.18,0.04,-20.147258739917355,3.6408578195883683,6.670267234985751,3.7615569167574496,4.238511294645843
cc00d71c59fc,21,0.08,0.0,0.08,-2.919355155633978,3.606055196547534,5.85965821023068,3.8977855983688077,5.007993557618572
cc034633195e,21,0.16,0.04,0.2,-7.951867911413087,3.6256704792664225,5.038312766480773,3.7034526231455778,4.419799432487203
cc5205946e3b,21,0.1,0.1,0.04,-5.618831289519303,3.6577193028730184,5.9778813311449515,3.8996990802467053,4.618237786606764
cc5b2e03375d,21,0.2,0.2,0.18,-7.098319775291572,3.656908051176727,5.694154839020484,3.8764198971561776,4.135989561793791
cc6741601d0b,21,0.12,0.08,0.04,-7.675288041345974,3.5980795131223386,5.740547450129454,3.737919298248144,4.667236819648968
ccc68de70b31,21,0.0,0.04,0.16,-40.29017540450489,3.612839786278892,9.202376187221782,3.7398088405191734,4.086770720936745
cced39a86cb1,21,0.04,0.08,0.08,-25.497691804276435,3.632807538595923,8.126546738890607,3.79793690482649,3.9161290509081152
cd2b8a793bca,21,0.08,0.1,0.02,-17.52266129323734,3.6531649922378406,6.494851391695177,3.7560720958352536,4.691645070689624
cda5f38bcf72,21,0.14,0.08,0.2,-7.114714460216831,3.6731331393167794,5.830774012655189,3.8623514984829876,4.484539416556865
cdde4ab66147,21,0.08,0.12,0.02,-19.834874853285832,3.645191543665003,6.850025354205022,3.76076145128135,4.55771069982897
cdff59ad76d3,21,0.1,0.0,0.14,-2.786960794024081,3.608599376527025,5.634455655985031,3.8971209949875365,4.830357217107211
ce34fd682f12,21,0.02,0.04,0.06,-22.42628175569231,3.6429230468488547,8.016589285576174,3.8097060648164875,4.276266332569347
ce97edc5b4d7,21,0.08,0.06,0.14,-15.835095942028659,3.653825955050463,7.109235684006713,3.8291220582352183,4.333405071812357
cebf600a2d26,21,0.08,0.1,0.12,-21.800810198165884,3.6412361818369816,7.576829164259107,3.806808257605223,3.967223766319333
cef62123a70f,21,0.08,0.06,0.12,-12.403917814709022,3.6561012735786287,6.872371686528087,3.8442898785120425,4.538095697269277
cf06680d2e2a,21,0.16,0.18,0.04,-7.213108872913233,3.5727355302161605,5.593262426431222,3.75529268623268,4.276457784554661
cf29295f4dc2,21,0.14,0.12,0.0,-9.178951442186799,3.5989984084885807,5.640073064049292,3.736582194176806,4.377198175984836
cf3a9acdb2da,21,0.04,0.06,0.0,-19.085188302735407,3.6510265053513793,7.003886840596379,3.7625249203834255,4.875918594253234
cfe5ef5a5dc5,21,0.06,0.0,0.1,-5.82973249726676,3.672728638293977,6.164117123397879,3.8773906485463145,4.970992351273884
cfe9959eca21,21,0.18,0.14,0.1,-7.544757850784922,3.6013226106547505,5.334348144498572,3.7356306598581646,4.3210264358475055
d064dc3c3ef9,21,0.04,0.02,0.0,-4.144711238125338,3.5782026512116865,6.306482397433593,3.897944556884077,4.981244527693624
d0f225abeb7a,21,0.16,0.16,0.16,-9.77413843787246,3.6551915958495322,6.214257127794192,3.8572239985377124,4.239564454983923
d1030fce3a34,21,0.2,0.16,0.16,-5.729251385078604,3.594631451918883,5.225171058097598,3.7499515341600427,4.335303261786911
d10a1a4bebad,21,0.08,0.14,0.18,-33.72274688759214,3.610459966534942,8.292249789543817,3.7494842787081435,3.603968098905347
d11652df55bc,21,0.02,0.04,0.04,-18.298385128333578,3.6446442771746135,7.799189576252632,3.825414589711795,4.491384777678061
d120d7e468e5,21,0.02,0.06,0.1,-31.816950189532903,3.626624852563199,8.596218598923679,3.777385847749569,3.7994635245545423
d1db96e3bf9f,21,0.1,0.12,0.18,-27.390165477104333,3.6329132149718784,7.806816660135422,3.787570612099978,3.5707249605385356
d216fc0c5f75,21,0.18,0.16,0.02,-10.318912922807987,3.6048375064006137,5.323091891020966,3.7278744917864577,4.0534839525396436
d25742218018,21,0.18,0.06,0.02,-21.015001295530265,3.5510888827801415,7.5015193298790335,3.7277066481310985,3.78989676221501
d2851841b24c,21,0.2,0.04,0.14,-96.59131914361181,3.5592709989500118,7.63490793979747,3.600747547056638,3.6286334446549753
d288b2174909,21,0.14,0.06,0.1,-9.363428524022806,3.6162638491318164,5.383843478319456,3.7118463207416443,4.488863837251393
d29812f475d3,21,0.2,0.18,0.16,-3.4793829365551048,3.5812921107335476,5.263478337788552,3.8996119493866184,4.155921722812083
d2fb089a0550,21,0.04,0.1,0.06,-26.207010280676307,3.628199434665218,8.15628081118583,3.792840987966487,3.8415179311929615
d30ee9fa080a,21,0.14,0.18,0.0,-7.4358313625264305,3.56412183351968,5.716205043553005,3.756424976112515,4.286271304748812
d3424cdb7919,21,0.06,0.04,0.04,-6.096778591109679,3.660742452550494,6.302696923621077,3.8885894297995405,4.913564350680035
d3470129fe17,21,0.2,0.04,0.2,-106.92641251596713,3.551255196597478,7.8604782902782215,3.59054082261845,3.659807236411761
d3549b8bf606,21,0.08,0.04,0.02,-7.011033697674404,3.5941862266020945,6.0224525454774644,3.7476267809938193,4.94667564804724
d3a2a9a929ff,21,0.1,0.1,0.02,-3.9777274330770354,3.576365835263078,5.9560541532573845,3.8999349615670518,4.668984363061299
d3ddb26ba33d,21,0.18,0.14,0.18,-3.3022944665435556,3.5859425811506234,5.336194356972964,3.8923174046879385,4.32445447251743
d3ee21635ff5,21,0.2,0.0,0.02,-49.54479575333228,3.6077077403528364,5.864354906820796,3.661197953343221,3.2141932294099558
d3fc993fbac8,21,0.12,0.0,0.1,-9.48560651196081,3.6343705253947416,5.150322648852268,3.717050753239047,4.36605054120192
d40118730ed8,21,0.1,0.02,0.18,-6.537417919305804,3.680793962704829,5.93216730036169,3.865753353184903,4.723010466693377
d442b971422f,21,0.08,0.12,0.16,-30.58812413842108,3.62519334499296,8.126661742207148,3.7749305027319187,3.546482973153537
d4aa6ae0bb9a,21,0.14,0.1,0.12,-3.536732223265791,3.5871422949890714,5.613127616172975,3.8983599616429165,4.51243406606873
d4d6854cfaeb,21,0.12,0.0,0.04,-10.749471025221803,3.646633491394347,4.8865887005646265,3.710922461944495,4.195516274394471
d5580fc6193d,21,0.0,0.04,0.06,-29.345584008433132,3.6314004937310846,8.600401197155877,3.788979852484514,3.9761428868620947
d56f1a8a5e37,21,0.2,0.12,0.04,-5.9319931516823425,3.589401655142686,4.485516691297805,3.717046877227789,3.7283261080440027
d5a6e406679e,21,0.16,0.1,0.12,-6.6693180639927245,3.6040877996549145,5.395304586717416,3.733183695690209,4.534322995301901
d5b1adb0f640,21,0.14,0.12,0.2,-15.258786093093375,3.6531560615598075,6.679014195086654,3.827236616467159,4.022756244788379
d5bdde634661,21,0.06,0.0,0.04,-3.3978290958075545,3.5978502880281837,6.085673997724739,3.896978694120611,5.069286796121352
d605fcb27240,21,0.16,0.0,0.06,-98.96287983531172,3.5603123648815256,7.914044620358717,3.6015755819682393,3.830517826187881
d63ffd077fab,21,0.16,0.1,0.08,-9.812311258170393,3.613995952911424,5.326497908114602,3.717529709932231,4.310592458498659
d79c9ee6caab,21,0.06,0.04,0.16,-23.413361312912773,3.6490556952875672,7.7336531295802615,3.80716632616815,4.031751801360596
d7b2adfb2714,21,0.16,0.12,0.0,-11.637296933613499,3.618266775894573,5.28070424803996,3.7232038592262384,4.0595202499620235
d7cfa8141f95,21,0.14,0.08,0.1,-6.6936416045570875,3.6035137415926233,5.536348968563305,3.73571423395733,4.651446252727972
d7d333e8cdbd,21,0.14,0.1,0.06,-7.657255877659687,3.6010306341302507,5.603658079514864,3.7382884890416723,4.5526395632394205
d89f74ff2325,21,0.08,0.08,0.06,-8.348710011445512,3.6577024192841305,6.559747940787387,3.874323816989512,4.751238709071149
d8c3e534cf9d,21,0.18,0.04,0.02,-36.27029437674294,3.557997233955484,7.607944856146303,3.665005641714938,3.726718405924372
d8ef914a3335,21,0.1,0.12,0.14,-21.59094270774478,3.6405664633665267,7.430575733400331,3.805663005085682,3.8659857598952496
d913e8f246d9,21,0.2,0.16,0.04,-10.906469056155096,3.6181817243061163,4.980952500518765,3.7234984367797823,3.8323190348287435
d934e437d019,21,0.2,0.08,0.16,-9.443270644365283,3.646618449568953,4.454176104765011,3.7102287302052805,3.8534870089521407
d96153be7e9c,21,0.06,0.06,0.12,-20.968935679376038,3.6462867084831205,7.623266003369404,3.811941098921104,4.14966974526908
d99e07eb7fe9,21,0.16,0.0,0.04,-39.60074128622248,3.561889497237338,7.78471649635048,3.6626700410521753,3.7937322540542926
d9e67f35e76c,21,0.18,0.2,0.16,-10.381639177840208,3.6474270870117445,6.213010397586166,3.8533633344465996,4.075054583079079
db3240464948,21,0.2,0.18,0.0,-11.184868141434672,3.614653021683512,5.052537533391869,3.728494144088173,3.7792395902228124
db3560ff135d,21,0.18,0.08,0.16,-9.27783046393974,3.6273324850179414,4.938736878833152,3.7115260906159424,4.15760287994709
db4637e0c0aa,21,0.06,0.12,0.12,-30.45747185600335,3.6202733408909706,8.264048977871187,3.77383614200323,3.5869142848655136
dbbd78a24a45,21,0.18,0.04,0.0,-35.3107860295213,3.561413245351323,7.495976857688402,3.669627147035274,3.674858929906762
dc1ded342be8,21,0.16,0.04,0.08,-5.890742065356489,3.5512879616161515,4.904080760315288,3.7097541292992515,3.970597440408615
dcbf69334e5e,21,0.18,0.0,0.14,-93.55354813290742,3.5664771289557295,7.643611533663712,3.6094956417221264,3.6190770289665073
dccebf565f24,21,0.12,0.06,0.08,-6.655641860268227,3.6031302117020827,5.668711161564897,3.7384232888856928,4.768248893657161
dd67ee9ed9cc,21,0.12,0.12,0.2,-23.876411940572737,3.642786429163272,7.406413316338929,3.7995959194164137,3.662365330863694
dd908f320c82,21,0.16,0.06,0.02,-4.585369472399703,3.5526471890988782,4.666749368533079,3.7160347089458625,3.9175572228556166
dd9dbe383203,21,0.12,0.08,0.02,-8.75974664736508,3.6044881043626167,5.717618452347557,3.73385446845354,4.584401878220281
ddb1823dd4db,21,0.2,0.06,0.2,-40.81369543252449,3.552486819122091,4.7686182216443225,3.5772241622690704,3.758995832633663
de0321904fc5,21,0.16,0.12,0.08,-7.715307201770512,3.6011985061885303,5.4716915132131305,3.735203094572808,4.437804947381619
de7d4001fb05,21,0.2,0.12,0.16,-9.078881545807716,3.618440697589458,4.952522163654661,3.711432620297935,4.108259512667489
deafd8e300b6,21,0.16,0.16,0.04,-7.663474828864202,3.585229518235844,5.588369540839081,3.7477153766121907,4.343163255125555
df1642fcf37e,21,0.04,0.04,0.18,-34.014334352091446,3.63165787293615,8.564019988476536,3.77293257228166,3.758655129447177
df454689aa75,21,0.08,0.14,0.1,-26.03024471980434,3.628521175033308,7.846020089839503,3.7898355605799323,3.6469671572360025
df8230c1e61a,21,0.12,0.16,0.08,-19.72780511254042,3.6434390721908643,6.762958752772234,3.7685203292772567,4.29538008974032
df82704b8d52,21,0.14,0.16,0.16,-17.709147881986308,3.6441320035299842,6.929801430362428,3.8171856493427714,3.8651688251469
dfc2dec39368,21,0.0,0.02,0.0,-15.11219449546238,3.645689815139175,7.731258135436806,3.838746142157427,4.813753372957388
dfd585336970,21,0.1,0.12,0.06,-18.455399722950975,3.6526783687534454,6.570486285686382,3.761290068938613,4.566013944179809
dfe652493b53,21,0.1,0.16,0.12,-25.755828049677348,3.6274407880362007,7.690059320225634,3.788100182528453,3.5521435811179094
dffe2a046e5d,21,0.14,0.04,0.06,-9.98596793403746,3.6368967179842024,5.009022937789843,3.721798640621681,4.161195060793851
e0182770a257,21,0.0,0.06,0.12,-37.0938703088875,3.6111625097117903,9.05348536978743,3.748763999429145,3.949313555902155
e02627a6c124,21,0.12,0.04,0.06,-10.48069020706378,3.6191863379873936,5.4763515283481805,3.712959565810344,4.493543377819424
e05ae3b1f9c7,21,0.0,0.04,0.2,-44.14543315687347,3.6040889504502442,9.334940767776624,3.713947167959839,4.48520216997354
e0de6a198fa0,21,0.2,0.18,0.12,-6.665638571613168,3.591020217896023,5.282550312819012,3.7487153653702046,4.23141145525888
e11308236e90,21,0.16,0.06,0.04,-10.070748442835937,3.6458436949821054,4.654266050341992,3.714576374957602,3.9620765205068187
e128ef01f628,21,0.18,0.1,0.16,-7.946276929710852,3.613889187279981,5.141302251036763,3.7113523223166576,4.3668331895975285
e25077299c83,21,0.18,0.14,0.0,-10.880710300786804,3.621950705455112,5.049543672090467,3.7293392027149785,3.8810805437690226
e2a649bfc357,21,0.04,0.0,0.1,-11.665146967902611,3.6614867764166434,6.990217697916217,3.8489857931827323,4.803014111002555
e2c6d22a1826,21,0.18,0.0,0.08,-80.36744177929145,3.5750467362620175,7.24853352786449,3.6211790930532333,3.540994029304958
e2cce3e1e754,21,0.18,0.14,0.12,-6.57569690138537,3.597889212183173,5.3506798998598,3.7428606697436977,4.397391535589739
e38b9f253432,21,0.1,0.14,0.14,-25.169464555673695,3.632339454673967,7.674032177694361,3.793338564114673,3.6217707991314776
e398912b25e5,21,0.2,0.14,0.02,-9.432730571024333,3.636265395682213,4.608766537209663,3.7281815027041687,3.7417466645341175
e3ee1fc959aa,21,0.18,0.12,0.16,-5.433976143697665,3.6008759118321816,5.277692973989526,3.743766966981185,4.501226389162055
e416fceef7c3,21,0.08,0.14,0.06,-20.081580907548688,3.633881745479645,7.524280569075293,3.8096638955787325,3.9942970997575955
e448e7904e0d,21,0.18,0.02,0.04,-36.20283756419077,3.569190937880625,7.380400658162072,3.6728517513844015,3.6275850651129806
e4c1926fac12,21,0.18,0.04,0.14,-11.210049523701473,3.552248144829658,5.63656590900363,3.7108449190743507,3.8586882154213242
e4e544f728b3,21,0.02,0.08,0.14,-36.569268023950514,3.6097231248181276,8.880613425529624,3.7460681593997553,3.8945753121792785
e51b3f469088,21,0.06,0.04,0.08,-9.819980338782317,3.65971820702931,6.774114637060224,3.8604350773773812,4.803078916580245
e549bd5da233,21,0.08,0.0,0.0,-10.985180695157192,3.6187946849295143,5.709989255044441,3.7169605929888876,4.631619016908037
e5814eadd92f,21,0.2,0.1,0.02,-12.324782883556534,3.551943872203227,5.801069467352531,3.724619445990623,3.672880511129333
e583c126647b,21,0.12,0.08,0.12,-3.5539573174623986,3.584897424787239,5.729297925759514,3.8920965006205392,4.63752552228407
e610dd024464,21,0.18,0.14,0.02,-11.31027485672197,3.6182586218503228,5.133979268890637,3.7233886706475703,3.9449295212931745
e6441253a7ca,21,0.1,0.08,0.02,-7.072693986436566,3.5858145093377742,5.940782844658362,3.7517532752378866,4.7671487329599325
e65e6103852a,21,0.18,0.2,0.06,-7.0754919194365185,3.572040439745377,5.464123027446321,3.7546555491667184,4.172031296368603
e697d122b3d4,21,0.12,0.18,0.2,-30.93320968146764,3.6135365923044245,7.871061842296332,3.7585001685254795,3.38687314287502
e6a7e3f92640,21,0.06,0.06,0.2,-33.80397702111497,3.630754257049518,8.410465651021791,3.7707825631095955,3.6769520106612834
e6b30c49c42c,21,0.1,0.04,0.04,-7.768918864494625,3.606469739314807,5.785243245751367,3.7341858459575143,4.7930271755550296
e6dcece35559,21,0.04,0.04,0.16,-31.21411955565193,3.6353736996464807,8.386820221023068,3.7820604698279867,3.808121839345102
e74cb51fa01e,21,0.16,0.16,0.2,-16.17834394270404,3.6471410820530883,6.671264053363812,3.8219331949171242,3.8434171329774953
e7603fa4b62b,21,0.14,0.2,0.0,-15.717842690690008,3.6456308753077327,5.946436777013965,3.757395275257119,4.189741520190146
e760f1f490f1,21,0.14,0.14,0.06,-6.77923643167355,3.575755879377974,5.69589573552575,3.755147877051531,4.479754969346476
e76ecf221c82,21,0.16,0.2,0.18,-21.573194691123664,3.6349208515253237,7.049446063227011,3.8004096188806304,3.479324665876909
e78c1b1a8eba,21,0.2,0.16,0.18,-3.26508702024714,3.590977479588524,5.219068721070503,3.898252688144038,4.215788425972161
e7c123258f8d,21,0.14,0.06,0.0,-9.778244727157585,3.6350935614645006,5.003700337650987,3.729047185949779,4.084998804430469
e7c19da1af17,21,0.14,0.14,0.1,-6.211546927491725,3.65789089699724,5.90026936106223,3.8906662953577187,4.454374050580537
e7cbdb124abf,21,0.2,0.0,0.04,-52.59218005765838,3.6034508927523494,6.0147946333281945,3.6565165763783405,3.223954645187338
e80168422c15,21,0.08,0.04,0.1,-6.5397178177287465,3.6666455679523606,6.204702224156635,3.876140226120013,4.8346662754186465
e84fdc23cf7a,21,0.16,0.06,0.2,-2.456528789171689,3.6118529324354323,5.219073676044116,3.8987851910643245,4.514216322180185
e8dbca8ebdc7,21,0.2,0.1,0.08,-5.599780593224758,3.5503149415282578,4.653292910399103,3.7128555647841655,3.7431010826800146
e92ce0dc0e48,21,0.02,0.02,0.1,-25.048043216666137,3.6439520473175593,8.135105153695156,3.8025653526424854,4.162152227178145
e95209abc990,21,0.16,0.08,0.0,-10.352823317807339,3.6430190402789093,4.738962075657978,3.7198694722019736,3.943343132061312
e9b2701d8d67,21,0.04,0.0,0.08,-9.113701030638932,3.6655229606335578,6.74103589747514,3.861707189789916,4.953071486017735
e9bf412e6cad,21,0.12,0.02,0.1,-9.483134670998412,3.6213370032429615,5.382432618575408,3.7110751910193787,4.531433298760301
e9ce0ecf827c,21,0.16,0.04,0.0,-18.101671795653246,3.5519438567920294,7.035786526906687,3.7266106123643112,3.874026243925653
ea3c2be8f132,21,0.08,0.1,0.06,-11.384258647640285,3.6491901200706036,6.9353058045665446,3.855412441133965,4.587617562664519
ea5f1ee940b4,21,0.1,0.02,0.2,-8.89959068528199,3.6746870037066355,6.1867491694890635,3.854027279176246,4.590694124423812
ea755aac67e0,21,0.16,0.16,0.0,-9.024548688989737,3.592203997391084,5.572138563145949,3.7395758153012473,4.242174417030751
ea79360362dd,21,0.04,0.1,0.14,-34.600049378243796,3.613380320146743,8.631897305629456,3.7552397744884907,3.723553180634271
ea918f62b3f2,21,0.02,0.08,0.2,-41.058901317239794,3.5963761892886685,9.050911185630401,3.7069973570847745,4.508927573492261
eb3290c43d71,21,0.18,0.12,0.18,-3.1199779364181026,3.5965713972466586,5.285236074572761,3.899520290523266,4.340042211687463
ec8d746671b4,21,0.18,0.08,0.0,-11.07071821603382,3.5512882879603236,5.6747549682963765,3.7238552574988093,3.7643146751409096
ec9c2c16015f,21,0.06,0.0,0.18,-17.31115282291429,3.6616504529843406,7.1834646636993575,3.8248261014689824,4.35870607580358
ed432e95ef89,21,0.12,0.08,0.16,-8.288648316426746,3.6664601437307183,6.161940769459738,3.8616254897888247,4.544283852430371
edf7ce67e08c,21,0.2,0.06,0.1,-22.798962034985255,3.5532447630423434,7.6827297760060755,3.727383326242838,3.712551284771114
edfc4c5c83ad,21,0.18,0.18,0.04,-8.114266791425317,3.5881718827386706,5.452345852636054,3.7434532260350606,4.192351605398243
ee3ec6d131bb,21,0.18,0.1,0.12,-9.668568899962787,3.621289825316679,5.038843621472089,3.7159845697121052,4.123280960820545
ee8bca428ecb,21,0.08,0.02,0.08,-3.6032971125309667,3.59371505720332,5.951330838533776,3.8984784784394058,4.853177682788729
eeb026a1dda8,21,0.12,0.02,0.18,-2.7180882050577138,3.605722287300524,5.508736682401374,3.8941502265144736,4.724764102814834
eed302dcbefd,21,0.16,0.0,0.12,-108.1821326198602,3.5503374936771444,8.227687363851315,3.5905225201642614,3.88038549908942
eedef87c64b2,21,0.06,0.04,0.2,-30.81006082908798,3.640759431323268,8.176884534046138,3.7840142773346797,3.763194014372908
ef39f5fc1206,21,0.18,0.04,0.18,-45.771625142215704,3.550987569514712,4.832780983030301,3.572062955536964,3.868126314292285
ef9dc5d24a04,21,0.1,0.02,0.0,-11.069697704040582,3.623198993116171,5.49008002658033,3.719911903168313,4.419497348225048
efdb6e4fb949,21,0.02,0.0,0.02,-8.111690994614605,3.6620240970513147,6.821179891038675,3.8739387780341366,5.102193481683692
f0074576834f,21,0.2,0.12,0.08,-9.152033201774337,3.635770029688274,4.631949338502402,3.725599504488655,3.809827002631362
f04fadad4c15,21,0.2,0.18,0.08,-8.216413355604766,3.59770888313045,5.257257900062744,3.737312243213683,4.110218987787566
f05a31fed4fe,21,0.1,0.08,0.18,-19.014163385787974,3.6501436841484485,7.205870236663469,3.817730045201526,4.019355786370596
f0cc12aef4a0,21,0.02,0.02,0.2,-39.742022347866985,3.6250201181258963,9.01421916900107,3.7538559215736083,3.8940237891767038
f0d5a63ef1b2,21,0.06,0.1,0.0,-20.162955022318485,3.6457374115314103,6.995848080556131,3.761467270030703,4.662392148895614
f11440eb3d24,21,0.16,0.0,0.1,-105.4648201779753,3.5536337013424766,8.145341642564917,3.5941762984976084,3.8695239240508426
f1239ebd9922,21,0.1,0.0,0.02,-10.264741009559849,3.6321456206650233,5.320184975661575,3.7233652534048955,4.38383907059962
f13859a59e32,21,0.2,0.1,0.0,-16.741406389814856,3.5508400672750895,6.684238005577349,3.7301164779431395,3.6828987584761843
f1405c87dc6a,21,0.1,0.1,0.14,-16.779298934283112,3.6482512925476724,7.104847029243903,3.824030653175997,4.155392590784092
f16a69400c5f,21,0.16,0.16,0.12,-5.952968933744318,3.657706041173636,5.756894430971048,3.8939464707393183,4.35056249287213
f1b0dce3bd7d,21,0.08,0.04,0.12,-8.700188351910523,3.666016056349871,6.450646646585662,3.861709156665955,4.748079814666409
f1daf5a919b9,21,0.12,0.0,0.12,-9.49746025825405,3.6302464144716806,5.221084041781861,3.7112132727846436,4.452104522718808
f1e323c8c39b,21,0.02,0.02,0.08,-21.31136552353057,3.647196563684685,7.90675672467537,3.8137669004126953,4.35691539328717
f2199db3bf61,21,0.1,0.06,0.04,-6.827398995180519,3.5943478772855095,5.887242510406565,3.7480508413634226,4.837851047904754
f266d5791852,21,0.12,0.02,0.16,-2.6666580089643572,3.6096009612090842,5.494006984321639,3.897637905138696,4.725910960914122
f298fef5687f,21,0.06,0.12,0.04,-20.30517670923801,3.6345991040988537,7.672473249711554,3.8105529798970834,4.099698708953182
f29ee74c331f,21,0.06,0.02,0.08,-6.738363310867448,3.6663317144216117,6.349660480275956,3.8760614518374656,4.936425312475102
f2b4fee44bed,21,0.06,0.04,0.1,-12.601507367853884,3.656145518027649,7.015260589685781,3.8445491123775564,4.641091307355271
f2bf8a816ade,21,0.12,0.14,0.1,-10.980718120178036,3.648547675520962,6.64621247895952,3.8546729318375985,4.382809141897088
f3a6078d7f98,21,0.18,0.04,0.08,-23.37491815407726,3.551630471837721,7.871472331228444,3.725774866605622,3.8008613565374456
f3b74a98529b,21,0.04,0.1,0.12,-32.88843886529782,3.6174054660839605,8.53665957577898,3.7654894493972915,3.666408543648713
f3df8c78e80a,21,0.12,0.02,0.06,-10.143349832776902,3.6289886755082352,5.249995491288353,3.7187858444640094,4.339151392576962
