case_id,block,d_am_p_um,d_am_s_um,ps_frac,ps_label,d_se_um,am_pct,rve_um,loading_mAh_cm2,pressure_MPa,e_se_gpa,thickness_est_um,phi_am_est,phi_se_est,se_percolation,d_am_max_um,sv_inv_um,r_AM_P_um,r_AM_S_um,r_SE_um,size_ratio_P_over_S,size_ratio_AM_over_SE,n_am_p_est,n_am_s_est,n_se_est,n_total_est,rve_min_um,rve_recommended_um,rve_over_d_am_max,thick_over_d_am_max,finite_size_flag,phi_se,phi_se_status,phi_am,phi_am_status,coverage_AM_P_hertz_pct,coverage_AM_P_hertz_pct_status,coverage_AM_S_hertz_pct,coverage_AM_S_hertz_pct_status,coverage_AM_total_hertz_pct,coverage_AM_total_hertz_pct_status,tortuosity_dijkstra_SE,tortuosity_dijkstra_SE_status,porosity_sphere_pct_RECORD_ONLY,porosity_sphere_pct_RECORD_ONLY_status
lhs00_052,bimodal,7.0000,5.0000,0.9000,9:1,1.0000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,7.0000,0.1486,3.5000,2.5000,0.5000,1.4000,7.0000,260.8741,79.5376,42108.1467,42448.5584,16.9557,50.0000,7.1429,5.1831,,0.15776800679578795,OK,0.3735534425120163,OK,17.203886113005627,OK,16.847325572392027,OK,17.12128117837667,OK,,NOT_PERCOLATING,46.86785506921958,OK
lhs00_053,bimodal,11.0000,1.0000,0.4000,4:6,2.0000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,11.0000,0.6364,5.5000,0.5000,1.0000,11.0000,5.5000,29.8789,59653.2078,3314.0671,62997.1538,50.1012,50.1012,4.5455,2.9349,thin+n_am_p_low+se_BELOW_phic,0.10141441756964753,OK,0.38587956440867227,OK,5.944895512580728,OK,6.7135448600016945,OK,6.7131455817120385,OK,,NOT_PERCOLATING,51.270601802168024,OK
lhs00_054,bimodal,9.0000,3.0000,0.6000,6:4,2.0000,70.0000,50.0000,2.0000,300.0000,1.3500,51.7022,0.4027,0.4143,OK,9.0000,0.2000,4.5000,1.5000,1.0000,3.0000,4.5000,81.8288,1472.9187,12782.8302,14337.5778,30.2745,50.0000,5.5556,5.7447,,0.2760428297727054,OK,0.2705761542456535,OK,47.03182706872655,OK,45.76120288613667,OK,45.82898039716171,OK,,NOT_PERCOLATING,45.338101598164116,OK
lhs00_055,bimodal,12.0000,5.0000,0.9000,9:1,2.0000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,12.0000,0.0950,6.0000,2.5000,1.0000,2.4000,6.0000,51.7823,79.5376,3314.0671,3445.3870,38.0575,50.0000,4.1667,2.6903,thin+se_BELOW_phic,0.09966362365402437,OK,0.3750208591397336,OK,11.415175884899972,OK,14.596432067914376,OK,13.333643354046064,OK,,NOT_PERCOLATING,52.5315517206242,OK
lhs00_056,bimodal,6.0000,2.0000,0.6000,6:4,2.0000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,6.0000,0.3000,3.0000,1.0000,1.0000,3.0000,3.0000,276.1723,4971.1007,9942.2013,15189.4742,16.4794,50.0000,8.3333,7.6461,,0.23710987780274886,OK,0.29682237844574516,OK,36.52780682560641,OK,33.83770419917042,OK,33.97963913774618,OK,,NOT_PERCOLATING,46.60677437515059,OK
lhs00_057,bimodal,14.0000,4.0000,0.5000,5:5,1.5000,70.0000,50.0000,2.0000,300.0000,1.3500,51.7022,0.4027,0.4143,OK,14.0000,0.1607,7.0000,2.0000,0.7500,3.5000,9.3333,18.1163,776.7345,30300.0421,31094.8928,64.3423,64.3423,3.5714,3.6930,n_am_p_low,0.27131609284116265,OK,0.2701340046395597,OK,48.3376075267317,OK,50.04789239141873,OK,50.00706900897016,OK,,NOT_PERCOLATING,45.85499025192776,OK
lhs00_058,bimodal,12.0000,2.0000,0.1000,1:9,2.0000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,12.0000,0.4583,6.0000,1.0000,1.0000,6.0000,6.0000,5.7536,11184.9765,5263.5183,16454.2484,114.1724,114.1724,4.1667,3.0235,n_am_p_CRIT,0.13497671492432478,OK,0.32012426196771965,OK,15.132261597236228,OK,15.654742337395469,OK,15.654462362005546,OK,,NOT_PERCOLATING,54.48990231079557,OK
lhs00_059,bimodal,9.0000,4.0000,0.2000,2:8,1.0000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,9.0000,0.2222,4.5000,2.0000,0.5000,2.2500,9.0000,27.2763,1242.7752,26512.5368,27782.5882,52.4370,52.4370,5.5556,3.5871,n_am_p_low+se_BELOW_phic,0.10522614976688857,OK,0.39656274591130053,OK,8.789234484776495,OK,9.871756473164321,OK,9.847908624482292,OK,,NOT_PERCOLATING,49.821110432181094,OK
lhs00_060,bimodal,6.0000,3.0000,0.4000,4:6,2.0000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,6.0000,0.2667,3.0000,1.5000,1.0000,2.0000,3.0000,184.1148,2209.3781,5263.5183,7657.0112,20.1830,50.0000,8.3333,6.0469,,0.14708831327957975,OK,0.3477318585737757,OK,21.629069666057337,OK,20.671245648994553,OK,20.745293891015706,OK,,NOT_PERCOLATING,50.517982814664464,OK
lhs00_061,bimodal,6.0000,4.0000,0.2000,2:8,1.0000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,6.0000,0.2333,3.0000,2.0000,0.5000,1.5000,6.0000,92.0574,1242.7752,79537.6104,80872.4430,28.5431,50.0000,8.3333,7.6461,,0.2494886884598473,OK,0.31191337493865423,OK,36.97645049544085,OK,37.30961825682126,OK,37.286675566666325,OK,,NOT_PERCOLATING,43.85979366014985,OK
lhs00_062,bimodal,6.0000,3.0000,0.7000,7:3,1.0000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,6.0000,0.2167,3.0000,1.5000,0.5000,2.0000,6.0000,322.2010,1104.6890,12558.5701,13985.4601,15.2569,50.0000,8.3333,4.7844,se_BELOW_phic,0.0535868339219772,OK,0.42450600060359894,OK,2.9285241092244294,OK,3.641099713778247,OK,3.479582576746048,OK,,NOT_PERCOLATING,52.190716547442385,OK
lhs00_063,bimodal,8.0000,2.0000,0.9000,9:1,1.5000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,8.0000,0.1625,4.0000,1.0000,0.7500,4.0000,5.3333,174.7653,1242.7752,7855.5665,9273.1069,20.7159,50.0000,6.2500,4.0354,se_BELOW_phic,0.10993401162535962,OK,0.4126636963633308,OK,13.634830473346156,OK,15.576529776856532,OK,15.337067212998663,OK,,NOT_PERCOLATING,47.74022920113096,OK
lhs00_064,bimodal,9.0000,2.0000,0.8000,8:2,1.5000,70.0000,50.0000,2.0000,300.0000,1.3500,51.7022,0.4027,0.4143,OK,9.0000,0.1889,4.5000,1.0000,0.7500,4.5000,6.0000,109.1051,2485.5503,30300.0421,32894.6975,26.2185,50.0000,5.5556,5.7447,,0.28306529466540564,OK,0.27488671157361977,OK,46.875437679970034,OK,45.261985845234435,OK,45.32973093382696,OK,,NOT_PERCOLATING,44.20479937609746,OK
lhs00_065,bimodal,6.0000,3.0000,0.6000,6:4,1.0000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,6.0000,0.2333,3.0000,1.5000,0.5000,2.0000,6.0000,276.1723,1472.9187,26512.5368,28261.6278,16.4794,50.0000,8.3333,5.3806,se_BELOW_phic,0.10714117640591085,OK,0.4023368494027271,OK,10.30902461000897,OK,11.548327079166434,OK,11.352163202619796,OK,,NOT_PERCOLATING,49.0521974191362,OK
lhs00_066,bimodal,8.0000,3.0000,0.7000,7:3,1.0000,80.0000,50.0000,2.0000,300.0000,1.3500,40.7792,0.5106,0.3064,OK,8.0000,0.1875,4.0000,1.5000,0.5000,2.6667,8.0000,135.9285,1104.6890,59653.2078,60893.8254,23.4896,50.0000,6.2500,5.0974,,0.2013578665118427,OK,0.3373250357906756,OK,32.64099567781245,OK,33.34753706872291,OK,33.269601343638584,OK,,NOT_PERCOLATING,46.13170976974816,OK
lhs00_067,bimodal,13.0000,3.0000,0.3000,3:7,1.5000,80.0000,50.0000,2.0000,300.0000,1.3500,40.7792,0.5106,0.3064,OK,13.0000,0.2564,6.5000,1.5000,0.7500,4.3333,8.6667,13.5761,2577.6077,17675.0245,20266.2083,74.3265,74.3265,3.8462,3.1369,n_am_p_low,0.18823851388096965,OK,0.3166456612988733,OK,32.56628458200068,OK,33.99401642066512,OK,33.98630788007842,OK,,NOT_PERCOLATING,49.51158248201571,OK
lhs00_068,bimodal,7.0000,4.0000,0.7000,7:3,2.0000,70.0000,50.0000,2.0000,300.0000,1.3500,51.7022,0.4027,0.4143,OK,7.0000,0.1750,3.5000,2.0000,1.0000,1.7500,3.5000,202.9021,466.0407,12782.8302,13451.7730,19.2259,50.0000,7.1429,7.3860,,0.27664587488248504,OK,0.2698638540992774,OK,47.45361456486742,OK,47.23133630425835,OK,47.29901505823484,OK,1.3361198059812622,OK,45.349027101823744,OK
lhs00_069,bimodal,6.0000,3.0000,0.7000,7:3,1.5000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,6.0000,0.2167,3.0000,1.5000,0.7500,2.0000,4.0000,322.2010,1104.6890,23566.6994,24993.5894,15.2569,50.0000,8.3333,7.6461,,0.24178560754919154,OK,0.30263707057391387,OK,40.89641514862904,OK,41.226628093245466,OK,41.151937070058416,OK,,NOT_PERCOLATING,45.55773218768946,OK
lhs00_070,bimodal,9.0000,2.0000,0.3000,3:7,1.5000,80.0000,50.0000,2.0000,300.0000,1.3500,40.7792,0.5106,0.3064,OK,9.0000,0.3833,4.5000,1.0000,0.7500,4.5000,6.0000,40.9144,8699.4261,17675.0245,26415.3651,42.8147,50.0000,5.5556,4.5310,,0.19002279096634256,OK,0.3168515145944089,OK,29.83058101411317,OK,28.73347118471202,OK,28.738615455412553,OK,,NOT_PERCOLATING,49.31256944392486,OK
lhs00_071,bimodal,13.0000,5.0000,0.7000,7:3,1.0000,80.0000,50.0000,2.0000,300.0000,1.3500,40.7792,0.5106,0.3064,OK,13.0000,0.1138,6.5000,2.5000,0.5000,2.6000,13.0000,31.6775,238.6128,59653.2078,59923.4981,48.6581,50.0000,3.8462,3.1369,,0.18811522436570893,OK,0.3158024443096215,OK,30.10166662414038,OK,33.041092219725265,OK,32.69400137449015,OK,,NOT_PERCOLATING,49.60823313246695,OK
lhs00_072,bimodal,10.0000,4.0000,0.4000,4:6,1.5000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,10.0000,0.1900,5.0000,2.0000,0.7500,2.5000,6.6667,39.7688,932.0814,12476.4879,13448.3381,43.4270,50.0000,5.0000,3.6282,,0.1537553698103328,OK,0.3639315977265731,OK,22.4395846567371,OK,24.15688056114378,OK,24.086282579462107,OK,,NOT_PERCOLATING,48.23130324630941,OK
lhs00_073,bimodal,5.0000,4.0000,0.8000,8:2,1.5000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,5.0000,0.2100,2.5000,2.0000,0.7500,1.2500,3.3333,636.3009,310.6938,23566.6994,24513.6941,10.8567,50.0000,10.0000,9.1753,,0.24695982578474213,OK,0.30888385595523266,OK,39.47738401852643,OK,39.75432053324355,OK,39.56823555447266,OK,1.3791449850245507,OK,44.415631826002524,OK
lhs00_074,bimodal,14.0000,1.0000,0.4000,4:6,1.0000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,14.0000,0.6286,7.0000,0.5000,0.5000,14.0000,14.0000,14.4930,59653.2078,12558.5701,72226.2709,71.9368,71.9368,3.5714,2.0505,thin+n_am_p_low+se_BELOW_phic,0.04760962047694351,OK,0.3820668253906641,OK,5.133189092825678,OK,5.11471142985188,OK,5.114716073958792,OK,,NOT_PERCOLATING,57.03235541323923,OK
lhs00_075,bimodal,15.0000,2.0000,0.1000,1:9,1.5000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,15.0000,0.4567,7.5000,1.0000,0.7500,7.5000,10.0000,2.9458,11184.9765,3721.0578,14908.9801,159.5608,159.5608,3.3333,1.9138,thin+n_am_p_CRIT+se_BELOW_phic,0.04679723953967686,OK,0.371036254218815,OK,5.851788272525435,OK,5.288464906128631,OK,5.288615971659979,OK,,NOT_PERCOLATING,58.21665062415082,OK
lhs00_076,bimodal,8.0000,1.0000,0.8000,8:2,1.5000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,8.0000,0.3000,4.0000,0.5000,0.7500,8.0000,5.3333,155.3469,19884.4026,23566.6994,43606.4489,21.9725,50.0000,6.2500,5.7346,,0.23623798146710542,OK,0.29609698976821,OK,34.4754000571132,OK,32.46122940612927,OK,32.47692189084952,OK,,NOT_PERCOLATING,46.766502876468465,OK
lhs00_077,bimodal,12.0000,5.0000,0.3000,3:7,1.5000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,12.0000,0.1650,6.0000,2.5000,0.7500,2.4000,8.0000,17.2608,556.7633,7855.5665,8429.5905,65.9175,65.9175,4.1667,2.6903,thin+n_am_p_low+se_BELOW_phic,0.10211685019679616,OK,0.3816798126978919,OK,10.999368975518594,OK,12.616850768052455,OK,12.569029567229716,OK,,NOT_PERCOLATING,51.620333710531185,OK
lhs00_078,bimodal,15.0000,3.0000,0.5000,5:5,2.0000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,15.0000,0.2000,7.5000,1.5000,1.0000,5.0000,7.5000,14.7292,1841.1484,9942.2013,11798.0789,71.3578,71.3578,3.3333,3.0584,n_am_p_low,0.22931810724861476,OK,0.28866485879025994,OK,36.83246361101613,OK,37.19629247401486,OK,37.19334251026082,OK,,NOT_PERCOLATING,48.20170339611253,OK
lhs00_079,bimodal,7.0000,2.0000,0.1000,1:9,1.5000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,7.0000,0.4643,3.5000,1.0000,0.7500,3.5000,4.6667,28.9860,11184.9765,3721.0578,14935.0203,50.8670,50.8670,7.1429,4.1009,n_am_p_low+se_BELOW_phic,0.04990462219098526,OK,0.3951887509660884,OK,4.530169089284049,OK,5.142058105470138,OK,5.14047657414488,OK,,NOT_PERCOLATING,55.490662684292644,OK
lhs00_080,bimodal,7.0000,1.0000,0.5000,5:5,1.0000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,7.0000,0.5714,3.5000,0.5000,0.5000,7.0000,7.0000,144.9300,49711.0065,26512.5368,76368.4733,22.7484,50.0000,7.1429,4.6119,se_BELOW_phic,0.10720559107790543,OK,0.40325064801567784,OK,12.408244816039202,OK,12.050923892192923,OK,12.051970597814432,OK,,NOT_PERCOLATING,48.95437609064166,OK
lhs00_081,bimodal,9.0000,3.0000,0.2000,2:8,1.5000,70.0000,50.0000,2.0000,300.0000,1.3500,51.7022,0.4027,0.4143,OK,9.0000,0.2889,4.5000,1.5000,0.7500,3.0000,6.0000,27.2763,2945.8374,30300.0421,33273.1558,52.4370,52.4370,5.5556,5.7447,n_am_p_low,0.273789936441566,OK,0.26567938148595066,OK,44.89163716168495,OK,44.89946093994039,OK,44.899389934221766,OK,1.3595181280267077,OK,46.05306820724833,OK
lhs00_082,bimodal,7.0000,2.0000,0.8000,8:2,1.0000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,7.0000,0.2143,3.5000,1.0000,0.5000,3.5000,7.0000,231.8881,2485.5503,12558.5701,15276.0085,17.9842,50.0000,7.1429,4.1009,se_BELOW_phic,0.05237415838878312,OK,0.4160537096177013,OK,4.590988282637492,OK,5.846272656935815,OK,5.738584417167218,OK,,NOT_PERCOLATING,53.15721319935156,OK
lhs00_083,bimodal,14.0000,3.0000,0.2000,2:8,1.0000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,14.0000,0.2810,7.0000,1.5000,0.5000,4.6667,14.0000,7.2465,2945.8374,12558.5701,15511.6540,101.7341,101.7341,3.5714,2.0505,thin+n_am_p_CRIT+se_BELOW_phic,0.04331647697622005,OK,0.35001051091235547,OK,3.2371729641078963,OK,4.149665313771128,OK,4.147194945311803,OK,,NOT_PERCOLATING,60.667301211142444,OK
lhs00_084,bimodal,9.0000,2.0000,0.1000,1:9,1.0000,80.0000,50.0000,2.0000,300.0000,1.3500,40.7792,0.5106,0.3064,OK,9.0000,0.4611,4.5000,1.0000,0.5000,4.5000,9.0000,13.6381,11184.9765,59653.2078,70851.8224,74.1572,74.1572,5.5556,4.5310,n_am_p_low,0.18980484436630687,OK,0.31718099842547587,OK,25.886711330290854,OK,27.97881258142878,OK,27.976198621811115,OK,,NOT_PERCOLATING,49.30141572082173,OK
lhs00_085,bimodal,10.0000,2.0000,0.1000,1:9,1.5000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,10.0000,0.4600,5.0000,1.0000,0.7500,5.0000,6.6667,9.9422,11184.9765,23566.6994,34761.6180,86.8539,86.8539,5.0000,4.5877,n_am_p_CRIT,0.22149239631508236,OK,0.2770055359990576,OK,32.38763219531169,OK,31.672798499658157,OK,31.673436744029278,OK,,NOT_PERCOLATING,50.150206768586,OK
lhs00_086,bimodal,15.0000,1.0000,0.3000,3:7,2.0000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,15.0000,0.7200,7.5000,0.5000,1.0000,15.0000,7.5000,8.8375,69595.4091,5263.5183,74867.7649,92.1225,92.1225,3.3333,2.4188,thin+n_am_p_CRIT,0.14139965364084733,OK,0.3354482573151719,OK,8.621262361578708,OK,9.427143410650066,OK,9.42703916594727,OK,,NOT_PERCOLATING,52.31520890439807,OK
lhs00_087,bimodal,13.0000,3.0000,0.4000,4:6,1.5000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,13.0000,0.2308,6.5000,1.5000,0.7500,4.3333,8.6667,18.1014,2209.3781,3721.0578,5948.5373,64.3686,64.3686,3.8462,2.2082,thin+n_am_p_low+se_BELOW_phic,0.05156111067464355,OK,0.40713092710792625,OK,5.064136785989371,OK,6.127827982927018,OK,6.119226706401916,OK,,NOT_PERCOLATING,54.13079622174302,OK
lhs00_088,bimodal,12.0000,1.0000,0.8000,8:2,1.5000,70.0000,50.0000,2.0000,300.0000,1.3500,51.7022,0.4027,0.4143,OK,12.0000,0.2667,6.0000,0.5000,0.7500,12.0000,8.0000,46.0287,19884.4026,30300.0421,50230.4734,40.3660,50.0000,4.1667,4.3085,,0.2875750242271646,OK,0.2792809759791891,OK,39.3186992735579,OK,36.82963995308572,OK,36.83538864660089,OK,,NOT_PERCOLATING,43.31439997936464,OK
lhs00_089,bimodal,5.0000,4.0000,0.6000,6:4,1.0000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,5.0000,0.2200,2.5000,2.0000,0.5000,1.2500,5.0000,477.2257,621.3876,79537.6104,80636.2236,12.5363,50.0000,10.0000,9.1753,,0.3395013407183865,OK,0.42475211721173617,OK,36.92958001514852,OK,37.514966051880386,OK,37.260589210464175,OK,,NOT_PERCOLATING,23.574654206987734,OK
lhs00_090,bimodal,12.0000,5.0000,0.8000,8:2,2.0000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,12.0000,0.1067,6.0000,2.5000,1.0000,2.4000,6.0000,46.0287,159.0752,9942.2013,10147.3052,40.3660,50.0000,4.1667,3.8231,,0.23228369886207645,OK,0.29043636427194675,OK,40.72700533232979,OK,42.354105998589105,OK,41.99077284010401,OK,,NOT_PERCOLATING,47.72799368659767,OK
lhs00_091,bimodal,13.0000,5.0000,0.2000,2:8,2.0000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,13.0000,0.1754,6.5000,2.5000,1.0000,2.6000,6.5000,9.0507,636.3009,3314.0671,3959.4187,91.0310,91.0310,3.8462,2.4834,thin+n_am_p_CRIT+se_BELOW_phic,0.09638961351987815,OK,0.3612720514573471,OK,11.52425264010926,OK,13.693460027428188,OK,13.663238871877304,OK,,NOT_PERCOLATING,54.23383350227746,OK
lhs00_092,bimodal,15.0000,2.0000,0.1000,1:9,2.0000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,15.0000,0.4567,7.5000,1.0000,1.0000,7.5000,7.5000,2.9458,11184.9765,5263.5183,16451.4406,159.5608,159.5608,3.3333,2.4188,thin+n_am_p_CRIT,0.12487708722661721,OK,0.29530822111128224,OK,17.062033625807086,OK,15.73106529534621,OK,15.731422187104467,OK,,NOT_PERCOLATING,57.981469166210054,OK
lhs00_093,bimodal,7.0000,1.0000,0.4000,4:6,2.0000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,7.0000,0.6571,3.5000,0.5000,1.0000,7.0000,3.5000,115.9440,59653.2078,1569.8213,61338.9731,25.4335,50.0000,7.1429,4.1009,se_BELOW_phic,0.05349646446610212,OK,0.4236187390819733,OK,2.7896605521810276,OK,3.021732557181614,OK,3.0212822786451663,OK,,NOT_PERCOLATING,52.28847964519247,OK
lhs00_094,bimodal,5.0000,2.0000,0.3000,3:7,1.0000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,5.0000,0.4100,2.5000,1.0000,0.5000,2.5000,5.0000,238.6128,8699.4261,42108.1467,51046.1857,17.7290,50.0000,10.0000,7.2563,,0.15310517809432184,OK,0.3616368438243373,OK,21.12070800382438,OK,21.407217710012524,OK,21.399560791777148,OK,,NOT_PERCOLATING,48.52579780813409,OK
lhs00_095,bimodal,9.0000,1.0000,0.6000,6:4,2.0000,80.0000,50.0000,2.0000,300.0000,1.3500,40.7792,0.5106,0.3064,OK,9.0000,0.4667,4.5000,0.5000,1.0000,9.0000,4.5000,81.8288,39768.8052,7456.6510,47307.2850,30.2745,50.0000,5.5556,4.5310,,0.19673203186095495,OK,0.3279966013767596,OK,18.960970945028635,OK,18.763356916056107,OK,18.76376401962298,OK,1.68842762705746,OK,47.52713667622853,OK
lhs00_096,bimodal,10.0000,1.0000,0.5000,5:5,2.0000,80.0000,50.0000,2.0000,300.0000,1.3500,40.7792,0.5106,0.3064,OK,10.0000,0.5500,5.0000,0.5000,1.0000,10.0000,5.0000,49.7110,49711.0065,7456.6510,57217.3685,38.8422,50.0000,5.0000,4.0779,,0.1987437149371236,OK,0.33195661850473107,OK,16.405246398573933,OK,16.6843159136446,OK,16.68403534025617,OK,1.7756131258657488,OK,46.92996665581452,OK
lhs00_097,bimodal,8.0000,4.0000,0.7000,7:3,1.5000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,8.0000,0.1625,4.0000,2.0000,0.7500,2.0000,5.3333,135.9285,466.0407,12476.4879,13078.4571,23.4896,50.0000,6.2500,4.5352,,0.15597498688230998,OK,0.36989620821663916,OK,22.724804130867813,OK,24.632312432962053,OK,24.198211706405722,OK,,NOT_PERCOLATING,47.41288049010508,OK
lhs00_098,bimodal,11.0000,1.0000,0.9000,9:1,1.0000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,11.0000,0.1818,5.5000,0.5000,0.5000,11.0000,11.0000,67.2275,9942.2013,79537.6104,89547.0392,33.4008,50.0000,4.5455,4.1706,,0.33932910571706915,OK,0.42829025938932136,OK,37.40917802337384,OK,35.460090458151086,OK,35.47334823092643,OK,,NOT_PERCOLATING,23.23806348936095,OK
lhs00_099,bimodal,13.0000,4.0000,0.9000,9:1,2.0000,80.0000,50.0000,2.0000,300.0000,1.3500,40.7792,0.5106,0.3064,OK,13.0000,0.0942,6.5000,2.0000,1.0000,3.2500,6.5000,40.7282,155.3469,7456.6510,7652.7261,42.9124,50.0000,3.8462,3.1369,,0.19717209629784957,OK,0.3306280521460504,OK,32.246829955078276,OK,36.416315469716686,OK,35.54855452504575,OK,,NOT_PERCOLATING,47.21998515560999,OK
lhs00_100,mono_AM_S,,5.0000,0.0000,0:10,1.5000,70.0000,50.0000,2.0000,300.0000,1.3500,51.7022,0.4027,0.4143,OK,5.0000,0.2000,,2.5000,0.7500,,3.3333,,795.3761,30300.0421,31095.4182,,50.0000,10.0000,10.3404,,0.4138628413425036,OK,0.4024835788524603,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,46.7947278921815,OK,,NOT_PERCOLATING,18.365357980503603,OK
lhs00_101,mono_AM_S,,2.0000,0.0000,0:10,1.5000,80.0000,50.0000,2.0000,300.0000,1.3500,40.7792,0.5106,0.3064,OK,2.0000,0.5000,,1.0000,0.7500,,1.3333,,12427.7516,17675.0245,30102.7762,,50.0000,25.0000,20.3896,,0.2641947294424773,OK,0.44032233577290375,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,23.940652684758117,OK,1.7868646743647623,OK,29.548293478461908,OK
lhs00_102,mono_AM_S,,3.0000,0.0000,0:10,1.0000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,3.0000,0.3333,,1.5000,0.5000,,3.0000,,3682.2968,42108.1467,45790.4435,,50.0000,16.6667,12.0938,,0.20109160025598974,OK,0.4747840987030971,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,19.803263230523065,OK,,NOT_PERCOLATING,32.412430104091314,OK
lhs00_103,mono_AM_S,,4.0000,0.0000,0:10,1.0000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,4.0000,0.2500,,2.0000,0.5000,,4.0000,,1553.4690,79537.6104,81091.0794,,50.0000,12.5000,11.4692,,0.33916763602849254,OK,0.42417265428716666,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,36.81333674263714,OK,,NOT_PERCOLATING,23.66597096843407,OK
lhs00_104,mono_AM_S,,2.0000,0.0000,0:10,1.0000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,2.0000,0.5000,,1.0000,0.5000,,2.0000,,12427.7516,42108.1467,54535.8983,,50.0000,25.0000,18.1408,,0.19776264670855612,OK,0.46694310316868404,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,19.093819321616564,OK,2.015571568078716,OK,33.52942501227597,OK
lhs00_105,mono_AM_S,,4.0000,0.0000,0:10,2.0000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,4.0000,0.2500,,2.0000,1.0000,,2.0000,,1553.4690,3314.0671,4867.5361,,50.0000,12.5000,8.0709,se_BELOW_phic,0.1304916001180968,OK,0.4896879352848036,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,12.149800902575738,OK,,NOT_PERCOLATING,37.98204645970996,OK
lhs00_106,mono_AM_S,,3.0000,0.0000,0:10,1.5000,70.0000,50.0000,2.0000,300.0000,1.3500,51.7022,0.4027,0.4143,OK,3.0000,0.3333,,1.5000,0.7500,,2.0000,,3682.2968,30300.0421,33982.3388,,50.0000,16.6667,17.2341,,0.41032358781258654,OK,0.39891330298573485,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,42.383539778042895,OK,1.3573920670430761,OK,19.07631092016786,OK
