# S3 코호트 봉인 — raw 가용성 전수 목록 (계약 §5-v3 ③ · 쌍 step 규칙 §5-v4 D-2: 0 ≤ step_atom − step_contact ≤ 0).  생성 2026-09-19 · 도구 커밋 da54ee3a0
# root = /home/yonghoon71/lhs_local
# ⛔ 솔버를 부르지 않았다 — 포함/제외는 파일 실재로만.  이 목록 전부를 S3 가 돌리고 실패는 REFUSED 로 보존한다.
# 설계족 분포: UNKNOWN 1 · bimodal 100 · mono_AM_P 15 · mono_AM_S 15
# ⚠ 설계족이 mono 뿐이면 AREA-11(AM_P–AM_S · AM_P 반경 이종쌍) 효과는 이 코호트로 검증할 수 없다.
#
# ══ 경위 (자동 생성분이 아니라 손으로 남기는 기록) ══════════════════════════════
# ★ 2026-09-19 **재봉인** — `atom_file`·`atom_sha256` **63 행** 변경.  `status` ·
#   `deck_sha256` · `design_family` · `contact_*` 는 **0 행** (판정은 한 글자도 안 바뀌었다).
#     62 = 짝이 어긋나 있던 쌍.  옛 봉인은 `plastic_coverage._find_case_files` 가
#          atom·contact 를 **각각 독립으로** 최신 선택해(=`DESC-06`) 서로 다른 프레임을
#          가리켰고, 수확기(`lhs_descriptor_harvest.py:404`)가 `ts_a != ts_c` 로 **전부
#          거부**했다 ⇒ `RAW_OK` 129 중 **62 (48 %) 가 원리적으로 수확 불가**였다 (원장 `LHS-07`).
#      1 = `lhs00_098` — 계약 D-8(*"contact 결손이어도 있는 atom 은 적는다"*)의 첫 적용.
#          상태는 `RAW_MISSING_CONTACT` 그대로이고 **기록만** 늘었다.
#   ⚠ 옛 봉인기(`7b5560eb5`)는 12 열이라 `step_atom`/`step_contact`/`step_gap` 이 **없었다** —
#     어긋남을 드러낼 유일한 열이 산출물에 없어서 파일명에서 역산해야 보였다.
#   ⚠ `PAIR_MAX_GAP` 을 5000 → **0** 으로 내렸다 (소비자와 일치).  다시 올리려면 **수확기부터**
#     고칠 것 — 여기만 올리면 옛 상태로 돌아간다.
#
# ★ 실측 규약 (ibb `lhs00_089`, 2026-09-19): contact 덤프는 **1만 단위**, atom 은 **5천 단위**.
#     atom    … 2835000 2840000 2845000 2850000 2855000
#     contact … 2810000 2820000 2830000 2840000 2850000
#   ⇒ atom step 집합이 contact 를 **포함**하므로 *"공통 최신"* = *"contact 최신"* 이다.
#
# ★ 증보 2026-09-18 → **봉인 완성 2026-09-19** — `lhs00_034` · `lhs00_089`.
#   봉인(09-14) 당시 contact 덤프가 없어 `RAW_MISSING_CONTACT` 였고 그 뒤 ibb 에서 완주했다.
#   ibb(`/home/yonghoon/dem_test/lhs`, `ssh -p 43612 yonghoon@166.104.39.171`) → WSL 전송 후
#   **양쪽 sha256 6/6 OK**.  그중 **덱 2 줄은 TSV 에 이미 등록돼 있던 지문**이고 그것까지
#   일치했다 ⇒ *"같은 설계의 같은 런"* 이 전송과 무관하게 독립 확인됐다.
#   ⚠ `pick_mesh` 는 **atom 과 같은 디렉터리**에서 `mesh_*.stl` 을 찾는다 — atom·contact 만
#     옮기면 수확이 `NO_MESH` 로 떨어진다.  mesh 도 같이 옮길 것 (TSV 에 mesh 열은 없다).
#   ⚠ `lhs00_098` 은 아직 도는 중이라 제외한다 (완주하면 RAW_OK 129 → 130).
#
# ⛔ 짝 스텝을 `ls | tail` 로 고르지 말 것 — **사전순**이라 `995000` 이 `3560000` 보다 크게
#   나온다.  실제로 그 때문에 거짓 경보가 두 번 났다 (09-18 · 09-19).
#   `ls … | sed 's/.*_//;s/\..*//' | sort -n | tail -1` 로 볼 것.
# ⚠ 리허설의 *"127/127 rc=0"* 는 **dry-run** 이었다 — `lhs_harvest_batch.py:65` 가 그
#   false-green 을 이미 이름으로 적어 두고 있었다.  **본번과 리허설을 같은 말로 쓰지 말 것.**
case	status	design_family	family_source	n_types	deck	deck_sha256	atom_file	atom_sha256	contact_file	contact_sha256	step_atom	step_contact	step_gap	reason
lhs00_031	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_031/input_lhs00_031.liggghts	ef5f0a61be552aacc1d3e417ae0e73b2de3da1cd5b10a8c2f1b481b798c8dca5	/home/yonghoon71/lhs_local/lhs00_031/post_lhs00_031/atom_3770000.liggghts	ba477953bad95283997f7ff8fb21d91d4f678121ca6e0f557a9743249548249c	/home/yonghoon71/lhs_local/lhs00_031/post_lhs00_031/contact_3770000.liggghts	da041e3ac57a4e227bff746327f1b8b331b79cc5b2fc4917bf21e4330f97f11c	3770000	3770000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_032	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_032/input_lhs00_032.liggghts	4347f21f83024887b77464614d4e2e65a8404a9c32b07f8dbf4e712a54e02dcf	/home/yonghoon71/lhs_local/lhs00_032/post_lhs00_032/atom_2790000.liggghts	71f774a5ba39470eacc669f2d118f02eb782ac820e95426a46cfae924a66abfb	/home/yonghoon71/lhs_local/lhs00_032/post_lhs00_032/contact_2790000.liggghts	f6f4e00509ab68161ff84083296f6b235c9940c4b3b88083b0d5742cb2780ede	2790000	2790000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_033	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_033/input_lhs00_033.liggghts	1fa86cf264dcf655bf50a0b581ce228a5035af6ddd94f3bba12a5a3d992647a6	/home/yonghoon71/lhs_local/lhs00_033/post_lhs00_033/atom_3400000.liggghts	2a5ea1a8436af41af9dcb4dbd44335ce3ff51582b71256813fa170c81df517c7	/home/yonghoon71/lhs_local/lhs00_033/post_lhs00_033/contact_3400000.liggghts	8a8c8ccc6996d9f2385ce2544fdfe3b4600907da9a1400e232219330972bc9d2	3400000	3400000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_034	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_034/input_lhs00_034.liggghts	93dcfca7f70c43b005afa24ae585c718a11b7ee3cfe201e6f9fc508b0514fd16	/home/yonghoon71/lhs_local/lhs00_034/post_lhs00_034/atom_3560000.liggghts	ad8041675ad79ddfa4d2776a88f64802affea017ad7f38062f227484e4ad96a3	/home/yonghoon71/lhs_local/lhs00_034/post_lhs00_034/contact_3560000.liggghts	08818556c0711ee941ba0466a63d8b64ab668bbbd3b2485c8b77762c83544d93	3560000	3560000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_035	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_035/input_lhs00_035.liggghts	346c7684a2344d186c5a587ab85410d119158bdef8aaf7571b10078e82d7803f	/home/yonghoon71/lhs_local/lhs00_035/post_lhs00_035/atom_3310000.liggghts	cdf6020a21cbc0535383eca68e4f529fb911d3ec2c685b7a4914ce4a4b3c6dbd	/home/yonghoon71/lhs_local/lhs00_035/post_lhs00_035/contact_3310000.liggghts	18fbb45680f47273f3865127d2d9db31d4a386a13b5ccc9b9ec2781e27b7ea7c	3310000	3310000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_036	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_036/input_lhs00_036.liggghts	836190dc92acae62dde0cf1b24e31baab0f59c6b83539a198cff55b4f68138dc	/home/yonghoon71/lhs_local/lhs00_036/post_lhs00_036/atom_2870000.liggghts	d4f99d8b0fc89a843b661d07d6034b05165fe657eb488132d28259325b0b8b33	/home/yonghoon71/lhs_local/lhs00_036/post_lhs00_036/contact_2870000.liggghts	c74315fe4efc66b95c3d65ef782323f5d587d477614bc225031e9dd2e4c36332	2870000	2870000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_037	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_037/input_lhs00_037.liggghts	1249321517ea14985c53c67bcfc9effb5c0898eb21335f6d1360d8654169d6e2	/home/yonghoon71/lhs_local/lhs00_037/post_lhs00_037/atom_2360000.liggghts	84de54a60f89ace338835b22fc43fb8965ebd144aef7f8881a71e2547e614cda	/home/yonghoon71/lhs_local/lhs00_037/post_lhs00_037/contact_2360000.liggghts	c53dd66001c898a51a70dc73db2c1f79f1f49749bee56cf2bf8dc0b8d12d3e1f	2360000	2360000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_038	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_038/input_lhs00_038.liggghts	57a54719a7033539f08e2fe54c40b4e51078f3552033908d18d7bcf14193142d	/home/yonghoon71/lhs_local/lhs00_038/post_lhs00_038/atom_3080000.liggghts	14da98c9d382609329fc118ba25bbfccb99c793b9c39f1f598a4f43832fa50b8	/home/yonghoon71/lhs_local/lhs00_038/post_lhs00_038/contact_3080000.liggghts	a4ca5cea79475ae9e0f880b0dec2cdafc6bc6cee71ea3e31d2c6bab1649c0fb3	3080000	3080000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_039	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_039/input_lhs00_039.liggghts	cc01743402c7068b47f86b6c95edb280b9a825cc6d60613b74c2cc73ae15d7a4	/home/yonghoon71/lhs_local/lhs00_039/post_lhs00_039/atom_2700000.liggghts	d16fd7bc442d89cdb48827ccdb838c46f2748357da9281f94592d4c4880ffd6a	/home/yonghoon71/lhs_local/lhs00_039/post_lhs00_039/contact_2700000.liggghts	9e7f65a7056f87655f11f8a2b5a88d188513806d4c3f805e0b369ccfe7316c30	2700000	2700000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_040	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_040/input_lhs00_040.liggghts	cde3496994191555b4be5e754748ab723209f3dd508d2cda5796f672ed023754	/home/yonghoon71/lhs_local/lhs00_040/post_lhs00_040/atom_2210000.liggghts	d70a65e08b70b3a7256c522d3d14328a8b417edcb4726766f4ebf07d5068d8b2	/home/yonghoon71/lhs_local/lhs00_040/post_lhs00_040/contact_2210000.liggghts	ff9d8e418750aadce35a5642b2cf4956b6d49e88816b46709886557e351ed9e7	2210000	2210000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_041	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_041/input_lhs00_041.liggghts	47cdd07bdb7828e2c3b254e2d7845fa9af958618b1b57cd2dd67c7139a151d38	/home/yonghoon71/lhs_local/lhs00_041/post_lhs00_041/atom_2400000.liggghts	41c43a90529462dea56f625276addb80d1ced13576116556b449b4afcdf54b21	/home/yonghoon71/lhs_local/lhs00_041/post_lhs00_041/contact_2400000.liggghts	4e384f2995d46acf7ff65ac2069c8aecc164e81544694a619f6a6b64f19313e5	2400000	2400000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_042	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_042/input_lhs00_042.liggghts	41220b04678d98606f254eedf8dd065d330f2e4dc3a9c580e968974bbdeeb566	/home/yonghoon71/lhs_local/lhs00_042/post_lhs00_042/atom_2770000.liggghts	d988d7bea878aa5541a73f9609b3e5839d35d2906d6f127ad4a2bc3576fb5bff	/home/yonghoon71/lhs_local/lhs00_042/post_lhs00_042/contact_2770000.liggghts	0a7a63be34ad000e40fc8aad9213dcd9b702a4f35c7ccccd7d2916253433c43a	2770000	2770000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_043	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_043/input_lhs00_043.liggghts	861a408db149f270117bcbdf9c9d033ef55781ecad9c2a747f35db33ff54fcdc	/home/yonghoon71/lhs_local/lhs00_043/post_lhs00_043/atom_3610000.liggghts	8686b2402e98ef370fb07dcf685fa1d0a7bba153d23772f11ec51c9433b447af	/home/yonghoon71/lhs_local/lhs00_043/post_lhs00_043/contact_3610000.liggghts	00fa73fc650c7d41f085bb8800a288cf4ae60719aea148891a531efdd334f649	3610000	3610000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_044	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_044/input_lhs00_044.liggghts	24909efc3fff08bb76f28cfd142970424cc7c1f2e9ec1637f70fdb7e088e9e5f	/home/yonghoon71/lhs_local/lhs00_044/post_lhs00_044/atom_2240000.liggghts	9f6384a143e8ab0a7c2f5b1156b4ff433e25aa7ac7731af4a541a2f902c7373a	/home/yonghoon71/lhs_local/lhs00_044/post_lhs00_044/contact_2240000.liggghts	1ae57397323fbaa4ef917e5874c020edc184751fa261530a5cec12d337ee5902	2240000	2240000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_045	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_045/input_lhs00_045.liggghts	81cadd6dc209d6b47db765f1de5b4faaa4a5144bd1915574bf1257193e4b0857	/home/yonghoon71/lhs_local/lhs00_045/post_lhs00_045/atom_2840000.liggghts	a94e61fcf7f3e5e995415624d8e97340efc019d3f1ea0c313ec5bf14d2c13b02	/home/yonghoon71/lhs_local/lhs00_045/post_lhs00_045/contact_2840000.liggghts	66a425a1ca625ea1d1972eb33737bcde81005aff025b8b94877189d2bf553c96	2840000	2840000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_046	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_046/input_lhs00_046.liggghts	68e91dec4b828f18e7a042c0209141d7c4bb20111245e244134fcb3bd6a20ebf	/home/yonghoon71/lhs_local/lhs00_046/post_lhs00_046/atom_2580000.liggghts	9e793a4d8c67e07049a6758f88130523e5192ada736b46cacccb53a9d26e7c7e	/home/yonghoon71/lhs_local/lhs00_046/post_lhs00_046/contact_2580000.liggghts	7054303c0df47cda7dcbc65cd6df0f142fb1e0c6ff9a308e8ac3552d69f35565	2580000	2580000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_047	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_047/input_lhs00_047.liggghts	2e1ea64ce5e729fb1fde3bcecfff4f9100d9fb5321db5b65c7daf75a9a82b3c2	/home/yonghoon71/lhs_local/lhs00_047/post_lhs00_047/atom_2450000.liggghts	1bf41854ab70392fd1dd3e08bd112896f9f3098f621a14665b844b88a23a2648	/home/yonghoon71/lhs_local/lhs00_047/post_lhs00_047/contact_2450000.liggghts	4643d730ac067920814699f8561e154d7600fbde3e6e09cc2672ba180a6978f9	2450000	2450000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_048	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_048/input_lhs00_048.liggghts	8fe05dbacfdaaac089909a28fd8334a3645918d31771b4c6ce36befd7e48c96e	/home/yonghoon71/lhs_local/lhs00_048/post_lhs00_048/atom_3020000.liggghts	36a46701491d7ed85bd618420111c9c7095af72365515187b6e69eaa62e3b9c8	/home/yonghoon71/lhs_local/lhs00_048/post_lhs00_048/contact_3020000.liggghts	6da4931165cac2b1d5b68ab5afc04c09dac0edd311899762582c65f1cc3eaf0b	3020000	3020000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_049	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_049/input_lhs00_049.liggghts	064f5c9cefe4b3c0097a92576968620c98db74b05c97a4e956da5265224f8189	/home/yonghoon71/lhs_local/lhs00_049/post_lhs00_049/atom_2500000.liggghts	58ac292549e411494bafb8cf7c753d5be2877fc78f4b8bedb3975d560bb4159a	/home/yonghoon71/lhs_local/lhs00_049/post_lhs00_049/contact_2500000.liggghts	1ce42fa84d319a0795a06953aa1fb367de92c486af9d8f71ac0afbc6c8fdf12a	2500000	2500000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_050	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_050/input_lhs00_050.liggghts	5d2e919eb6959ce04b629fa1c6bfe7ef9e1e6a5583e08a90619819b1450b91f3	/home/yonghoon71/lhs_local/lhs00_050/post_lhs00_050/atom_2620000.liggghts	4ccb9c40c24c8fb145f07563b28b8c41006475335e9828e3a9a24663a3f8fdfe	/home/yonghoon71/lhs_local/lhs00_050/post_lhs00_050/contact_2620000.liggghts	3ac9f9a09f54a74a2ba49dc7708c8d47d84b5657de50b7c9517363d05f9c11ca	2620000	2620000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_051	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_051/input_lhs00_051.liggghts	9dd3f9cd3f3952cfc66c8ae8c7b2162339c1af1130b09ff9d588d9a8158839b8	/home/yonghoon71/lhs_local/lhs00_051/post_lhs00_051/atom_3170000.liggghts	35ec41bfdd797386fe7c6b6a14d9fbe0013c80ac376d6d1c4d45a74710d12a6f	/home/yonghoon71/lhs_local/lhs00_051/post_lhs00_051/contact_3170000.liggghts	41f15dc83da642efb5d2749e29d82b76fd9b158bdf335556a8399b8bd5209b92	3170000	3170000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_052	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_052/input_lhs00_052.liggghts	ff45ce912dfc321ffbe8ad35aa6238967ab5171d82de70ffc2aa46d058d3b229	/home/yonghoon71/lhs_local/lhs00_052/post_lhs00_052/atom_2320000.liggghts	d2a722b878b73e8eb8a982a521714fc18db342fabe9bb7a99836bb5b6258f9b6	/home/yonghoon71/lhs_local/lhs00_052/post_lhs00_052/contact_2320000.liggghts	c8e87cd67db4d73e78abcbcc9eba46df4d617e41ce38e3e4f80f06c2066713f4	2320000	2320000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_053	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_053/input_lhs00_053.liggghts	0dcf82a084f1992b871e954a45ee916f90401a1fd422c762cf1bfd21338f1796	/home/yonghoon71/lhs_local/lhs00_053/post_lhs00_053/atom_2260000.liggghts	b4c271b7744e795fdd05600d6f1b282543a4e79ab4fb9e689fd643c43d42d8bd	/home/yonghoon71/lhs_local/lhs00_053/post_lhs00_053/contact_2260000.liggghts	7d427da9daf410e43ea94b991f534e08d4beaec5527258de0cb8608db2994006	2260000	2260000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_054	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_054/input_lhs00_054.liggghts	8be38706c5b0b7e3747a78c461b50e59798ac78d99f2ce9060c0220f4835081f	/home/yonghoon71/lhs_local/lhs00_054/post_lhs00_054/atom_3710000.liggghts	7378fe0e01a3d4f22da4903d64f5a853aa12343c10447cc581d394053247f487	/home/yonghoon71/lhs_local/lhs00_054/post_lhs00_054/contact_3710000.liggghts	f619a22cfe93b69530b1984bbf9d81ae6edefa42b0b0412b3e4a707d4803f269	3710000	3710000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_055	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_055/input_lhs00_055.liggghts	29c515402359df42d599bc1df2919026641c9cae3a6a50628baa02c260cb5d05	/home/yonghoon71/lhs_local/lhs00_055/post_lhs00_055/atom_2470000.liggghts	8474787170fe74319afb52c7def7a5c732913bbe19ec50478a85cfd4b0d0ad4c	/home/yonghoon71/lhs_local/lhs00_055/post_lhs00_055/contact_2470000.liggghts	30cd7bbd8cea03be88ec978f6755018a93ff22ef40dfb95d8298606e80fc8460	2470000	2470000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_056	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_056/input_lhs00_056.liggghts	ccb169e6833fa9ce5386c5a427e84238c0e64e71dc2578c5ad5baf16971514ec	/home/yonghoon71/lhs_local/lhs00_056/post_lhs00_056/atom_3290000.liggghts	a3f55d0c244c81c4a4a6c6368cefe2f30c4e63a9f9afbb4d46b5cfe239d2b424	/home/yonghoon71/lhs_local/lhs00_056/post_lhs00_056/contact_3290000.liggghts	403f57bc6843abb9e9b926115d161f7cd43b79b095d76b2b1daa0aba53241bb2	3290000	3290000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_057	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_057/input_lhs00_057.liggghts	60d191e1be6aec9103e959f576920a791b7c143a1cf49bdb79e21657023bc8d3	/home/yonghoon71/lhs_local/lhs00_057/post_lhs00_057/atom_3810000.liggghts	4d71a6bca9ded139b585093317ee1a24b72886bb167e968e509272286680aa25	/home/yonghoon71/lhs_local/lhs00_057/post_lhs00_057/contact_3810000.liggghts	bcea14565429d30ae28e20c323e797f9850c07b6b413772f7657b555d590e18b	3810000	3810000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_058	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_058/input_lhs00_058.liggghts	134c8cdc7b2953486be17a4f7514b8ae3ce22879984e3f5dd03511f3606a127b	/home/yonghoon71/lhs_local/lhs00_058/post_lhs00_058/atom_3100000.liggghts	24fc69bc74534f6de701bb9a849693af0a92c030a8f9b26b0b09ae5d7cad0990	/home/yonghoon71/lhs_local/lhs00_058/post_lhs00_058/contact_3100000.liggghts	0019c2dbf434511796746d608d2b3e3434e7efa768e09c78066d780762bf32ee	3100000	3100000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_059	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_059/input_lhs00_059.liggghts	08c090f77c585c5a2a8296bf06948d98bd8ed6937f8f4c34f1512b068413f8f8	/home/yonghoon71/lhs_local/lhs00_059/post_lhs00_059/atom_2200000.liggghts	864041635b3834328d42c1bfef8e6600eaf2693403fdbc87780847bf9a6ed609	/home/yonghoon71/lhs_local/lhs00_059/post_lhs00_059/contact_2200000.liggghts	cb3ecef2c06526d3d7fe4f1b986368ef65c1436b66147768569d9876c7b5893f	2200000	2200000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_060	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_060/input_lhs00_060.liggghts	251ca1a97d300d0c7b4f9d2de8dcc904928168a778eea96d5c3adf6dbbd021ee	/home/yonghoon71/lhs_local/lhs00_060/post_lhs00_060/atom_2720000.liggghts	6756fe057fe60c9b7c2c73fc616bd6e67abeb6575d91c829cf3e8cfd8ad2aa1e	/home/yonghoon71/lhs_local/lhs00_060/post_lhs00_060/contact_2720000.liggghts	68f223d3abf1db6a400a7dd045a5ccadeb5aaba563c135244e768bbb629da963	2720000	2720000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_061	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_061/input_lhs00_061.liggghts	70fea7530993ad1a4d613abaf516277b0caffa336ebb432f7e54f23ba2885634	/home/yonghoon71/lhs_local/lhs00_061/post_lhs00_061/atom_2870000.liggghts	ac9bf0de77a705fc8222c5224616d2f7b517e5b35de51746b289d9804e115962	/home/yonghoon71/lhs_local/lhs00_061/post_lhs00_061/contact_2870000.liggghts	bd2d9eef530cdbf433ee3fd4cf76a9fb268382ea55972536e1c1aa8c1d1671b0	2870000	2870000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_062	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_062/input_lhs00_062.liggghts	69d39ce46931081881722137e244b44d26e2d93ecd636b076d7634635532248b	/home/yonghoon71/lhs_local/lhs00_062/post_lhs00_062/atom_1960000.liggghts	241553b70b0214502df9cdd6a9943f688d34dd67c87408af9fdee3973e93a6cc	/home/yonghoon71/lhs_local/lhs00_062/post_lhs00_062/contact_1960000.liggghts	6f79ced6125ab70f5b734cdb8bb240980498fd942cbc3df7de1ed7e61b37804f	1960000	1960000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_063	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_063/input_lhs00_063.liggghts	c2cbdf3600bedaa48543888abe1d0560b16f0cdd755ab4d7bebb7b3975037417	/home/yonghoon71/lhs_local/lhs00_063/post_lhs00_063/atom_2080000.liggghts	282e53a24ae762a6cb2ae857ac5a5309fc2193a93eaef6575bf8021be8a8b587	/home/yonghoon71/lhs_local/lhs00_063/post_lhs00_063/contact_2080000.liggghts	d9a9eeb76208cd38b0b853e33a255b303d9e9d82296e92ebff7dd12c260c3b35	2080000	2080000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_064	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_064/input_lhs00_064.liggghts	e75ea0076246c55abb173a0943d3d53f3d1af58b3bb63f905a6287f7b974b9b9	/home/yonghoon71/lhs_local/lhs00_064/post_lhs00_064/atom_3490000.liggghts	461cdc15a1c34047c14b4133077fdbe8da630d30db7acd60f8b9d6418613190c	/home/yonghoon71/lhs_local/lhs00_064/post_lhs00_064/contact_3490000.liggghts	15ced31576548ce3e22a894bf55730ceb8fc4084b7b85481d595feab91135dac	3490000	3490000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_065	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_065/input_lhs00_065.liggghts	b14afa0139d5802272cecfb7d5d0b3078b5188a7004fe96e22ed05b4ee313ef2	/home/yonghoon71/lhs_local/lhs00_065/post_lhs00_065/atom_2150000.liggghts	32c800a46bdd05183d686a17f5a7ffb9e928ce2ac60735b138e1a36e71f9d204	/home/yonghoon71/lhs_local/lhs00_065/post_lhs00_065/contact_2150000.liggghts	c7f4952c445feb6f7483f4298544d7ecbb4bc0bb369de64012440fdf34f5c568	2150000	2150000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_066	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_066/input_lhs00_066.liggghts	d73e56b556a90cf89a8c854d2efc18d0595670b239ee5a2929e2039acf995b2c	/home/yonghoon71/lhs_local/lhs00_066/post_lhs00_066/atom_2770000.liggghts	f21f58fa0994dc84dddc97e29e57460a602c5120cfa18754fa908a2d4c0391bf	/home/yonghoon71/lhs_local/lhs00_066/post_lhs00_066/contact_2770000.liggghts	386a563aebdca47e1a00af2806a8412352db99d378d73b660aaa69da389ba40f	2770000	2770000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_067	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_067/input_lhs00_067.liggghts	ec2bc641d22645087c369a466a220b678458a02f72b6a36c8c791ef052de9c45	/home/yonghoon71/lhs_local/lhs00_067/post_lhs00_067/atom_3230000.liggghts	2c1ca88c4596bafd4a222e44faa70d9507eba5ec521d4291a1a5faf1fde8320a	/home/yonghoon71/lhs_local/lhs00_067/post_lhs00_067/contact_3230000.liggghts	2e1ef73d811c13acd7f388bc84374250b43a3780c054203d23e1cae769171c02	3230000	3230000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
