case_id,block,am_pct,ps_frac,d_am_p_um,d_am_s_um,d_se_um,loading_mAh_cm2,rve_area_cm2,am_loading_mg_cm2,w_am,w_se,m_am_g,m_se_g,m_total_g,v_needed_cm3,h_am_um,h_se_um,h_solid_um,thickness_target_um,sim_rve_m,sim_v_needed_m3,sim_h_set_m,insert_volfrac,sim_E_am_Pa,sim_E_se_Pa,sim_press_MPa,sim_radius_p_m,sim_radius_s_m,sim_radius_se_m,h_set_recommended_m,sim_thickness_target_m,sim_plate_z_m,n_am_p,n_am_s,n_se,n_total
lhs00_070,bimodal,80,0.4,11.0000,2.0000,2.0000,2,2.5e-05,10,0.8,0.2,2.5e-07,6.25e-08,3.125e-07,8.33333e-08,20.8333,12.5,33.3333,40.7997,0.05,8.33333e-05,0.133,0.250627,1.4e+08,2.4e+07,0.3,0.0055,0.001,0.001,0.133333,0.0407997,0.0407997,29.8939,7460.39,7460.39,14950.7
lhs00_071,bimodal,95,0.9,13.0000,2.0000,0.5000,2,2.5e-05,10,0.95,0.05,2.5e-07,1.31579e-08,2.63158e-07,5.86623e-08,20.8333,2.63158,23.4649,28.7208,0.05,5.86623e-05,0.133,0.176428,1.4e+08,2.4e+07,0.3,0.0065,0.001,0.00025,0.0938596,0.0287208,0.0287208,40.7486,1243.4,100519,101803
lhs00_072,bimodal,95,0.4,13.0000,3.0000,1.5000,2,2.5e-05,10,0.95,0.05,2.5e-07,1.31579e-08,2.63158e-07,5.86623e-08,20.8333,2.63158,23.4649,28.7208,0.05,5.86623e-05,0.133,0.176428,1.4e+08,2.4e+07,0.3,0.0065,0.0015,0.00075,0.0938596,0.0287208,0.0287208,18.1105,2210.49,3722.92,5951.52
lhs00_073,bimodal,75,0.7,11.0000,5.0000,1.5000,2,2.5e-05,10,0.75,0.25,2.5e-07,8.33333e-08,3.33333e-07,9.375e-08,20.8333,16.6667,37.5,45.8996,0.05,9.375e-05,0.133,0.281955,1.4e+08,2.4e+07,0.3,0.0055,0.0025,0.00075,0.15,0.0458996,0.0458996,52.3143,238.732,23578.5,23869.6
lhs00_074,bimodal,80,0.4,11.0000,2.0000,1.0000,2,2.5e-05,10,0.8,0.2,2.5e-07,6.25e-08,3.125e-07,8.33333e-08,20.8333,12.5,33.3333,40.7997,0.05,8.33333e-05,0.133,0.250627,1.4e+08,2.4e+07,0.3,0.0055,0.001,0.0005,0.133333,0.0407997,0.0407997,29.8939,7460.39,59683.1,67173.4
lhs00_075,bimodal,70,0.7,11.0000,4.0000,0.5000,2,2.5e-05,10,0.7,0.3,2.5e-07,1.07143e-07,3.57143e-07,1.05655e-07,20.8333,21.4286,42.2619,51.7282,0.05,0.000105655,0.133,0.317759,1.4e+08,2.4e+07,0.3,0.0055,0.002,0.00025,0.169048,0.0517282,0.0517282,52.3143,466.274,818511,819030
lhs00_076,bimodal,80,0.7,8.0000,1.0000,1.5000,2,2.5e-05,10,0.8,0.2,2.5e-07,6.25e-08,3.125e-07,8.33333e-08,20.8333,12.5,33.3333,40.7997,0.05,8.33333e-05,0.133,0.250627,1.4e+08,2.4e+07,0.3,0.004,0.0005,0.00075,0.133333,0.0407997,0.0407997,135.997,29841.6,17683.9,47661.4
lhs00_077,bimodal,90,0.7,8.0000,1.0000,0.5000,2,2.5e-05,10,0.9,0.1,2.5e-07,2.77778e-08,2.77778e-07,6.59722e-08,20.8333,5.55556,26.3889,32.2997,0.05,6.59722e-05,0.133,0.198413,1.4e+08,2.4e+07,0.3,0.004,0.0005,0.00025,0.105556,0.0322997,0.0322997,135.997,29841.6,212207,242184
lhs00_078,bimodal,90,0.9,7.0000,2.0000,0.5000,2,2.5e-05,10,0.9,0.1,2.5e-07,2.77778e-08,2.77778e-07,6.59722e-08,20.8333,5.55556,26.3889,32.2997,0.05,6.59722e-05,0.133,0.198413,1.4e+08,2.4e+07,0.3,0.0035,0.001,0.00025,0.105556,0.0322997,0.0322997,261.005,1243.4,212207,213711
lhs00_079,bimodal,90,0.8,7.0000,5.0000,1.5000,2,2.5e-05,10,0.9,0.1,2.5e-07,2.77778e-08,2.77778e-07,6.59722e-08,20.8333,5.55556,26.3889,32.2997,0.05,6.59722e-05,0.133,0.198413,1.4e+08,2.4e+07,0.3,0.0035,0.0025,0.00075,0.105556,0.0322997,0.0322997,232.004,159.155,7859.5,8250.66
lhs00_080,bimodal,70,0.5,7.0000,3.0000,0.5000,2,2.5e-05,10,0.7,0.3,2.5e-07,1.07143e-07,3.57143e-07,1.05655e-07,20.8333,21.4286,42.2619,51.7282,0.05,0.000105655,0.133,0.317759,1.4e+08,2.4e+07,0.3,0.0035,0.0015,0.00025,0.169048,0.0517282,0.0517282,145.003,1842.07,818511,820498
lhs00_081,bimodal,90,0.5,6.0000,2.0000,2.0000,2,2.5e-05,10,0.9,0.1,2.5e-07,2.77778e-08,2.77778e-07,6.59722e-08,20.8333,5.55556,26.3889,32.2997,0.05,6.59722e-05,0.133,0.198413,1.4e+08,2.4e+07,0.3,0.003,0.001,0.001,0.105556,0.0322997,0.0322997,230.259,6216.99,3315.73,9762.98
lhs00_082,bimodal,85,0.8,6.0000,3.0000,0.5000,2,2.5e-05,10,0.85,0.15,2.5e-07,4.41176e-08,2.94118e-07,7.41422e-08,20.8333,8.82353,29.6569,36.2997,0.05,7.41422e-05,0.133,0.222984,1.4e+08,2.4e+07,0.3,0.003,0.0015,0.00025,0.118627,0.0362997,0.0362997,368.414,736.828,337034,338139
lhs00_083,bimodal,85,0.6,15.0000,1.0000,0.5000,2,2.5e-05,10,0.85,0.15,2.5e-07,4.41176e-08,2.94118e-07,7.41422e-08,20.8333,8.82353,29.6569,36.2997,0.05,7.41422e-05,0.133,0.222984,1.4e+08,2.4e+07,0.3,0.0075,0.0005,0.00025,0.118627,0.0362997,0.0362997,17.6839,39788.7,337034,376840
lhs00_084,bimodal,80,0.6,12.0000,4.0000,1.5000,2,2.5e-05,10,0.8,0.2,2.5e-07,6.25e-08,3.125e-07,8.33333e-08,20.8333,12.5,33.3333,40.7997,0.05,8.33333e-05,0.133,0.250627,1.4e+08,2.4e+07,0.3,0.006,0.002,0.00075,0.133333,0.0407997,0.0407997,34.5388,621.699,17683.9,18340.1
lhs00_085,bimodal,80,0.5,5.0000,3.0000,1.0000,2,2.5e-05,10,0.8,0.2,2.5e-07,6.25e-08,3.125e-07,8.33333e-08,20.8333,12.5,33.3333,40.7997,0.05,8.33333e-05,0.133,0.250627,1.4e+08,2.4e+07,0.3,0.0025,0.0015,0.0005,0.133333,0.0407997,0.0407997,397.887,1842.07,59683.1,61923.1
lhs00_086,bimodal,75,0.5,8.0000,1.0000,1.5000,2,2.5e-05,10,0.75,0.25,2.5e-07,8.33333e-08,3.33333e-07,9.375e-08,20.8333,16.6667,37.5,45.8996,0.05,9.375e-05,0.133,0.281955,1.4e+08,2.4e+07,0.3,0.004,0.0005,0.00075,0.15,0.0458996,0.0458996,97.1405,49735.9,23578.5,73411.6
lhs00_087,bimodal,85,0.7,12.0000,1.0000,2.0000,2,2.5e-05,10,0.85,0.15,2.5e-07,4.41176e-08,2.94118e-07,7.41422e-08,20.8333,8.82353,29.6569,36.2997,0.05,7.41422e-05,0.133,0.222984,1.4e+08,2.4e+07,0.3,0.006,0.0005,0.001,0.118627,0.0362997,0.0362997,40.2953,29841.6,5266.16,35148
lhs00_088,bimodal,90,0.2,12.0000,4.0000,2.0000,2,2.5e-05,10,0.9,0.1,2.5e-07,2.77778e-08,2.77778e-07,6.59722e-08,20.8333,5.55556,26.3889,32.2997,0.05,6.59722e-05,0.133,0.198413,1.4e+08,2.4e+07,0.3,0.006,0.002,0.001,0.105556,0.0322997,0.0322997,11.5129,1243.4,3315.73,4570.64
lhs00_089,bimodal,70,0.1,7.0000,4.0000,1.5000,2,2.5e-05,10,0.7,0.3,2.5e-07,1.07143e-07,3.57143e-07,1.05655e-07,20.8333,21.4286,42.2619,51.7282,0.05,0.000105655,0.133,0.317759,1.4e+08,2.4e+07,0.3,0.0035,0.002,0.00075,0.169048,0.0517282,0.0517282,29.0005,1398.82,30315.2,31743.1
lhs00_090,bimodal,75,0.6,7.0000,4.0000,1.5000,2,2.5e-05,10,0.75,0.25,2.5e-07,8.33333e-08,3.33333e-07,9.375e-08,20.8333,16.6667,37.5,45.8996,0.05,9.375e-05,0.133,0.281955,1.4e+08,2.4e+07,0.3,0.0035,0.002,0.00075,0.15,0.0458996,0.0458996,174.003,621.699,23578.5,24374.2
lhs00_091,bimodal,95,0.2,8.0000,2.0000,1.5000,2,2.5e-05,10,0.95,0.05,2.5e-07,1.31579e-08,2.63158e-07,5.86623e-08,20.8333,2.63158,23.4649,28.7208,0.05,5.86623e-05,0.133,0.176428,1.4e+08,2.4e+07,0.3,0.004,0.001,0.00075,0.0938596,0.0287208,0.0287208,38.8562,9947.18,3722.92,13709
lhs00_092,bimodal,85,0.2,15.0000,4.0000,0.5000,2,2.5e-05,10,0.85,0.15,2.5e-07,4.41176e-08,2.94118e-07,7.41422e-08,20.8333,8.82353,29.6569,36.2997,0.05,7.41422e-05,0.133,0.222984,1.4e+08,2.4e+07,0.3,0.0075,0.002,0.00025,0.118627,0.0362997,0.0362997,5.89463,1243.4,337034,338283
lhs00_093,bimodal,80,0.4,6.0000,3.0000,1.5000,2,2.5e-05,10,0.8,0.2,2.5e-07,6.25e-08,3.125e-07,8.33333e-08,20.8333,12.5,33.3333,40.7997,0.05,8.33333e-05,0.133,0.250627,1.4e+08,2.4e+07,0.3,0.003,0.0015,0.00075,0.133333,0.0407997,0.0407997,184.207,2210.49,17683.9,20078.6
lhs00_094,bimodal,85,0.4,12.0000,1.0000,0.5000,2,2.5e-05,10,0.85,0.15,2.5e-07,4.41176e-08,2.94118e-07,7.41422e-08,20.8333,8.82353,29.6569,36.2997,0.05,7.41422e-05,0.133,0.222984,1.4e+08,2.4e+07,0.3,0.006,0.0005,0.00025,0.118627,0.0362997,0.0362997,23.0259,59683.1,337034,396740
lhs00_095,bimodal,70,0.2,9.0000,5.0000,0.5000,2,2.5e-05,10,0.7,0.3,2.5e-07,1.07143e-07,3.57143e-07,1.05655e-07,20.8333,21.4286,42.2619,51.7282,0.05,0.000105655,0.133,0.317759,1.4e+08,2.4e+07,0.3,0.0045,0.0025,0.00025,0.169048,0.0517282,0.0517282,27.2899,636.62,818511,819175
lhs00_096,bimodal,85,0.8,15.0000,1.0000,1.0000,2,2.5e-05,10,0.85,0.15,2.5e-07,4.41176e-08,2.94118e-07,7.41422e-08,20.8333,8.82353,29.6569,36.2997,0.05,7.41422e-05,0.133,0.222984,1.4e+08,2.4e+07,0.3,0.0075,0.0005,0.0005,0.118627,0.0362997,0.0362997,23.5785,19894.4,42129.2,62047.2
lhs00_097,bimodal,90,0.7,13.0000,2.0000,1.0000,2,2.5e-05,10,0.9,0.1,2.5e-07,2.77778e-08,2.77778e-07,6.59722e-08,20.8333,5.55556,26.3889,32.2997,0.05,6.59722e-05,0.133,0.198413,1.4e+08,2.4e+07,0.3,0.0065,0.001,0.0005,0.105556,0.0322997,0.0322997,31.6933,3730.19,26525.8,30287.7
lhs00_098,bimodal,95,0.3,15.0000,1.0000,2.0000,2,2.5e-05,10,0.95,0.05,2.5e-07,1.31579e-08,2.63158e-07,5.86623e-08,20.8333,2.63158,23.4649,28.7208,0.05,5.86623e-05,0.133,0.176428,1.4e+08,2.4e+07,0.3,0.0075,0.0005,0.001,0.0938596,0.0287208,0.0287208,8.84194,69630.3,1570.61,71209.7
lhs00_099,bimodal,80,0.7,8.0000,4.0000,1.0000,2,2.5e-05,10,0.8,0.2,2.5e-07,6.25e-08,3.125e-07,8.33333e-08,20.8333,12.5,33.3333,40.7997,0.05,8.33333e-05,0.133,0.250627,1.4e+08,2.4e+07,0.3,0.004,0.002,0.0005,0.133333,0.0407997,0.0407997,135.997,466.274,59683.1,60285.4
lhs00_100,mono_AM_S,85,0,,4.0000,2.0000,2,2.5e-05,10,0.85,0.15,2.5e-07,4.41176e-08,2.94118e-07,7.41422e-08,20.8333,8.82353,29.6569,36.2997,0.05,7.41422e-05,0.133,0.222984,1.4e+08,2.4e+07,0.3,,0.002,0.001,0.118627,0.0362997,0.0362997,,1554.25,5266.16,6820.4
lhs00_101,mono_AM_S,80,0,,4.0000,1.0000,2,2.5e-05,10,0.8,0.2,2.5e-07,6.25e-08,3.125e-07,8.33333e-08,20.8333,12.5,33.3333,40.7997,0.05,8.33333e-05,0.133,0.250627,1.4e+08,2.4e+07,0.3,,0.002,0.0005,0.133333,0.0407997,0.0407997,,1554.25,59683.1,61237.4
lhs00_102,mono_AM_S,80,0,,5.0000,0.5000,2,2.5e-05,10,0.8,0.2,2.5e-07,6.25e-08,3.125e-07,8.33333e-08,20.8333,12.5,33.3333,40.7997,0.05,8.33333e-05,0.133,0.250627,1.4e+08,2.4e+07,0.3,,0.0025,0.00025,0.133333,0.0407997,0.0407997,,795.775,477465,478261
lhs00_103,mono_AM_S,70,0,,3.0000,1.5000,2,2.5e-05,10,0.7,0.3,2.5e-07,1.07143e-07,3.57143e-07,1.05655e-07,20.8333,21.4286,42.2619,51.7282,0.05,0.000105655,0.133,0.317759,1.4e+08,2.4e+07,0.3,,0.0015,0.00075,0.169048,0.0517282,0.0517282,,3684.14,30315.2,33999.4
lhs00_104,mono_AM_S,75,0,,1.0000,1.5000,2,2.5e-05,10,0.75,0.25,2.5e-07,8.33333e-08,3.33333e-07,9.375e-08,20.8333,16.6667,37.5,45.8996,0.05,9.375e-05,0.133,0.281955,1.4e+08,2.4e+07,0.3,,0.0005,0.00075,0.15,0.0458996,0.0458996,,99471.8,23578.5,123050
lhs00_105,mono_AM_S,80,0,,2.0000,1.0000,2,2.5e-05,10,0.8,0.2,2.5e-07,6.25e-08,3.125e-07,8.33333e-08,20.8333,12.5,33.3333,40.7997,0.05,8.33333e-05,0.133,0.250627,1.4e+08,2.4e+07,0.3,,0.001,0.0005,0.133333,0.0407997,0.0407997,,12434,59683.1,72117.1
lhs00_106,mono_AM_S,70,0,,5.0000,1.5000,2,2.5e-05,10,0.7,0.3,2.5e-07,1.07143e-07,3.57143e-07,1.05655e-07,20.8333,21.4286,42.2619,51.7282,0.05,0.000105655,0.133,0.317759,1.4e+08,2.4e+07,0.3,,0.0025,0.00075,0.169048,0.0517282,0.0517282,,795.775,30315.2,31111
lhs00_107,mono_AM_S,95,0,,5.0000,1.0000,2,2.5e-05,10,0.95,0.05,2.5e-07,1.31579e-08,2.63158e-07,5.86623e-08,20.8333,2.63158,23.4649,28.7208,0.05,5.86623e-05,0.133,0.176428,1.4e+08,2.4e+07,0.3,,0.0025,0.0005,0.0938596,0.0287208,0.0287208,,795.775,12564.9,13360.6
lhs00_108,mono_AM_S,70,0,,2.0000,2.0000,2,2.5e-05,10,0.7,0.3,2.5e-07,1.07143e-07,3.57143e-07,1.05655e-07,20.8333,21.4286,42.2619,51.7282,0.05,0.000105655,0.133,0.317759,1.4e+08,2.4e+07,0.3,,0.001,0.001,0.169048,0.0517282,0.0517282,,12434,12789.2,25223.2
lhs00_109,mono_AM_S,95,0,,2.0000,1.0000,2,2.5e-05,10,0.95,0.05,2.5e-07,1.31579e-08,2.63158e-07,5.86623e-08,20.8333,2.63158,23.4649,28.7208,0.05,5.86623e-05,0.133,0.176428,1.4e+08,2.4e+07,0.3,,0.001,0.0005,0.0938596,0.0287208,0.0287208,,12434,12564.9,24998.8
lhs00_110,mono_AM_S,90,0,,1.0000,2.0000,2,2.5e-05,10,0.9,0.1,2.5e-07,2.77778e-08,2.77778e-07,6.59722e-08,20.8333,5.55556,26.3889,32.2997,0.05,6.59722e-05,0.133,0.198413,1.4e+08,2.4e+07,0.3,,0.0005,0.001,0.105556,0.0322997,0.0322997,,99471.8,3315.73,102788
lhs00_111,mono_AM_S,75,0,,3.0000,0.5000,2,2.5e-05,10,0.75,0.25,2.5e-07,8.33333e-08,3.33333e-07,9.375e-08,20.8333,16.6667,37.5,45.8996,0.05,9.375e-05,0.133,0.281955,1.4e+08,2.4e+07,0.3,,0.0015,0.00025,0.15,0.0458996,0.0458996,,3684.14,636620,640304
lhs00_112,mono_AM_S,90,0,,4.0000,0.5000,2,2.5e-05,10,0.9,0.1,2.5e-07,2.77778e-08,2.77778e-07,6.59722e-08,20.8333,5.55556,26.3889,32.2997,0.05,6.59722e-05,0.133,0.198413,1.4e+08,2.4e+07,0.3,,0.002,0.00025,0.105556,0.0322997,0.0322997,,1554.25,212207,213761
lhs00_113,mono_AM_S,75,0,,1.0000,0.5000,2,2.5e-05,10,0.75,0.25,2.5e-07,8.33333e-08,3.33333e-07,9.375e-08,20.8333,16.6667,37.5,45.8996,0.05,9.375e-05,0.133,0.281955,1.4e+08,2.4e+07,0.3,,0.0005,0.00025,0.15,0.0458996,0.0458996,,99471.8,636620,736092
lhs00_114,mono_AM_S,85,0,,3.0000,1.5000,2,2.5e-05,10,0.85,0.15,2.5e-07,4.41176e-08,2.94118e-07,7.41422e-08,20.8333,8.82353,29.6569,36.2997,0.05,7.41422e-05,0.133,0.222984,1.4e+08,2.4e+07,0.3,,0.0015,0.00075,0.118627,0.0362997,0.0362997,,3684.14,12482.7,16166.9
lhs00_115,mono_AM_P,85,1,8.0000,,1.5000,2,2.5e-05,10,0.85,0.15,2.5e-07,4.41176e-08,2.94118e-07,7.41422e-08,20.8333,8.82353,29.6569,36.2997,0.05,7.41422e-05,0.133,0.222984,1.4e+08,2.4e+07,0.3,0.004,,0.00075,0.118627,0.0362997,0.0362997,194.281,,12482.7,12677
lhs00_116,mono_AM_P,95,1,7.0000,,1.0000,2,2.5e-05,10,0.95,0.05,2.5e-07,1.31579e-08,2.63158e-07,5.86623e-08,20.8333,2.63158,23.4649,28.7208,0.05,5.86623e-05,0.133,0.176428,1.4e+08,2.4e+07,0.3,0.0035,,0.0005,0.0938596,0.0287208,0.0287208,290.005,,12564.9,12854.9
lhs00_117,mono_AM_P,80,1,15.0000,,0.5000,2,2.5e-05,10,0.8,0.2,2.5e-07,6.25e-08,3.125e-07,8.33333e-08,20.8333,12.5,33.3333,40.7997,0.05,8.33333e-05,0.133,0.250627,1.4e+08,2.4e+07,0.3,0.0075,,0.00025,0.133333,0.0407997,0.0407997,29.4731,,477465,477494
lhs00_118,mono_AM_P,90,1,7.0000,,0.5000,2,2.5e-05,10,0.9,0.1,2.5e-07,2.77778e-08,2.77778e-07,6.59722e-08,20.8333,5.55556,26.3889,32.2997,0.05,6.59722e-05,0.133,0.198413,1.4e+08,2.4e+07,0.3,0.0035,,0.00025,0.105556,0.0322997,0.0322997,290.005,,212207,212497
lhs00_119,mono_AM_P,70,1,14.0000,,0.5000,2,2.5e-05,10,0.7,0.3,2.5e-07,1.07143e-07,3.57143e-07,1.05655e-07,20.8333,21.4286,42.2619,51.7282,0.05,0.000105655,0.133,0.317759,1.4e+08,2.4e+07,0.3,0.007,,0.00025,0.169048,0.0517282,0.0517282,36.2507,,818511,818547
lhs00_120,mono_AM_P,80,1,10.0000,,1.0000,2,2.5e-05,10,0.8,0.2,2.5e-07,6.25e-08,3.125e-07,8.33333e-08,20.8333,12.5,33.3333,40.7997,0.05,8.33333e-05,0.133,0.250627,1.4e+08,2.4e+07,0.3,0.005,,0.0005,0.133333,0.0407997,0.0407997,99.4718,,59683.1,59782.6
lhs00_121,mono_AM_P,80,1,6.0000,,1.0000,2,2.5e-05,10,0.8,0.2,2.5e-07,6.25e-08,3.125e-07,8.33333e-08,20.8333,12.5,33.3333,40.7997,0.05,8.33333e-05,0.133,0.250627,1.4e+08,2.4e+07,0.3,0.003,,0.0005,0.133333,0.0407997,0.0407997,460.518,,59683.1,60143.6
lhs00_122,mono_AM_P,75,1,8.0000,,2.0000,2,2.5e-05,10,0.75,0.25,2.5e-07,8.33333e-08,3.33333e-07,9.375e-08,20.8333,16.6667,37.5,45.8996,0.05,9.375e-05,0.133,0.281955,1.4e+08,2.4e+07,0.3,0.004,,0.001,0.15,0.0458996,0.0458996,194.281,,9947.18,10141.5
lhs00_123,mono_AM_P,70,1,12.0000,,1.5000,2,2.5e-05,10,0.7,0.3,2.5e-07,1.07143e-07,3.57143e-07,1.05655e-07,20.8333,21.4286,42.2619,51.7282,0.05,0.000105655,0.133,0.317759,1.4e+08,2.4e+07,0.3,0.006,,0.00075,0.169048,0.0517282,0.0517282,57.5647,,30315.2,30372.8
lhs00_124,mono_AM_P,75,1,6.0000,,1.5000,2,2.5e-05,10,0.75,0.25,2.5e-07,8.33333e-08,3.33333e-07,9.375e-08,20.8333,16.6667,37.5,45.8996,0.05,9.375e-05,0.133,0.281955,1.4e+08,2.4e+07,0.3,0.003,,0.00075,0.15,0.0458996,0.0458996,460.518,,23578.5,24039
lhs00_125,mono_AM_P,75,1,5.0000,,0.5000,2,2.5e-05,10,0.75,0.25,2.5e-07,8.33333e-08,3.33333e-07,9.375e-08,20.8333,16.6667,37.5,45.8996,0.05,9.375e-05,0.133,0.281955,1.4e+08,2.4e+07,0.3,0.0025,,0.00025,0.15,0.0458996,0.0458996,795.775,,636620,637416
lhs00_126,mono_AM_P,90,1,5.0000,,2.0000,2,2.5e-05,10,0.9,0.1,2.5e-07,2.77778e-08,2.77778e-07,6.59722e-08,20.8333,5.55556,26.3889,32.2997,0.05,6.59722e-05,0.133,0.198413,1.4e+08,2.4e+07,0.3,0.0025,,0.001,0.105556,0.0322997,0.0322997,795.775,,3315.73,4111.5
lhs00_127,mono_AM_P,85,1,13.0000,,2.0000,2,2.5e-05,10,0.85,0.15,2.5e-07,4.41176e-08,2.94118e-07,7.41422e-08,20.8333,8.82353,29.6569,36.2997,0.05,7.41422e-05,0.133,0.222984,1.4e+08,2.4e+07,0.3,0.0065,,0.001,0.118627,0.0362997,0.0362997,45.2762,,5266.16,5311.43
lhs00_128,mono_AM_P,70,1,9.0000,,1.0000,2,2.5e-05,10,0.7,0.3,2.5e-07,1.07143e-07,3.57143e-07,1.05655e-07,20.8333,21.4286,42.2619,51.7282,0.05,0.000105655,0.133,0.317759,1.4e+08,2.4e+07,0.3,0.0045,,0.0005,0.169048,0.0517282,0.0517282,136.45,,102314,102450
lhs00_129,mono_AM_P,95,1,11.0000,,1.5000,2,2.5e-05,10,0.95,0.05,2.5e-07,1.31579e-08,2.63158e-07,5.86623e-08,20.8333,2.63158,23.4649,28.7208,0.05,5.86623e-05,0.133,0.176428,1.4e+08,2.4e+07,0.3,0.0055,,0.00075,0.0938596,0.0287208,0.0287208,74.7347,,3722.92,3797.66
