column	n_filled	pct_filled	verdict	class	why
frac_pulverization_AM_S-AM_S_pct	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
frac_pulverization_force_AM_P-AM_P_pct	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
frac_pulverization_force_AM_P-AM_S_pct	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
frac_pulverization_force_AM_S-AM_S_pct	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
frac_pulverization_force_pct	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
frac_pulverization_pct	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
fracture_aware_excluded_pct	71	43.6	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
fracture_aware_method	71	43.6	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
fracture_aware_method_full	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
fracture_aware_threshold	71	43.6	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
fracture_index	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
fracture_index_force	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
gb_density_mean	157	96.3	🔶 행 선별	COND_tau	DESC-02 — 퍼콜 0 인데 τ 가 나오는 행 6/163 (σ(τ)=0 은 2행)
inp.am_se_ratio	159	97.5	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.box_x	159	97.5	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.box_y	159	97.5	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.box_z	159	97.5	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.r_AM	18	11.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.r_AM_P	130	79.8	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.r_AM_S	129	79.1	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.r_SE	161	98.8	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.target_press_sim	140	85.9	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.variables.dt	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.variables.plate_margin	144	88.3	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.variables.press_speed	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.variables.r_AM	18	11.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.variables.r_AM_P	130	79.8	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.variables.r_AM_S	129	79.1	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.variables.r_SE	161	98.8	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.variables.r_max	30	18.4	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
inp.variables.target_press	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
ionic_active_pct	163	100.0	🔶 채널 종속	COND_cov	coverage 문턱 기반 → Hertz(기하 교차 원판) 채널에 종속
meta.created	163	100.0	· 식별자	META	식별자·판정 플래그
meta.mode	163	100.0	· 식별자	META	식별자·판정 플래그
meta.ps_ratio	72	44.2	· 식별자	META	식별자·판정 플래그
meta.scale	163	100.0	· 식별자	META	식별자·판정 플래그
mpm.E_SE_GPa	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.K_SE_GPa	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.bulk_density_g_cm3	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.compacted_porosity_pct	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.cov_hertz_um	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.cov_method	26	16.0	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.cov_tabor_um	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.coverage_AM_P_hertz_pct	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.coverage_AM_P_mpm_pct	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.coverage_AM_P_rigid_hertz_pct	26	16.0	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.coverage_AM_P_rigid_tabor_pct	26	16.0	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.coverage_AM_P_tabor_pct	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.coverage_AM_S_hertz_pct	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.coverage_AM_S_mpm_pct	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.coverage_AM_S_rigid_hertz_pct	16	9.8	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.coverage_AM_S_rigid_tabor_pct	16	9.8	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.coverage_AM_S_tabor_pct	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.dg_max	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.dg_mean	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.dg_nonzero_pct	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.dg_vmax98	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.final_stress_GPa	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.n_am	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.n_grid	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.n_strain_pts	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.n_vox	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.nu_SE	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.porosity_mpm_pct	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.protocol	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.se_fraction_pct	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.se_surface_tris	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.seed_AM_frac_pct	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.seed_SE_frac_pct	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.seed_porosity_pct	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.sigma_y_GPa	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.strain_kind	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.target_GPa	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
mpm.thickness_mpm_um	27	16.6	🔶 변환 필요	COND_mpm	MPM 은 union 부기 + 플래튼 정지 프레임 의존 → ε_sphere 로 변환 후 비교
n_AM_P	121	74.2	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_AM_S	138	84.7	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_SE	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_am_am_contacts_excluded	71	43.6	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_am_am_contacts_total	71	43.6	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_components	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_fragmentation_AM_AM	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_fragmentation_AM_P-AM_P	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_fragmentation_AM_P-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_fragmentation_AM_S-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_fragmentation_force_AM_AM	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_fragmentation_force_AM_P-AM_P	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_fragmentation_force_AM_P-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_fragmentation_force_AM_S-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_intact_AM_AM	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_intact_AM_P-AM_P	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_intact_AM_P-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_intact_AM_S-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_intact_force_AM_AM	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_intact_force_AM_P-AM_P	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_intact_force_AM_P-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_intact_force_AM_S-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_large_components	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_microcrack_AM_AM	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_microcrack_AM_P-AM_P	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_microcrack_AM_P-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_microcrack_AM_S-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_microcrack_force_AM_AM	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_microcrack_force_AM_P-AM_P	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_microcrack_force_AM_P-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_microcrack_force_AM_S-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_multicrack_AM_AM	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_multicrack_AM_P-AM_P	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_multicrack_AM_P-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_multicrack_AM_S-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_multicrack_force_AM_AM	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_multicrack_force_AM_P-AM_P	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_multicrack_force_AM_P-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_multicrack_force_AM_S-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_pulverization_AM_AM	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_pulverization_AM_P-AM_P	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_pulverization_AM_P-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_pulverization_AM_S-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_pulverization_force_AM_AM	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_pulverization_force_AM_P-AM_P	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_pulverization_force_AM_P-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_pulverization_force_AM_S-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_total_AM_AM	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_total_AM_AM_force	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_total_AM_P-AM_P	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_total_AM_P-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_total_AM_S-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_total_force_AM_P-AM_P	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_total_force_AM_P-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
n_total_force_AM_S-AM_S	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
network_dual.hertzian.R_brug_over_full	88	54.0	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
network_dual.hertzian.bulk_resistance_fraction	94	57.7	✅ 쓴다(이름 주의)	NAME	L1-04 — c_cpl[22] 는 기하 교차 원판(πrδ−δ²/4), Hertz 탄성 아님. A_dem_geometric 로 부를 것
network_dual.hertzian.electronic_sigma_full_mScm	86	52.8	🔶 행 선별	COND_fb	bruggeman_fallback_fired_any=True 115/163 → 48행만
network_dual.hertzian.sigma_bulk_net	88	54.0	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
network_dual.hertzian.sigma_bulk_net_mScm	88	54.0	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
network_dual.hertzian.sigma_full	88	54.0	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
network_dual.hertzian.sigma_full_mScm	88	54.0	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
network_dual.hertzian.thermal_sigma_full_mScm	80	49.1	🔶 행 선별	COND_fb	bruggeman_fallback_fired_any=True 115/163 → 48행만
network_dual.physics.R_brug_over_full	88	54.0	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
network_dual.physics.bulk_resistance_fraction	94	57.7	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
network_dual.physics.electronic_sigma_full_mScm	87	53.4	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
network_dual.physics.sigma_bulk_net	88	54.0	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
network_dual.physics.sigma_bulk_net_mScm	88	54.0	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
network_dual.physics.sigma_full	88	54.0	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
network_dual.physics.sigma_full_mScm	88	54.0	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
network_dual.physics.thermal_sigma_full_mScm	84	51.5	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
network_dual.ratio_physics_over_hertzian.electronic_sigma_full	86	52.8	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
network_dual.ratio_physics_over_hertzian.sigma_constr_net	43	26.4	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
network_dual.ratio_physics_over_hertzian.sigma_full	88	54.0	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
network_dual.ratio_physics_over_hertzian.thermal_sigma_full	80	49.1	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
network_solver_status	163	100.0	· 식별자	META	식별자·판정 플래그
overlap_fraction_pct	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
overlap_max	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
overlap_mean	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
overlap_pct_above_5	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
path_conductance_mean	157	96.3	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
path_conductance_mean_physics	157	96.3	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
path_hop_area_mean	157	96.3	✅ 쓴다(이름 주의)	NAME	L1-04 — c_cpl[22] 는 기하 교차 원판(πrδ−δ²/4), Hertz 탄성 아님. A_dem_geometric 로 부를 것
path_hop_area_mean_physics	157	96.3	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
path_hop_area_min_mean	157	96.3	✅ 쓴다(이름 주의)	NAME	L1-04 — c_cpl[22] 는 기하 교차 원판(πrδ−δ²/4), Hertz 탄성 아님. A_dem_geometric 로 부를 것
path_hop_area_min_mean_physics	157	96.3	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
percolation_pct	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
phi_am	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
phi_se	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
physics_resistance_model	163	100.0	? 미분류	UNCLASS	손으로 봐야 한다
physics_solver_at	163	100.0	? 미분류	UNCLASS	손으로 봐야 한다
plate_z_source	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
porosity	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
porosity_spheresum	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
porosity_union	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
ps_ratio	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
r_AM_P	121	74.2	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
r_AM_S	138	84.7	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
r_SE	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
se_se_cn	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
se_se_cn_aug	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
se_se_cn_aug_h_spread_sim	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
se_se_cn_aug_n_extra	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
