case	verdict	plate_z	box_lo_z	floor_gap	solid_top	solid_bot	plate_gap	lx	ly	square	eps_harvest	eps_webapp	phi_scale	resid	mesh_pick	floor_out_pct	plate_out_pct	floor_center_out	plate_center_out	floor_center_out_by_phase	floor_deepest_phase	floor_deepest_over_r	eps_pushback	dH_pushback	note
lhs00_088	SAME	0.0427117	-0.01	0.0	0.0432972	-0.0021281100000000003	-0.0005855000000000027	0.05	0.05	True	1.1104586551793472	1.1104586551793472	1.0	0.0	exact	0.44080873680064836	0.14640499715454425	8	0	{'AM_S': 8}	AM_P	0.35468500000000003	1.6813879219700234	0.00024802383850811016	
lhs00_089	SAME	0.0390907	-0.01	0.0	0.039496500000000004	-0.00100781	-0.00040580000000000477	0.05	0.05	True	4.0238797790516205	4.023879779051631	1.0	1.0658141036401503e-14	exact	0.27193898704413033	0.10645986757621052	0	0	{}	AM_P	0.403124	4.371177402691851	0.00014196668794723422	
lhs00_090	SAME	0.0378428	-0.01	0.0	0.038486	-0.00331292	-0.0006431999999999966	0.05	0.05	True	0.9021506193738316	0.9021506193738538	1.0	2.220446049250313e-14	exact	0.9212675335802085	0.17385419410021666	0	0	{}	AM_P	0.5521533333333333	1.9660562300753082	0.0004106859899377577	
lhs00_091	SAME	0.03157379999999999	-0.01	0.0	0.0320243	-0.001969347	-0.00045050000000000645	0.05	0.05	True	16.474405202051557	16.474405202051578	1.0	2.1316282072803006e-14	exact	1.2569090849931168	0.04895762783823003	0	0	{}	AM_S	0.7877388000000001	17.375616567923736	0.0003443858367447525	
lhs00_092	SAME	0.0351922	-0.01	0.0	0.0357809	-0.0025194500000000003	-0.0005886999999999976	0.05	0.05	True	15.655132135338068	15.655132135338068	1.0	0.0	exact	0.5971821802373954	0.1075664457278287	11	0	{'AM_S': 11}	AM_S	2.5194500000000004	16.15353172292211	0.0002091892279614399	
lhs00_093	SAME	0.030722499999999996	-0.01	0.0	0.0311131	-0.000990019	-0.00039060000000000483	0.05	0.05	True	23.635787914433738	23.635787914433738	1.0	0.0	exact	0.3481808633129986	0.03931559038999293	22	0	{'AM_S': 22}	AM_S	1.980038	23.861089508976697	9.091052385313755e-05	
lhs00_094	SAME	0.03362880000000001	-0.01	0.0	0.0339648	-0.00100716	-0.000335999999999996	0.05	0.05	True	11.789998356331422	11.789998356331433	1.0	1.0658141036401503e-14	exact	0.37554240161935626	0.06998621163702094	0	0	{}	AM_P	0.402864	12.135307298995157	0.0001321614520472525	
lhs00_095	SAME	0.0365849	-0.01	0.0	0.0373058	-0.0009900669999999999	-0.0007209000000000035	0.05	0.05	True	8.87338426538028	8.873384265380313	1.0	3.375077994860476e-14	exact	0.34703771617941415	0.1180636496598084	63	0	{'AM_S': 63}	AM_S	1.9801339999999996	9.257977209971259	0.00015505819669817122	
lhs00_096	SAME	0.0373918	-0.01	0.0	0.037934300000000004	-0.00106047	-0.0005425000000000013	0.05	0.05	True	10.73791785696746	10.737917856967483	1.0	2.3092638912203256e-14	exact	0.32255764847503204	0.10508889612334121	31	0	{'AM_S': 31}	AM_P	0.212094	11.077358884658917	0.00014273430096133077	
lhs00_097	SAME	0.032716699999999994	-0.01	0.0	0.033082600000000004	-0.00244768	-0.0003659000000000093	0.05	0.05	True	9.077471997716025	9.077471997716046	1.0	2.1316282072803006e-14	exact	1.0285293981221246	0.048848039473506154	0	0	{}	AM_P	0.6119199999999999	9.95948974969022	0.00032048585804093227	
lhs00_098	SAME	0.039115000000000004	-0.01	0.0	0.0394929	-0.00199361	-0.0003778999999999935	0.05	0.05	True	3.613383312794638	3.613383312794638	1.0	1.1102230246251565e-14	exact	0.4076089840474627	0.09316328329639852	10	0	{'AM_S': 10}	AM_P	0.36247454545454544	4.076384967751856	0.0001887992829248883	
lhs00_099	SAME	0.0350846	-0.01	0.0	0.0357119	-0.0030660799999999997	-0.0006272999999999973	0.05	0.05	True	4.646479398205406	4.646479398205427	1.0	1.0658141036401503e-14	exact	1.1428885142103211	0.07352186959237494	0	0	{}	AM_P	0.47170461538461533	5.739794217747207	0.00040694281111911673	
lhs00_100	SAME	0.0417766	-0.01	0.0	0.0423096	-0.00132968	-0.0005330000000000057	0.05	0.05	True	-1.1753997689294415	-1.1753997689294193	1.0	2.220446049250313e-14	exact	0.40920746506172523	0.13955119824204984	0	0	{}	AM	0.531872	-0.6167666549978135	0.00023194734757774754	
lhs00_101	SAME	0.037313900000000004	-0.01	0.0	0.0378123	-0.0009500618	-0.0004983999999999961	0.05	0.05	True	10.667472518568111	10.667472518568122	1.0	1.0658141036401503e-14	exact	0.39599293677073555	0.103565651536678	0	0	{}	AM	0.9500618000000001	11.064364080805566	0.00016652011211375217	
lhs00_102	SAME	0.03387790000000001	-0.01	0.0	0.0341964	-0.0011539340000000001	-0.0003184999999999924	0.05	0.05	True	12.462087876294225	12.462087876294225	1.0	0.0	exact	0.4835753240823793	0.046000022974487104	0	0	{}	AM	0.7692893333333334	12.866022872078474	0.00015705089845249182	
lhs00_103	SAME	0.039139	-0.01	0.0	0.0395107	-0.00102935	-0.0003717000000000026	0.05	0.05	True	4.162654830677381	4.162654830677425	1.0	4.440892098500626e-14	exact	0.28077754902116314	0.09557161484516379	0	0	{}	AM	0.514675	4.507081598643281	0.0001411677378500356	
lhs00_104	SAME	0.034692400000000005	-0.01	0.0	0.0349617	-0.0008166180000000001	-0.00026929999999999316	0.05	0.05	True	14.51486755197713	14.514867551977161	1.0	3.197442310920451e-14	exact	0.3590441323040957	0.02105343615550551	0	0	{}	AM	0.8166180000000001	14.791732143641944	0.00011272494326565463	
lhs00_105	SAME	0.0325647	-0.01	0.0	0.0330355	-0.001790187	-0.0004708000000000004	0.05	0.05	True	18.937512488787444	18.937512488787455	1.0	1.0658141036401503e-14	exact	1.0987357061889695	0.055993534769610366	0	0	{}	AM	0.8950935	19.68926294734259	0.000304822605994258	
lhs00_106	SAME	0.04222320000000001	-0.01	0.0	0.0427811	-0.000936485	-0.0005578999999999931	0.05	0.05	True	-0.08938213005857953	-0.08938213005857953	1.0	0.0	exact	0.3289021192272587	0.1494123995614973	0	0	{}	AM	0.6243233333333333	0.38750476817801527	0.00020214021177526742	
lhs00_107	SAME	0.03217520000000001	-0.01	0.0	0.0325735	-0.001980076	-0.00039829999999999033	0.05	0.05	True	27.073355471685133	27.073355471685158	1.0	2.4868995751603507e-14	exact	0.6993120433431226	0.03612364637104219	1	0	{'AM': 1}	AM	1.980076	27.46239537015891	0.0001725647904318034	
lhs00_108	SAME	0.0330422	-0.01	0.0	0.0335326	-0.0014207875000000001	-0.0004904000000000019	0.05	0.05	True	20.159038595326805	20.159038595326827	1.0	2.1316282072803006e-14	exact	0.8798769527017951	0.07628801141694522	0	0	{}	AM	0.9471916666666668	20.763935664116108	0.00025224788855771063	
lhs00_109	SAME	0.0424926	-0.01	0.0	0.043043200000000004	-0.001154087	-0.0005506000000000053	0.05	0.05	True	0.5457317836755293	0.5457317836755293	1.0	0.0	exact	0.42999206768913334	0.10946591318184823	0	0	{}	AM	0.7693913333333333	1.0764703568526546	0.00022797874252911132	
lhs00_110	SAME	0.038152799999999994	-0.01	0.0	0.0387637	-0.001980076	-0.0006109000000000045	0.05	0.05	True	12.633628636408877	12.6336286364089	1.0	2.3092638912203256e-14	exact	0.4642835120333363	0.1306903070826187	1	0	{'AM': 1}	AM	1.980076	13.085416755705248	0.00019832093895499892	
lhs00_111	SAME	0.031219799999999995	-0.01	0.0	0.0316891	-0.002195756	-0.00046930000000000235	0.05	0.05	True	24.82401707436258	24.824017074362594	1.0	1.4210854715202004e-14	exact	1.7333439796044454	0.06213260636092144	0	0	{}	AM	0.8783024	25.825204118841306	0.00042139461147012655	
lhs00_112	SAME	0.03297250000000001	-0.01	0.0	0.0332751	-0.000973391	-0.00030259999999999315	0.05	0.05	True	19.967397159379672	19.967397159379697	1.0	2.4868995751603507e-14	exact	0.48094219776630975	0.0419893143321019	0	0	{}	AM	0.973391	20.300950195725687	0.00013799508925047693	
lhs00_113	SAME	0.033718	-0.01	0.0	0.034033	-0.0014705030000000002	-0.0003150000000000028	0.05	0.05	True	12.015280424760821	12.015280424760855	1.0	3.375077994860476e-14	exact	0.5931961406708892	0.045726716344304946	0	0	{}	AM	0.7352515000000001	12.507125541749442	0.00018954724893094355	
lhs00_114	SAME	0.0381459	-0.01	0.0	0.038644700000000004	-0.00139617	-0.0004988000000000006	0.05	0.05	True	1.6787194017212292	1.6787194017212403	1.0	2.220446049250313e-14	exact	0.5089797361595512	0.11118941984333977	0	0	{}	AM	0.558468	2.2746080474167374	0.00023259777459747055	
lhs00_115	SAME	0.0367883	-0.01	0.0	0.038001599999999996	-0.0042943799999999996	-0.0012132999999999936	0.05	0.05	True	8.408251301848157	8.408251301848157	1.0	-1.0658141036401503e-14	exact	1.8686093638474934	0.11292386091483174	2	0	{'SE': 2}	AM	0.572584	10.04093716314075	0.000667678557077854	
lhs00_116	SAME	0.0351183	-0.01	0.0	0.0358835	-0.0037186999999999997	-0.0007652000000000006	0.05	0.05	True	4.8739572225231065	4.873957222523151	1.0	5.5067062021407764e-14	exact	1.2896056736086325	0.14015513952949388	0	0	{}	AM	0.6761272727272727	6.150382300385592	0.00047763517753873774	
lhs00_117	SAME	0.0321205	-0.01	0.0	0.0328296	-0.0030706300000000004	-0.0007090999999999972	0.05	0.05	True	17.54849548023164	17.54849548023165	1.0	1.0658141036401503e-14	exact	1.7060053249394271	0.08778565626049657	0	0	{}	AM	0.6141260000000001	18.75018643997084	0.00047506465284114646	
lhs00_118	SAME	0.0414513	-0.01	0.0	0.042169200000000004	-0.0019558400000000004	-0.0007179000000000005	0.05	0.05	True	-2.003190073927308	-2.0031900739272857	1.0	2.220446049250313e-14	exact	0.5699525230427693	0.16636212643149456	0	0	{}	AM	0.6519466666666668	-1.242791477735583	0.0003113259706717317	
lhs00_119	SAME	0.033915499999999994	-0.01	0.0	0.034668199999999996	-0.004320859999999999	-0.000752700000000002	0.05	0.05	True	12.349174375025274	12.349174375025306	1.0	3.197442310920451e-14	exact	1.9808326024044076	0.07709535126967784	0	0	{}	AM	0.785610909090909	13.902198631415065	0.0006117646830736193	
lhs00_120	SAME	0.0334362	-0.01	0.0	0.0345141	-0.0029693700000000003	-0.0010778999999999997	0.05	0.05	True	10.996257202029081	10.996257202029081	1.0	0.0	exact	1.2401312494613035	0.06703210028386909	3	1	{'SE': 3}	AM	0.593874	12.019839770383978	0.00038900487772136616	
lhs00_121	SAME	0.04206569999999999	-0.01	0.0	0.04256	-0.0017482500000000002	-0.00049430000000001	0.05	0.05	True	-0.647664569948625	-0.647664569948625	1.0	0.0	exact	0.48563352197314064	0.12794588444483573	0	0	{}	AM	0.4370625000000001	-0.029926415527303796	0.0002597781365398233	
lhs00_122	SAME	0.0325263	-0.01	0.0	0.0332871	-0.00307262	-0.000760799999999999	0.05	0.05	True	18.614028963297436	18.614028963297446	1.0	1.0658141036401503e-14	exact	2.013753131256632	0.07713698491195402	0	0	{}	AM	0.6828044444444444	19.975793856598834	0.000553497192707135	
lhs00_123	SAME	0.0313466	-0.01	0.0	0.032031199999999996	-0.00298061	-0.0006845999999999935	0.05	0.05	True	24.9143059831219	24.914305983121878	1.0	-2.1316282072803006e-14	exact	2.6297380895729563	0.08099349700547463	0	0	{}	AM	0.6623577777777778	26.412093354213585	0.000638019801713588	
lhs00_124	SAME	0.0318497	-0.01	0.0	0.0323757	-0.002343403	-0.0005259999999999987	0.05	0.05	True	17.078187797320034	17.078187797320034	1.0	0.0	exact	1.3723333527678514	0.04716177160872716	0	0	{}	AM	0.7811343333333333	18.042881340101058	0.0003748936081686208	
lhs00_125	SAME	0.0390583	-0.01	0.0	0.0394792	-0.00168653	-0.00042090000000000183	0.05	0.05	True	3.990916169368741	3.9909161693687523	1.0	1.1102230246251565e-14	exact	0.3616871992750727	0.0816984996644671	0	0	{}	AM	0.4818657142857143	4.39788533460227	0.00016626749107040428	
lhs00_126	SAME	0.031172000000000002	-0.01	0.0	0.0315658	-0.002168119	-0.00039379999999999624	0.05	0.05	True	24.79154979538961	24.79154979538961	1.0	0.0	exact	1.6548747468849336	0.045362330766252436	0	0	{}	AM	0.8672476	25.74111446888676	0.00039860320809489633	
lhs00_127	SAME	0.0334433	-0.01	0.0	0.0341613	-0.00466422	-0.0007179999999999964	0.05	0.05	True	10.858824376904707	10.858824376904696	1.0	-1.0658141036401503e-14	exact	1.601603204238992	0.06949220266482686	0	0	{}	AM	0.77737	12.167211537357215	0.0004981827981218184	
lhs00_128	SAME	0.0312936	-0.01	0.0	0.0320439	-0.00539775	-0.0007503000000000024	0.05	0.05	True	23.692207993179892	23.692207993179903	1.0	1.0658141036401503e-14	exact	4.388617297392754	0.10227261469694583	0	0	{}	AM	0.7711071428571428	26.22055500670345	0.001072400044613911	
lhs00_129	SAME	0.0396406	-0.01	0.0	0.0406873	-0.00212406	-0.0010467000000000046	0.05	0.05	True	4.580190540175133	4.580190540175133	1.0	-1.0658141036401503e-14	exact	0.5013996354581546	0.08009808665137941	21	2	{'SE': 21}	SE	4.24812	5.1067192111990405	0.00021995142609774337	
perc	MISSING																								atom False · mesh none mesh_*.stl 없음
