_dir,name,dopant,cation_site,anion_site,concentration,charge_compensation,n_fu_actual,screen_de_per_atom,screen_dV_over_V0,screen_converged,tier2_li_li_disorder_std,tier2_li_li_disorder_mean,tier2_dopant_blocking_fraction,tier2_lattice_angle_dev_deg,tier2_lattice_aspect_ratio,bvs_li_mean,bvs_li_std,bvs_li_proxy_score,migration_volume_fraction,li_mobility_score,anneal_delta_E_meV,anneal_E_post_per_atom,anneal_dV_pct,anneal_converged,eos_B0_GPa,eos_V0_per_atom,eos_Bp,eos_r2,eos_fit_quality_ok,eos_fit_quality_reason,elastic_B_hill_GPa,elastic_G_hill_GPa,elastic_E_young_GPa,elastic_pugh_GoverB,elastic_poisson_nu,sigma_300K_S_cm_NE,sigma_md_Ea_eV,sigma_md_D_300K_cm2s,sigma_md_fit_R2,sigma_md_n_T_points,wad_J_m2_mean,wad_J_m2_std,wad_n_seeds,wad_n_lbfgs_ok,wad_ncm_nx,wad_area_mismatch_pct,sigma_md_sanity_warnings_count,wad_lbfgs_ok_fraction,wad_area_mismatch_severity,rerank_de_pre_anneal,rerank_de_post_anneal,rerank_delta_E_anneal_meV,combined_score,rank_combined,composition_Ag,composition_Cl,composition_Li,composition_O,composition_P,composition_S,composition_Al,composition_F,composition_B,composition_Ba,composition_Ca,composition_Co,composition_Cr,composition_Cu,composition_Fe,composition_Ga,composition_Gd,composition_Ge,composition_Hf,composition_In,composition_La,composition_Mg,composition_Mn,composition_Mo,composition_Na,composition_Nb,composition_Nd,composition_Ni,composition_Sb,composition_Sc,composition_Si,composition_Sm,composition_Sn,composition_Sr,composition_Ta,composition_Ti,composition_V,composition_W,composition_Y,composition_Zn,composition_Zr
B2O3_x005,B2O3_x050_cP4baS4a_s03,B2O3,P_4b,S_4a,0.25,compound_set,4,-0.5824257731271332,-0.2729874038673403,True,0.22652540215841893,2.8217539431322094,0.6785714285714286,1.1514436227785412,1.1221121714678304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2500828863935665,17,,4,28,3,2,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x005,B2O3_x050_cP4baS4a_s04,B2O3,P_4b,S_4a,0.25,compound_set,4,-0.6043919338879697,-0.2875098477551179,True,0.18688863104422695,2.8260976646714937,0.75,0.8598370044327829,1.090431627669544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2765422937293419,13,,4,28,3,2,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x005,B2O3_x050_chain_Cl_x200_cLi24gaS16e_s00,B2O3+Clrich,Li_24g,S_16e,0.25,compound_set_chain,4,-0.8162537302914017,-0.16395895552491996,True,0.20466286303740674,3.020335959854283,0.8823529411764706,1.4485081529348118,1.1146765769550262,0.9883595474090415,0.09371038467835384,0.8957399940208166,0.141248,,-1053.916314492799,-4.521193253458843,-1.8360250003550367,True,,,,0.9394462476255071,False,"r2=0.9394 / V0 / B0'=-20.93 unphysical (need r2>=0.95, 0<B0'<15)",9.736195949331742,5.512608415916725,13.912150891695136,0.566197357222981,0.2618482796207826,,,,,,,,,,,,0,,,-0.8162537302914017,-0.8314119824099628,-1053.916314492799,0.55,2,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x005,B2O3_x050_chain_Cl_x200_cLi24gaS16e_s01,B2O3+Clrich,Li_24g,S_16e,0.25,compound_set_chain,4,-0.697427969955283,-0.07767090254086899,True,0.26691212690836047,2.9675843292164643,0.7058823529411765,0.6812117279095681,1.005188533889219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3886091406405168,8,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x005,B2O3_x050_chain_Cl_x200_cLi24gaS16e_s02,B2O3+Clrich,Li_24g,S_16e,0.25,compound_set_chain,4,-0.7796942169810239,-0.08709111895056283,True,0.3660056425489004,3.104077517395522,0.7647058823529411,1.1640856346452662,1.0170610853704392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.4877032046300903,5,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x005,B2O3_x050_chain_Cl_x200_cLi24gaS16e_s03,B2O3+Clrich,Li_24g,S_16e,0.25,compound_set_chain,4,-0.8065059385156963,-0.11891509976376279,True,0.29533329999647545,3.107789006366101,0.7058823529411765,0.3910835751175167,1.0815951399104113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.5199993472825699,3,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x005,B2O3_x050_chain_Cl_x200_cLi24gaS16e_s04,B2O3+Clrich,Li_24g,S_16e,0.25,compound_set_chain,4,-0.7955864404891311,-0.09440188918480227,True,0.21055817691218506,3.031801476613804,0.7647058823529411,0.4822932651065983,1.0938050224645846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.5068462319369785,4,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x005,B2O3_x050_chain_Cl_x200_cLi24gaS4a_s00,B2O3+Clrich,Li_24g,S_4a,0.25,compound_set_chain,4,-0.6819629503587836,-0.14962745711393946,True,0.22556751984481105,3.108344674030832,0.7058823529411765,0.2641779193043379,1.043593033948882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3699807031354486,9,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x005,B2O3_x050_chain_Cl_x200_cLi24gaS4a_s01,B2O3+Clrich,Li_24g,S_4a,0.25,compound_set_chain,4,-0.7850484255615595,-0.06492295121852676,True,0.19543691642596542,3.168404324347316,0.5882352941176471,2.2096985085079828,1.0061593048198614,0.9693506875687646,0.1541497824526745,0.8199254899596891,0.126592,,-1037.1598057682488,-4.434517250295139,-4.779221557139912,True,14.09148685043494,21.29021949424363,9.106621087329343,0.9999461942247228,True,OK,22.16759731612541,17.091742024013236,40.79149113626363,0.7710236603576411,0.19330993525859322,,,,,,,,,,,,0,,,-0.7850484255615595,-0.7447359792462591,-1037.159805768249,0.7455941505247343,1,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x005,B2O3_x050_chain_Cl_x200_cLi24gaS4a_s02,B2O3+Clrich,Li_24g,S_4a,0.25,compound_set_chain,4,-0.7087528027060146,-0.17395715832910244,True,0.34581090561315203,2.9857436355782636,0.7647058823529411,3.5410193421622083,1.077499175957131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.40225050319010625,6,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x005,B2O3_x050_chain_Cl_x200_cLi24gaS4a_s03,B2O3+Clrich,Li_24g,S_4a,0.25,compound_set_chain,4,-0.7030256595384583,-0.1649248563683751,True,0.20448044067985235,2.9428485276451215,0.6470588235294118,2.1197770527834012,1.0785213175734132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3953518550562526,7,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x005,B2O3_x050_chain_Cl_x200_cLi24gaS4a_s04,B2O3+Clrich,Li_24g,S_4a,0.25,compound_set_chain,4,-0.6705519140217224,0.021827596279352213,True,0.3106304292904798,3.124536536128369,0.6470588235294118,1.8955562642016066,1.011820515549084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3562355037875523,10,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_cP4baS16e_s00,B2O3,P_4b,S_16e,0.25,compound_set,4,-0.6158175493778786,-0.32496227296860947,True,0.12502179955532297,2.84822529559303,0.8214285714285714,0.6614096061136466,1.1114567126520556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2908384777309051,12,,4,28,3,2,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_cP4baS16e_s01,B2O3,P_4b,S_16e,0.25,compound_set,4,-0.5104766421664899,-0.3014653711717617,True,0.18108286194518705,2.8249116287820075,0.8571428571428571,0.5012282738423783,1.055098383575668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.16317848016773362,19,,4,28,3,2,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_cP4baS16e_s02,B2O3,P_4b,S_16e,0.25,compound_set,4,-0.6192848338604571,-0.32021498138588594,True,0.1498666209490247,2.8331796792757413,0.8571428571428571,1.5248204198601554,1.0213148500007214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2950403926404526,11,,4,28,3,2,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_cP4baS16e_s03,B2O3,P_4b,S_16e,0.25,compound_set,4,-0.6051513501713717,-0.28688630347523586,True,0.18612947239638006,2.837541939347292,0.8214285714285714,0.5072930847075627,1.0904934717724941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.277912379021896,13,,4,28,3,2,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_cP4baS16e_s04,B2O3,P_4b,S_16e,0.25,compound_set,4,-0.5113905966450925,-0.2951342092159923,True,0.2052140266266607,2.860045129100796,0.8214285714285714,0.38239669762292194,1.0529785694872222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.1642860786268689,18,,4,28,3,2,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_cP4baS4a_s00,B2O3,P_4b,S_4a,0.25,compound_set,4,-0.499602185930899,-0.26173950767558823,True,0.20535722230645576,2.868104697072898,0.6428571428571429,0.5470519951972984,1.0308270009614962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.15,20,,4,28,3,2,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_cP4baS4a_s01,B2O3,P_4b,S_4a,0.25,compound_set,4,-0.5984617042044955,-0.2842503093597185,True,0.11824356729412308,2.867837630489454,0.75,0.9324952677786535,1.0540748954792698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2698053652279465,15,,4,28,3,2,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_cP4baS4a_s02,B2O3,P_4b,S_4a,0.25,compound_set,4,-0.5976554365957614,-0.33080991812810384,True,0.21505847202980993,2.7063433354721016,0.8571428571428571,1.8026656606074594,1.1137892477769267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2688282697795494,16,,4,28,3,2,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_cP4baS4a_s03,B2O3,P_4b,S_4a,0.25,compound_set,4,-0.5824275519006625,-0.27298394416621125,True,0.22654190839498883,2.8217491611073924,0.6785714285714286,1.1511361504469062,1.1221093225020633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2503739790910561,17,,4,28,3,2,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_cP4baS4a_s04,B2O3,P_4b,S_4a,0.25,compound_set,4,-0.6043920295187246,-0.2875099130525464,True,0.18688753307020103,2.826098245413373,0.75,0.8598349711749682,1.090432010563013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2769921774095056,14,,4,28,3,2,17,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_chain_Cl_x200_cLi24gaS16e_s00,B2O3+Clrich,Li_24g,S_16e,0.25,compound_set_chain,4,-0.8163385710426172,-0.16392481450076427,True,0.205592309233273,3.019176426299243,0.8823529411764706,1.454692747018273,1.115456070195992,0.9953138462004719,0.10995837532848138,0.885870752730326,0.111488,,-1052.1735862636942,-4.519450540005112,-5.6580948792707115,True,16.200338178124948,21.45341546971425,3.876962157422967,0.9999214092200231,True,OK,25.60090671919562,17.651117063549915,43.05766216125512,0.6894723400681377,0.2196866069788433,,,,,,,,,,,,0,,,-0.8163385710426172,-0.8296692679367923,-1052.1735862636947,0.85,1,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_chain_Cl_x200_cLi24gaS16e_s01,B2O3+Clrich,Li_24g,S_16e,0.25,compound_set_chain,4,-0.6974400648907975,-0.07767843732987693,True,0.2668483141460978,2.967577694766989,0.7058823529411765,0.6807363114594391,1.005189984916975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3897547525885857,8,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_chain_Cl_x200_cLi24gaS16e_s02,B2O3+Clrich,Li_24g,S_16e,0.25,compound_set_chain,4,-0.7796187619102493,-0.08688851752578143,True,0.36671511484874186,3.104557077695262,0.7647058823529411,1.160621155158228,1.0173805922102162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.48934504983365856,4,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_chain_Cl_x200_cLi24gaS16e_s03,B2O3+Clrich,Li_24g,S_16e,0.25,compound_set_chain,4,-0.8065071406740523,-0.11892189496487769,True,0.29533724542126605,3.10778016480241,0.7058823529411765,0.39129482282575384,1.081604646805736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.5219304001817103,2,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_chain_Cl_x200_cLi24gaS16e_s04,B2O3+Clrich,Li_24g,S_16e,0.25,compound_set_chain,4,-0.79558676667089,-0.09440335816408886,True,0.21055451075093534,3.031796574469166,0.7647058823529411,0.4821965011278524,1.0938112768085617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.5086962734256624,3,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_chain_Cl_x200_cLi24gaS4a_s00,B2O3+Clrich,Li_24g,S_4a,0.25,compound_set_chain,4,-0.6819628593900311,-0.14962629107379427,True,0.2255673996155974,3.1083447905556865,0.7058823529411765,0.2641982712474211,1.0435914217670208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.37099831628271984,9,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_chain_Cl_x200_cLi24gaS4a_s01,B2O3+Clrich,Li_24g,S_4a,0.25,compound_set_chain,4,-0.7851076224686957,-0.06539790275004531,True,0.1955938762917253,3.16855975492591,0.5882352941176471,2.225013298792879,1.0061403701835563,0.9813697522396121,0.1358784934832308,0.8480227087552822,0.149056,,-1043.254012285877,-4.440611483430996,-2.993877535533744,True,,,,0.9180845389233255,False,"r2=0.9181 / V0 / B0'=0.92 unphysical (need r2>=0.95, 0<B0'<15)",10.391965642424573,7.754333504236909,18.62935046015969,0.7461854447035804,0.20122190063019307,,,,,,,,,,,,0,,,-0.7851076224686957,-0.7508302113626768,-1043.2540122858773,0.4544569290642466,5,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_chain_Cl_x200_cLi24gaS4a_s02,B2O3+Clrich,Li_24g,S_4a,0.25,compound_set_chain,4,-0.7087784283867093,-0.1740598310044712,True,0.34582256673921136,2.9855499084571138,0.7647058823529411,3.543175264802886,1.0774539966488097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.40349543030416535,6,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_chain_Cl_x200_cLi24gaS4a_s03,B2O3+Clrich,Li_24g,S_4a,0.25,compound_set_chain,4,-0.7027019209612759,-0.16343391304968896,True,0.20549912059068845,2.944796247296548,0.6470588235294118,2.1014113923041373,1.0773986783070322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.39613146369652286,7,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2O3_x010,B2O3_x100_chain_Cl_x200_cLi24gaS4a_s04,B2O3+Clrich,Li_24g,S_4a,0.25,compound_set_chain,4,-0.6704951361502762,0.021550922802082883,True,0.3105488047362105,3.1239750794463523,0.6470588235294118,1.884739196561827,1.011426886874866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.35710087074520924,10,,5,17,3,4,16,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x002,BaO_x020_cLi24gaS16e_s00,BaO,Li_24g,S_16e,0.25,compound_set,4,-0.5243514828791085,-0.15537322848594892,True,0.1384503794395801,3.0120285298603005,0.3181818181818182,0.6265296419581173,1.11353745331961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2806724056950382,4,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x002,BaO_x020_cLi24gaS16e_s01,BaO,Li_24g,S_16e,0.25,compound_set,4,-0.553447869052845,-0.17697167274165482,True,0.16044068646991963,2.9625515580246016,0.22727272727272727,1.2867261730658703,1.1568863585933364,0.9956950569627702,0.12995785281807903,0.8662966652983136,0.13728,,-868.0096182120582,-4.267221505665644,-4.789361550489421,True,23.157374967871174,19.922032619022968,3.2761397202964844,0.9999648785990228,True,OK,26.246269396877246,21.335688159264414,50.360882708230484,0.8129036487678097,0.180202914766607,,,,,,,,,,,,0,,,-0.553447869052845,-0.5774402095385405,-868.0096182120583,0.85,1,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x002,BaO_x020_cLi24gaS16e_s02,BaO,Li_24g,S_16e,0.25,compound_set,4,-0.5189956825965849,-0.1486841090870944,True,0.20321503507085645,2.908084082408091,0.3181818181818182,1.0159741868536298,1.0907887021220541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.25350157496625797,8,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x002,BaO_x020_cLi24gaS16e_s03,BaO,Li_24g,S_16e,0.25,compound_set,4,-0.5316404579524869,-0.15843434095619494,True,0.13455371070562377,3.0306026436177773,0.36363636363636365,0.9952180082638813,1.1693035305563617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3176505410731086,3,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x002,BaO_x020_cLi24gaS16e_s04,BaO,Li_24g,S_16e,0.25,compound_set,4,-0.5213583596457996,-0.12150583486803686,True,0.15024890069344304,2.864240093351808,0.36363636363636365,0.9290447122570241,1.1354292377968245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.26548781320976794,6,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x002,BaO_x020_cLi24gaS4a_s00,BaO,Li_24g,S_4a,0.25,compound_set,4,-0.5335549102359671,-0.2003653991508931,True,0.2610031064447133,2.8689766409414332,0.6363636363636364,1.0933104608531994,1.114051891521875,1.042929607425525,0.10024917819061228,0.8611248722483172,0.13632,,-854.439577389817,-4.222629593003032,-2.7235982205114926,True,20.890280722618154,20.588161160864217,3.601672599230405,0.9996764589351746,True,OK,25.614683884281785,19.826724269513306,47.28106739611333,0.7740374372404335,0.19235701151136125,,,,,,,,,,,,0,,,-0.5335549102359671,-0.5328482968759287,-854.439577389817,0.3237781009531058,2,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x002,BaO_x020_cLi24gaS4a_s01,BaO,Li_24g,S_4a,0.25,compound_set,4,-0.5228676976381514,-0.17064654357879858,True,0.23032899426094194,2.7722039066634547,0.2727272727272727,0.5500052669848617,1.2147861040193904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.27314492604807306,5,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x002,BaO_x020_cLi24gaS4a_s02,BaO,Li_24g,S_4a,0.25,compound_set,4,-0.5137593689937887,-0.1758175342076895,True,0.2614681950699073,2.8897371839612913,0.22727272727272727,0.95978270701467,1.1521414913041312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.22693691925856846,9,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x002,BaO_x020_cLi24gaS4a_s03,BaO,Li_24g,S_4a,0.25,compound_set,4,-0.5192019689276366,-0.19491313932204044,True,0.19043207556595007,2.868818276264189,0.2727272727272727,1.4627254923000776,1.1708035948380842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2545480984897276,7,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x002,BaO_x020_cLi24gaS4a_s04,BaO,Li_24g,S_4a,0.25,compound_set,4,-0.4985938859058878,-0.13460432141619433,True,0.2658580101623988,2.808188193306995,0.3181818181818182,0.7026382849970609,1.0866353934563087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.15,10,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x005,BaO_x050_cLi24gaS16e_s00,BaO,Li_24g,S_16e,0.25,compound_set,4,-0.5243516941510524,-0.15537369103634607,True,0.13845069450594458,3.012029698062331,0.3181818181818182,0.6265774671059599,1.1135386992528558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.29165319338376816,4,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x005,BaO_x050_cLi24gaS16e_s01,BaO,Li_24g,S_16e,0.25,compound_set,4,-0.5533954635441729,-0.17675999948156024,True,0.1602784452018921,2.961964856201236,0.22727272727272727,1.273191438338802,1.156907617837815,1.0037410583059199,0.11238544236205213,0.884293939824641,0.139776,,-861.8969999398403,-4.261108890303827,-3.7103165755415355,True,19.974633153625597,20.09162454261066,6.726698391703886,0.9890151828654987,True,OK,21.839942308255303,14.815378054614161,36.24940047937071,0.6783615929706042,0.22337075522959932,,,,,,,,,,,,0,,,-0.5533954635441729,-0.5713276520809156,-861.8969999398405,0.55,2,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x005,BaO_x050_cLi24gaS16e_s02,BaO,Li_24g,S_16e,0.25,compound_set,4,-0.5189957680976169,-0.14868380578273938,True,0.20320983129994877,2.9080932470487544,0.3181818181818182,1.0159167321457185,1.090789292772888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2621979900552138,8,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x005,BaO_x050_cLi24gaS16e_s03,BaO,Li_24g,S_16e,0.25,compound_set,4,-0.5316417897289165,-0.15844465127006108,True,0.13455718955560972,3.03059890978396,0.36363636363636365,0.9954112700463333,1.1693216299579448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3317454660156588,3,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x005,BaO_x050_cLi24gaS16e_s04,BaO,Li_24g,S_16e,0.25,compound_set,4,-0.5213850454867659,-0.12157158099700278,True,0.1500197021305573,2.8640654921587423,0.36363636363636365,0.9288270511809428,1.1354936882530509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2753379495325404,6,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x005,BaO_x050_cLi24gaS4a_s00,BaO,Li_24g,S_4a,0.25,compound_set,4,-0.5335621939908632,-0.20038454279358256,True,0.26098475097715684,2.8689750952162245,0.6363636363636364,1.0930156115770662,1.1140836670715133,0.9980079322310117,0.10892125047131973,0.8893036602721138,0.131008,,-856.5714787444463,-4.224761571483294,-3.757662133641701,True,19.916681475597997,20.122585228974103,5.0476463907331,0.9997086644186414,True,OK,22.355134846163033,19.59362979908191,45.49051529009878,0.8764711075963337,0.1608496168543083,,,,,,,,,,,,0,,,-0.5335621939908632,-0.534980333260382,-856.571478744446,0.6501059656863867,1,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x005,BaO_x050_cLi24gaS4a_s01,BaO,Li_24g,S_4a,0.25,compound_set,4,-0.5227439277392758,-0.17075978796256308,True,0.2307196713959686,2.7719708807632197,0.2727272727272727,0.5655902302497691,1.2138962467492795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2828111955497383,5,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x005,BaO_x050_cLi24gaS4a_s02,BaO,Li_24g,S_4a,0.25,compound_set,4,-0.5137679559328214,-0.17580737533242624,True,0.26147273211532723,2.889789472438242,0.22727272727272727,0.9607412543712394,1.1521665495025746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.23344735594614704,9,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x005,BaO_x050_cLi24gaS4a_s03,BaO,Li_24g,S_4a,0.25,compound_set,4,-0.519199834468135,-0.19490550205426632,True,0.19044205752217472,2.868814752377753,0.2727272727272727,1.4627668270187533,1.1708108401938924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2633202640328902,7,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x005,BaO_x050_cLi24gaS4a_s04,BaO,Li_24g,S_4a,0.25,compound_set,4,-0.49859447833645376,-0.1346044479424881,True,0.2658616282896917,2.808192182069614,0.3181818181818182,0.7026328594719803,1.0866340816636335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.15,10,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaO_x010,BaO_x100_cLi24gaS16e_s00,BaO,Li_24g,S_16e,0.25,compound_set,4,-0.5243515921470849,-0.15537409143741965,True,0.13845007736387388,3.0120239791073242,0.3181818181818182,0.6264723621524496,1.1135369121967902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2969243857637605,3,,4,22,1,4,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
