,model,phonon_softening,model,dataset
1378,grace,0.9181551597110384,grace,MPtrj
1379,grace,0.9912468186323712,grace,MPtrj
1380,grace,0.9584289866783231,grace,MPtrj
1381,grace,0.9747803632692965,grace,MPtrj
1382,grace,0.982517359913572,grace,MPtrj
1383,grace,0.9740709182945756,grace,MPtrj
1384,grace,0.9762514658742546,grace,MPtrj
1385,grace,0.9941238594955356,grace,MPtrj
1386,grace,0.9929561058268063,grace,MPtrj
1387,grace,0.953564799697418,grace,MPtrj
1388,grace,0.9924987963804665,grace,MPtrj
1389,grace,0.9879468088011836,grace,MPtrj
1390,grace,0.9456259360959808,grace,MPtrj
1391,grace,0.9818564379927053,grace,MPtrj
1392,grace,0.9475858866400265,grace,MPtrj
1393,grace,0.994013424399436,grace,MPtrj
1394,grace,0.9903256809310234,grace,MPtrj
1395,grace,1.0099468164473324,grace,MPtrj
1396,grace,0.9759793710263633,grace,MPtrj
1397,grace,0.9460035966261906,grace,MPtrj
1398,grace,1.243448301191451,grace,MPtrj
1399,grace,0.9888797688133575,grace,MPtrj
1400,grace,0.9827019658200451,grace,MPtrj
1401,grace,0.8358346864562939,grace,MPtrj
1402,grace,0.8378418311291722,grace,MPtrj
1403,grace,0.9511392819712371,grace,MPtrj
1404,grace,0.9882940419895619,grace,MPtrj
1405,grace,0.9621424239038201,grace,MPtrj
1406,grace,0.969187835266625,grace,MPtrj
1407,grace,0.9383266772098671,grace,MPtrj
1408,grace,1.044487324804421,grace,MPtrj
1409,grace,1.017930093851803,grace,MPtrj
1410,grace,0.9981428768038968,grace,MPtrj
1411,grace,0.9661696507630283,grace,MPtrj
1412,grace,0.99224391417618,grace,MPtrj
1413,grace,0.9881913860578618,grace,MPtrj
1414,grace,0.8452172308947543,grace,MPtrj
1415,grace,1.0061358339645619,grace,MPtrj
1416,grace,0.9787432352981741,grace,MPtrj
1417,grace,0.8979491943583565,grace,MPtrj
1418,grace,0.9350755742682639,grace,MPtrj
1419,grace,0.9952895661905321,grace,MPtrj
1420,grace,1.005422675157894,grace,MPtrj
1421,grace,0.9870252900092038,grace,MPtrj
1422,grace,0.9894404672339603,grace,MPtrj
1423,grace,0.9884369923509141,grace,MPtrj
1424,grace,0.9927754922238679,grace,MPtrj
1425,grace,1.0167526387631223,grace,MPtrj
1426,grace,0.9635875450330383,grace,MPtrj
1427,grace,0.9156709775399791,grace,MPtrj
1428,grace,0.9822817226224236,grace,MPtrj
1429,grace,1.0044608831403352,grace,MPtrj
1430,grace,0.9837185122338762,grace,MPtrj
1431,grace,0.9217362346239023,grace,MPtrj
1432,grace,0.9148929701695625,grace,MPtrj
1433,grace,0.9351238320788803,grace,MPtrj
1434,grace,1.0039073425700122,grace,MPtrj
1435,grace,1.0610503740723674,grace,MPtrj
1436,grace,0.9344765059040521,grace,MPtrj
1437,grace,0.9838302785447207,grace,MPtrj
1438,grace,0.8814232320213099,grace,MPtrj
1439,grace,1.021680708944121,grace,MPtrj
1440,grace,0.9928439206336676,grace,MPtrj
1441,grace,0.9889419487827893,grace,MPtrj
1442,grace,0.9794591734807969,grace,MPtrj
1443,grace,0.9459382295696306,grace,MPtrj
1444,grace,1.0042305553590465,grace,MPtrj
1445,grace,0.9540318472430593,grace,MPtrj
1446,grace,1.0134905991886167,grace,MPtrj
1447,grace,0.9834445792868954,grace,MPtrj
1448,grace,0.8153279613474684,grace,MPtrj
1449,grace,1.1490302241342223,grace,MPtrj
1450,grace,0.99433615935036,grace,MPtrj
1451,grace,0.9325115353575499,grace,MPtrj
1452,grace,1.0134707946060453,grace,MPtrj
1453,grace,0.9884182517695664,grace,MPtrj
1454,grace,0.9800658652808271,grace,MPtrj
1455,grace,0.9932287894699645,grace,MPtrj
1456,grace,0.9528068714221811,grace,MPtrj
1457,grace,0.919270412888745,grace,MPtrj
1458,grace,0.9816396367567474,grace,MPtrj
1459,grace,0.931001102458557,grace,MPtrj
1460,grace,0.9955181276965127,grace,MPtrj
1461,grace,0.9736214640435888,grace,MPtrj
1462,grace,0.9970247595330454,grace,MPtrj
1463,grace,0.9630267381167787,grace,MPtrj
1464,grace,0.9813949756117935,grace,MPtrj
1465,grace,0.950254738014576,grace,MPtrj
1466,grace,0.9973759964738795,grace,MPtrj
1467,grace,1.0174572219058713,grace,MPtrj
1468,grace,0.9745922521091199,grace,MPtrj
1469,grace,0.9901843727549272,grace,MPtrj
1470,grace,0.992535925236363,grace,MPtrj
1471,grace,1.0032614488407747,grace,MPtrj
1472,grace,0.9578249333323927,grace,MPtrj
1473,grace,0.9856241273072508,grace,MPtrj
1474,grace,0.9960804297927519,grace,MPtrj
1475,grace,0.9566004553588962,grace,MPtrj
1476,grace,1.0112073373462895,grace,MPtrj
1477,grace,0.959626153381688,grace,MPtrj
1478,grace,0.9928930592631154,grace,MPtrj
1479,grace,0.9557527769480104,grace,MPtrj
1480,grace,1.032121047642168,grace,MPtrj
1481,grace,0.9957028066315615,grace,MPtrj
1482,grace,0.8829166207171766,grace,MPtrj
1483,grace,0.9927592320822917,grace,MPtrj
1484,grace,0.9158302006340282,grace,MPtrj
1485,grace,0.8736580313401374,grace,MPtrj
1486,grace,0.964162405132725,grace,MPtrj
1487,grace,1.0111472194764655,grace,MPtrj
1488,grace,0.9482045662716624,grace,MPtrj
1489,grace,0.920314880787035,grace,MPtrj
1490,grace,1.0048182728646666,grace,MPtrj
1491,grace,0.9657326803271167,grace,MPtrj
1492,grace,0.9298970547712728,grace,MPtrj
1493,grace,1.0000909220042324,grace,MPtrj
1494,grace,0.9731745175224827,grace,MPtrj
1495,grace,0.9974093113486736,grace,MPtrj
1496,grace,0.9960678179437641,grace,MPtrj
1497,grace,0.9762715638585838,grace,MPtrj
1498,grace,1.0187835642051863,grace,MPtrj
1499,grace,1.0133084146110813,grace,MPtrj
1500,grace,0.7439513681050678,grace,MPtrj
1501,grace,0.9368893731218397,grace,MPtrj
1502,grace,0.9949479885839455,grace,MPtrj
1503,grace,1.114247429648338,grace,MPtrj
1504,grace,0.9103950041712242,grace,MPtrj
1505,grace,0.9527511701075486,grace,MPtrj
1506,grace,1.0026059794838342,grace,MPtrj
1507,grace,0.9832051843654143,grace,MPtrj
1508,grace,0.8724648095496486,grace,MPtrj
1509,grace,1.0120641035350633,grace,MPtrj
1510,grace,0.9674347382603056,grace,MPtrj
1511,grace,0.9749345132444379,grace,MPtrj
1512,grace,0.9651368030363107,grace,MPtrj
1513,grace,1.004414802159384,grace,MPtrj
1514,grace,0.9703038994935195,grace,MPtrj
1515,grace,0.9713755844755998,grace,MPtrj
1516,grace,0.9688265747032078,grace,MPtrj
1517,grace,0.9500132354104107,grace,MPtrj
1518,grace,0.9489932573228207,grace,MPtrj
1519,grace,0.9731414952484252,grace,MPtrj
1520,grace,0.9608209173465002,grace,MPtrj
1521,grace,1.0634371733444234,grace,MPtrj
1522,grace,0.9785194393086907,grace,MPtrj
1523,grace,0.9942882869032016,grace,MPtrj
1524,grace,0.9794896168518256,grace,MPtrj
1525,grace,0.9451000003685954,grace,MPtrj
1526,grace,0.9536520154320415,grace,MPtrj
1527,grace,1.0057504972778715,grace,MPtrj
1528,grace,0.9710950213443283,grace,MPtrj
1529,grace,0.8998576890809519,grace,MPtrj
1530,grace,0.976554986562793,grace,MPtrj
1531,grace,0.9638693510842863,grace,MPtrj
1532,grace,0.9304765615451112,grace,MPtrj
1533,grace,0.9923230069438747,grace,MPtrj
1534,grace,1.017451651964759,grace,MPtrj
1535,grace,1.0101447342817713,grace,MPtrj
1536,grace,0.9945746066798118,grace,MPtrj
1537,grace,1.0083295806121322,grace,MPtrj
1538,grace,0.9435799059612221,grace,MPtrj
1539,grace,0.9997372956941614,grace,MPtrj
1540,grace,0.9858730346614362,grace,MPtrj
1541,grace,1.0150481969651381,grace,MPtrj
1542,grace,0.9920289989126304,grace,MPtrj
1543,grace,0.9995179819574705,grace,MPtrj
1544,grace,0.9555416157477085,grace,MPtrj
1545,grace,0.944435240390458,grace,MPtrj
1546,grace,0.9571993866872699,grace,MPtrj
1547,grace,0.9804385333499441,grace,MPtrj
1548,grace,1.0045428832232,grace,MPtrj
1549,grace,0.9709162481316712,grace,MPtrj
1550,grace,0.9390236185458132,grace,MPtrj
1551,grace,0.9762300882945062,grace,MPtrj
1552,grace,0.9502939967312389,grace,MPtrj
1553,grace,0.9936741846329762,grace,MPtrj
1554,grace,1.015116910600221,grace,MPtrj
1555,grace,1.0008097557215985,grace,MPtrj
1556,grace,0.9893993817358645,grace,MPtrj
1557,grace,0.9598442708010972,grace,MPtrj
1558,grace,0.9686098619077609,grace,MPtrj
1559,grace,1.0204533179188409,grace,MPtrj
1560,grace,0.9873800195445833,grace,MPtrj
1561,grace,0.9932823124150495,grace,MPtrj
1562,grace,1.0011541557622754,grace,MPtrj
1563,grace,1.0026957200320246,grace,MPtrj
1564,grace,0.9919540750049214,grace,MPtrj
1565,grace,0.9994098955416354,grace,MPtrj
1566,grace,0.9844262126112453,grace,MPtrj
1567,grace,1.0049588713849624,grace,MPtrj
1568,grace,0.9689719757192922,grace,MPtrj
1569,grace,0.9942168280450642,grace,MPtrj
1570,grace,0.9944941526486806,grace,MPtrj
1571,grace,0.9535924763687158,grace,MPtrj
1572,grace,0.9937401249866011,grace,MPtrj
1573,grace,0.9844307043020483,grace,MPtrj
1574,grace,1.00044623581101,grace,MPtrj
1575,grace,1.0264041834930437,grace,MPtrj
1576,grace,0.8970325547824095,grace,MPtrj
1577,grace,0.9925265357488291,grace,MPtrj
1578,grace,0.983892731798444,grace,MPtrj
1579,grace,1.0049101113392436,grace,MPtrj
1580,grace,0.9097039173986595,grace,MPtrj
1581,grace,0.9459114662774512,grace,MPtrj
1582,grace,1.004111443747433,grace,MPtrj
1583,grace,0.976901880302731,grace,MPtrj
1584,grace,0.9898554493322627,grace,MPtrj
1585,grace,0.9816791337635467,grace,MPtrj
1586,grace,1.0086060531646306,grace,MPtrj
1587,grace,0.9892698290665842,grace,MPtrj
1588,grace,0.947750641052811,grace,MPtrj
1589,grace,0.8946976989887613,grace,MPtrj
1590,grace,1.0296578980769082,grace,MPtrj
1591,grace,0.9977972561105433,grace,MPtrj
1592,grace,0.9786039204088075,grace,MPtrj
1593,grace,1.0218961469898684,grace,MPtrj
1594,grace,0.9956570996937466,grace,MPtrj
1595,grace,0.9166522532369291,grace,MPtrj
1596,grace,0.9828561522562275,grace,MPtrj
1597,grace,0.9838478498991253,grace,MPtrj
1598,grace,0.9435361986879014,grace,MPtrj
1599,grace,0.9683991518071738,grace,MPtrj
1600,grace,0.9930815777437829,grace,MPtrj
1601,grace,0.9000699787751767,grace,MPtrj
1602,grace,0.9449421561827075,grace,MPtrj
1603,grace,0.9735367898817661,grace,MPtrj
1604,grace,1.0133082675428597,grace,MPtrj
1605,grace,0.9725422617562811,grace,MPtrj
1606,grace,1.019306650556188,grace,MPtrj
1607,grace,0.9645365515357042,grace,MPtrj
1608,grace,0.9925377729672962,grace,MPtrj
1609,grace,1.00308842220414,grace,MPtrj
1610,grace,0.9826587153178353,grace,MPtrj
1611,grace,0.9923557509871866,grace,MPtrj
1612,grace,0.9924542450326137,grace,MPtrj
1613,grace,0.9750069813994302,grace,MPtrj
1614,grace,1.0253864277925604,grace,MPtrj
1615,grace,0.9529263246720581,grace,MPtrj
1616,grace,0.9846994957053489,grace,MPtrj
1617,grace,0.9299195341472082,grace,MPtrj
1618,grace,0.9989570168922067,grace,MPtrj
1619,grace,1.0210026058615114,grace,MPtrj
1620,grace,0.9597812647993853,grace,MPtrj
1621,grace,0.9830044166870875,grace,MPtrj
1622,grace,1.004026381085743,grace,MPtrj
1623,grace,0.9957590635736907,grace,MPtrj
1624,grace,0.9877252428876214,grace,MPtrj
1625,grace,0.9966902566148897,grace,MPtrj
1626,grace,0.9731334586321511,grace,MPtrj
1627,grace,0.9950371287400768,grace,MPtrj
1628,grace,0.994069444984936,grace,MPtrj
1629,grace,0.9764972957631056,grace,MPtrj
1630,grace,1.0046062731526013,grace,MPtrj
1631,grace,0.9830131670509258,grace,MPtrj
1632,grace,0.9843199311943004,grace,MPtrj
1633,grace,0.9828337567278769,grace,MPtrj
1634,grace,0.991315685839055,grace,MPtrj
1635,grace,1.0411930588693152,grace,MPtrj
1636,grace,0.8623234310366144,grace,MPtrj
1637,grace,1.003139094603483,grace,MPtrj
1638,grace,1.0466868169999217,grace,MPtrj
1639,grace,0.9981333037366595,grace,MPtrj
1640,grace,0.83277481042443,grace,MPtrj
1641,grace,1.0232272911553013,grace,MPtrj
1642,grace,1.0014406074147153,grace,MPtrj
1643,grace,0.9307876884003395,grace,MPtrj
1644,grace,0.8973037164744497,grace,MPtrj
1645,grace,0.8236192851641586,grace,MPtrj
1646,grace,0.8717509580620705,grace,MPtrj
1647,grace,0.9237450338250566,grace,MPtrj
1648,grace,0.9684051204256886,grace,MPtrj
1649,grace,0.7690075037946968,grace,MPtrj
1650,grace,0.872266336965513,grace,MPtrj
1651,grace,0.9714349483574327,grace,MPtrj
1652,grace,0.9871379519712081,grace,MPtrj
1653,grace,0.9326198131269673,grace,MPtrj
1654,grace,0.9853742361154529,grace,MPtrj
1655,grace,0.999421056522161,grace,MPtrj
1656,grace,1.0088599738822923,grace,MPtrj
1657,grace,0.9289427580767375,grace,MPtrj
1658,grace,0.9112623090096361,grace,MPtrj
1659,grace,0.9812647607324788,grace,MPtrj
1660,grace,0.892386197232973,grace,MPtrj
1661,grace,1.0866792045779703,grace,MPtrj
1662,grace,0.9234208971258516,grace,MPtrj
1663,grace,1.0469923086925224,grace,MPtrj
1664,grace,0.9775691928704402,grace,MPtrj
1665,grace,0.9432894366792162,grace,MPtrj
1666,grace,1.013062177990781,grace,MPtrj
1667,grace,1.0227313445435384,grace,MPtrj
1668,grace,1.035265019536998,grace,MPtrj
1669,grace,0.9950287170659124,grace,MPtrj
1670,grace,0.9776899109547231,grace,MPtrj
1671,grace,0.9492249494831722,grace,MPtrj
1672,grace,0.9933660336661685,grace,MPtrj
1673,grace,1.0066602513439704,grace,MPtrj
1674,grace,0.9789147931440524,grace,MPtrj
1675,grace,0.9575711567723691,grace,MPtrj
1676,grace,1.014251264413767,grace,MPtrj
1677,grace,0.9913123423722656,grace,MPtrj
1678,grace,0.9863119828437888,grace,MPtrj
1679,grace,1.0039926965841803,grace,MPtrj
1680,grace,0.9685842592042769,grace,MPtrj
1681,grace,0.9139891386362746,grace,MPtrj
1682,grace,1.0037045002625404,grace,MPtrj
1683,grace,0.9932998984964905,grace,MPtrj
1684,grace,0.9651114367533493,grace,MPtrj
1685,grace,0.9703041116452304,grace,MPtrj
1686,grace,0.9873209606954767,grace,MPtrj
1687,grace,1.0040331790991626,grace,MPtrj
1688,grace,0.9426071854631007,grace,MPtrj
1689,grace,1.0480419467342033,grace,MPtrj
1690,grace,0.9784710247916334,grace,MPtrj
1691,grace,0.9324923158180876,grace,MPtrj
1692,grace,0.9805074725682755,grace,MPtrj
1693,grace,0.8142312527870779,grace,MPtrj
1694,grace,1.033187036192068,grace,MPtrj
1695,grace,0.9245338717275964,grace,MPtrj
1696,grace,1.016655732220203,grace,MPtrj
1697,grace,0.9915479999245327,grace,MPtrj
1698,grace,0.9642639616700641,grace,MPtrj
1699,grace,1.0060619032752225,grace,MPtrj
1700,grace,0.9442986220720564,grace,MPtrj
1701,grace,1.0026823950192212,grace,MPtrj
1702,grace,0.9865006587680801,grace,MPtrj
1703,grace,0.9345582253922204,grace,MPtrj
1704,grace,0.9403760994910961,grace,MPtrj
1705,grace,0.9948700309371055,grace,MPtrj
1706,grace,0.9915790871172447,grace,MPtrj
1707,grace,0.9496262301984097,grace,MPtrj
1708,grace,0.9670644430114502,grace,MPtrj
1709,grace,0.9774623970738175,grace,MPtrj
1710,grace,0.9796065832112091,grace,MPtrj
1711,grace,0.9787608828538115,grace,MPtrj
1712,grace,0.9897139749544064,grace,MPtrj
1713,grace,0.9171294850700139,grace,MPtrj
1714,grace,0.9638389594136337,grace,MPtrj
1715,grace,0.9819660367137972,grace,MPtrj
1716,grace,0.8055756135644414,grace,MPtrj
1717,grace,1.1602367014258863,grace,MPtrj
1718,grace,0.98460077803607,grace,MPtrj
1719,grace,1.009265268375142,grace,MPtrj
1720,grace,0.9713723279997166,grace,MPtrj
1721,grace,0.9816880057621209,grace,MPtrj
1722,grace,0.9333899783054408,grace,MPtrj
1723,grace,1.0060680230795755,grace,MPtrj
1724,grace,0.9833089070249741,grace,MPtrj
1725,grace,1.0155087659326532,grace,MPtrj
1726,grace,0.8966756767005775,grace,MPtrj
1727,grace,1.0042928249527772,grace,MPtrj
1728,grace,0.9055418451337224,grace,MPtrj
1729,grace,0.999782182768113,grace,MPtrj
1730,grace,0.9491442559832391,grace,MPtrj
1731,grace,0.9326969746885564,grace,MPtrj
1732,grace,0.9370128143219891,grace,MPtrj
1733,grace,0.9343772796213201,grace,MPtrj
1734,grace,0.8658390125254328,grace,MPtrj
1735,grace,0.9009981862184845,grace,MPtrj
1736,grace,0.9467863880840466,grace,MPtrj
1737,grace,0.9126675979219969,grace,MPtrj
1738,grace,0.7929569309053092,grace,MPtrj
1739,grace,0.9973809397152912,grace,MPtrj
1740,grace,0.9105346136794732,grace,MPtrj
1741,grace,0.920121274302024,grace,MPtrj
1742,grace,0.9915671016473652,grace,MPtrj
1743,grace,1.0244290609058466,grace,MPtrj
1744,grace,1.0027637787363959,grace,MPtrj
1745,grace,0.9894872793450855,grace,MPtrj
1746,grace,0.9672929697010153,grace,MPtrj
1747,grace,0.9585508496913102,grace,MPtrj
1748,grace,1.006682407020222,grace,MPtrj
1749,grace,0.969076316843056,grace,MPtrj
1750,grace,0.9363043979736598,grace,MPtrj
1751,grace,1.0307674971718228,grace,MPtrj
1752,grace,0.9502626547605103,grace,MPtrj
1753,grace,0.9841819355051507,grace,MPtrj
1754,grace,0.9870576022876365,grace,MPtrj
1755,grace,0.9828967673673091,grace,MPtrj
1756,grace,0.981712057300051,grace,MPtrj
1757,grace,0.9686434094141609,grace,MPtrj
1758,grace,0.9709084751659449,grace,MPtrj
1759,grace,1.0234873157863034,grace,MPtrj
1760,grace,0.9978232467658161,grace,MPtrj
1761,grace,0.9922621196238649,grace,MPtrj
1762,grace,0.9862177056282979,grace,MPtrj
1763,grace,0.9938557656936139,grace,MPtrj
1764,grace,1.0185530079321194,grace,MPtrj
1765,grace,0.9983302826991334,grace,MPtrj
1766,grace,0.9915488658646373,grace,MPtrj
1767,grace,1.0137395705765948,grace,MPtrj
1768,grace,1.0033722213260485,grace,MPtrj
1769,grace,0.9998906066685654,grace,MPtrj
1770,grace,0.9875465099602334,grace,MPtrj
1771,grace,0.7346907827086904,grace,MPtrj
1772,grace,0.9531742848762501,grace,MPtrj
1773,grace,1.0293944490964595,grace,MPtrj
1774,grace,0.999190211704924,grace,MPtrj
1775,grace,0.9917738460543686,grace,MPtrj
1776,grace,0.997835216733926,grace,MPtrj
1777,grace,0.9969511604430938,grace,MPtrj
1778,grace,0.9871283111093053,grace,MPtrj
1779,grace,1.0001012793652329,grace,MPtrj
1780,grace,0.9974612453617507,grace,MPtrj
1781,grace,0.9928186572285881,grace,MPtrj
1782,grace,1.127764319798192,grace,MPtrj
1783,grace,0.8415141353092559,grace,MPtrj
1784,grace,1.019515200408007,grace,MPtrj
1785,grace,0.9847371632785705,grace,MPtrj
1786,grace,1.0031707934966847,grace,MPtrj
1787,grace,0.9559965532819293,grace,MPtrj
1788,grace,1.0167911862395937,grace,MPtrj
1789,grace,0.9552833543577017,grace,MPtrj
1790,grace,0.9548355936643409,grace,MPtrj
1791,grace,1.0125691889241728,grace,MPtrj
1792,grace,0.8727034771467495,grace,MPtrj
1793,grace,1.0304052948733673,grace,MPtrj
1794,grace,0.970188811466011,grace,MPtrj
1795,grace,0.9106700251882256,grace,MPtrj
1796,grace,1.0510606077914508,grace,MPtrj
1797,grace,0.9931478576427788,grace,MPtrj
1798,grace,0.8909735174978238,grace,MPtrj
1799,grace,0.8162177891701867,grace,MPtrj
1800,grace,0.7898799456309487,grace,MPtrj
1801,grace,1.0076483439401662,grace,MPtrj
1802,grace,0.9383229877219398,grace,MPtrj
1803,grace,1.0253477382844118,grace,MPtrj
1804,grace,0.9007174160404048,grace,MPtrj
1805,grace,0.9949692851831691,grace,MPtrj
1806,grace,1.0333686551899854,grace,MPtrj
1807,grace,0.9111209972435895,grace,MPtrj
1808,grace,0.9329331413501943,grace,MPtrj
1809,grace,0.937042899457153,grace,MPtrj
1810,grace,0.9178768893465923,grace,MPtrj
1811,grace,0.9624692396422814,grace,MPtrj
1812,grace,0.9337815619739386,grace,MPtrj
1813,grace,1.04907660007349,grace,MPtrj
1814,grace,0.9718719667190325,grace,MPtrj
1815,grace,0.8743783242551219,grace,MPtrj
1816,grace,0.971286128233179,grace,MPtrj
1817,grace,0.8952815336769995,grace,MPtrj
1818,grace,1.0385361380784977,grace,MPtrj
1819,grace,1.0301543974013463,grace,MPtrj
1820,grace,0.8426301268538111,grace,MPtrj
1821,grace,0.9932118354911951,grace,MPtrj
1822,grace,0.9819692283781977,grace,MPtrj
1823,grace,0.9964152482972825,grace,MPtrj
1824,grace,1.1091831012689286,grace,MPtrj
1825,grace,0.9630725506338055,grace,MPtrj
1826,grace,0.854843028879418,grace,MPtrj
1827,grace,0.9666719287986486,grace,MPtrj
1828,grace,1.0106740114061146,grace,MPtrj
1829,grace,0.9772782624607722,grace,MPtrj
1830,grace,0.9805934754509819,grace,MPtrj
1831,grace,0.9544319257722803,grace,MPtrj
1832,grace,1.008827040121844,grace,MPtrj
1833,grace,0.9913444571213863,grace,MPtrj
1834,grace,0.9705758436031064,grace,MPtrj
1835,grace,1.0205809723215384,grace,MPtrj
1836,grace,1.0136540994855354,grace,MPtrj
1837,grace,0.9690635120112068,grace,MPtrj
1838,grace,1.011694967714268,grace,MPtrj
1839,grace,1.0081730142802066,grace,MPtrj
1840,grace,0.987434444383402,grace,MPtrj
1841,grace,0.9947073182961835,grace,MPtrj
1842,grace,0.985851568005904,grace,MPtrj
1843,grace,0.9641240162096423,grace,MPtrj
1844,grace,0.9876535854324109,grace,MPtrj
1845,grace,0.9644692788915087,grace,MPtrj
1846,grace,0.9818182339048851,grace,MPtrj
1847,grace,0.996999970013655,grace,MPtrj
1848,grace,0.9483558029328198,grace,MPtrj
1849,grace,0.9377405194340627,grace,MPtrj
1850,grace,0.9340302140895469,grace,MPtrj
1851,grace,0.9920967814775797,grace,MPtrj
1852,grace,0.9536915689279124,grace,MPtrj
1853,grace,1.097815616154325,grace,MPtrj
1854,grace,1.0163817628650742,grace,MPtrj
1855,grace,1.0170731953812406,grace,MPtrj
1856,grace,0.9567167229218525,grace,MPtrj
1857,grace,0.9598189798863773,grace,MPtrj
1858,grace,1.030683841444256,grace,MPtrj
1859,grace,1.0030066361663224,grace,MPtrj
1860,grace,0.997415048728881,grace,MPtrj
1861,grace,0.9652016209443222,grace,MPtrj
1862,grace,1.0081560265299458,grace,MPtrj
1863,grace,0.9487919150287665,grace,MPtrj
1864,grace,0.9586873019163757,grace,MPtrj
1865,grace,0.9880073663101584,grace,MPtrj
1866,grace,0.9980908503844184,grace,MPtrj
1867,grace,0.9824317599010257,grace,MPtrj
1868,grace,1.0080320736557247,grace,MPtrj
1869,grace,0.9907310816262125,grace,MPtrj
1870,grace,0.8922575077895657,grace,MPtrj
1871,grace,0.9524218015195381,grace,MPtrj
1872,grace,1.1725363397339148,grace,MPtrj
1873,grace,0.9866618734180337,grace,MPtrj
1874,grace,0.9863419424945319,grace,MPtrj
1875,grace,1.0503379416801644,grace,MPtrj
1876,grace,0.919949745593449,grace,MPtrj
1877,grace,1.02755084521769,grace,MPtrj
1878,grace,0.9485359424356817,grace,MPtrj
1879,grace,0.8279471569086372,grace,MPtrj
1880,grace,1.014195416956455,grace,MPtrj
1881,grace,0.994140796483179,grace,MPtrj
1882,grace,1.0066272033743071,grace,MPtrj
1883,grace,1.0159298018525567,grace,MPtrj
1884,grace,0.986114734813355,grace,MPtrj
1885,grace,1.0124795082776552,grace,MPtrj
1886,grace,0.9131730445788994,grace,MPtrj
1887,grace,0.9946952112229437,grace,MPtrj
1888,grace,1.0160110505104682,grace,MPtrj
1889,grace,1.029005420240006,grace,MPtrj
1890,grace,0.9329316422855115,grace,MPtrj
1891,grace,1.0099932093421609,grace,MPtrj
1892,grace,1.1345547622008023,grace,MPtrj
1893,grace,0.9407559304548139,grace,MPtrj
1894,grace,1.0234492362458254,grace,MPtrj
1895,grace,1.0078710774445085,grace,MPtrj
1896,grace,0.9911659069856387,grace,MPtrj
1897,grace,0.8459858175252445,grace,MPtrj
1898,grace,0.9345017008946526,grace,MPtrj
1899,grace,0.9968854972037942,grace,MPtrj
1900,grace,0.979661283037744,grace,MPtrj
1901,grace,0.9535659871594785,grace,MPtrj
1902,grace,0.9317758577943478,grace,MPtrj
1903,grace,1.00674257755181,grace,MPtrj
1904,grace,1.0433478857192782,grace,MPtrj
1905,grace,0.9945436389149508,grace,MPtrj
1906,grace,0.9208158446933784,grace,MPtrj
1907,grace,1.0324078458104644,grace,MPtrj
1908,grace,1.014651905559665,grace,MPtrj
1909,grace,0.9440996678015475,grace,MPtrj
1910,grace,0.9811092508927474,grace,MPtrj
1911,grace,0.8921396308215815,grace,MPtrj
1912,grace,0.9837747482769206,grace,MPtrj
1913,grace,0.9924615328684024,grace,MPtrj
1914,grace,1.0020072885687403,grace,MPtrj
1915,grace,0.965719491899911,grace,MPtrj
1916,grace,0.9970259207294604,grace,MPtrj
1917,grace,1.0312143206497384,grace,MPtrj
1918,grace,1.008102049148084,grace,MPtrj
1919,grace,0.9795803424792061,grace,MPtrj
1920,grace,1.0004244324554863,grace,MPtrj
1921,grace,0.9899658002423252,grace,MPtrj
1922,grace,0.9563106917023757,grace,MPtrj
1923,grace,0.9760706942626437,grace,MPtrj
1924,grace,1.0258623778897922,grace,MPtrj
1925,grace,0.9945967066441694,grace,MPtrj
1926,grace,0.9993820045765671,grace,MPtrj
1927,grace,1.031554875793957,grace,MPtrj
1928,grace,0.9675302868636075,grace,MPtrj
1929,grace,0.9741923038936475,grace,MPtrj
1930,grace,1.0021799363334638,grace,MPtrj
1931,grace,0.9158360620884286,grace,MPtrj
1932,grace,1.0476452014731357,grace,MPtrj
1933,grace,0.9935885116740367,grace,MPtrj
1934,grace,0.997715242002773,grace,MPtrj
1935,grace,0.9959557253152446,grace,MPtrj
1936,grace,0.9894165114141928,grace,MPtrj
1937,grace,0.9951978093236087,grace,MPtrj
1938,grace,0.9837089656395236,grace,MPtrj
1939,grace,0.9871723356501356,grace,MPtrj
1940,grace,0.9929770346628838,grace,MPtrj
1941,grace,0.9835625697456692,grace,MPtrj
1942,grace,0.9942014711541121,grace,MPtrj
1943,grace,1.0081040257552654,grace,MPtrj
1944,grace,0.987031314697829,grace,MPtrj
1945,grace,0.9915621336446023,grace,MPtrj
1946,grace,1.0393065886239778,grace,MPtrj
1947,grace,0.997161199783042,grace,MPtrj
1948,grace,0.9913386113432859,grace,MPtrj
1949,grace,0.9966434762627607,grace,MPtrj
1950,grace,0.9949608997758523,grace,MPtrj
1951,grace,1.0047107949899607,grace,MPtrj
1952,grace,0.9953057373825387,grace,MPtrj
1953,grace,1.007421564310766,grace,MPtrj
1954,grace,0.9783470373823052,grace,MPtrj
1955,grace,1.009447736294749,grace,MPtrj
1956,grace,1.0358936303730006,grace,MPtrj
1957,grace,0.9911855182639597,grace,MPtrj
1958,grace,0.9953792477193075,grace,MPtrj
1959,grace,0.9776097164159796,grace,MPtrj
1960,grace,0.9871871339501364,grace,MPtrj
1961,grace,0.9987692841811303,grace,MPtrj
1962,grace,0.9561143959033577,grace,MPtrj
1963,grace,0.9748598242050204,grace,MPtrj
