"# modelC (LPSCl1.6) DOS/PDOS (states/eV), gap=2.1 eV, Gaussian sigma=0.15 eV, EF=0, bonding=below 0"
E_minus_EF_eV,DOS_total,DOS_S,DOS_P,DOS_Cl,DOS_Li
1.265,1.2634,0.6278,0.3711,0.0132,0.1603
1.275,1.3148,0.6528,0.3864,0.0138,0.1670
1.285,1.3675,0.6785,0.4023,0.0143,0.1739
1.295,1.4218,0.7049,0.4186,0.0149,0.1809
1.305,1.4776,0.7319,0.4354,0.0155,0.1882
1.315,1.5351,0.7598,0.4527,0.0162,0.1957
1.325,1.5942,0.7884,0.4706,0.0168,0.2034
1.335,1.6551,0.8178,0.4890,0.0175,0.2114
1.345,1.7178,0.8481,0.5080,0.0181,0.2196
1.355,1.7824,0.8792,0.5275,0.0188,0.2281
1.365,1.8489,0.9112,0.5477,0.0196,0.2369
1.375,1.9174,0.9441,0.5685,0.0203,0.2459
1.385,1.9879,0.9780,0.5900,0.0210,0.2552
1.395,2.0607,1.0129,0.6122,0.0218,0.2649
1.405,2.1356,1.0488,0.6351,0.0226,0.2748
1.415,2.2129,1.0858,0.6587,0.0234,0.2851
1.425,2.2925,1.1239,0.6830,0.0243,0.2957
1.435,2.3746,1.1631,0.7081,0.0251,0.3066
1.445,2.4593,1.2034,0.7341,0.0260,0.3179
1.455,2.5466,1.2450,0.7608,0.0269,0.3296
1.465,2.6365,1.2878,0.7885,0.0279,0.3417
1.475,2.7293,1.3319,0.8170,0.0288,0.3543
1.485,2.8250,1.3773,0.8464,0.0298,0.3672
1.495,2.9237,1.4241,0.8768,0.0308,0.3806
1.505,3.0255,1.4724,0.9081,0.0318,0.3944
1.515,3.1305,1.5220,0.9405,0.0329,0.4087
1.525,3.2387,1.5732,0.9738,0.0340,0.4235
1.535,3.3502,1.6259,1.0082,0.0351,0.4388
1.545,3.4652,1.6801,1.0437,0.0362,0.4547
1.555,3.5836,1.7360,1.0802,0.0374,0.4710
1.565,3.7056,1.7934,1.1179,0.0385,0.4879
1.575,3.8311,1.8525,1.1566,0.0398,0.5054
1.585,3.9601,1.9132,1.1964,0.0410,0.5234
1.595,4.0926,1.9754,1.2373,0.0423,0.5420
1.605,4.2286,2.0393,1.2792,0.0436,0.5611
1.615,4.3679,2.1047,1.3222,0.0449,0.5808
1.625,4.5105,2.1715,1.3662,0.0462,0.6010
1.635,4.6562,2.2398,1.4111,0.0476,0.6218
1.645,4.8048,2.3094,1.4569,0.0490,0.6430
1.655,4.9560,2.3802,1.5035,0.0504,0.6647
1.665,5.1097,2.4520,1.5509,0.0519,0.6868
1.675,5.2654,2.5248,1.5988,0.0533,0.7093
1.685,5.4229,2.5983,1.6473,0.0548,0.7321
1.695,5.5817,2.6724,1.6962,0.0562,0.7552
1.705,5.7413,2.7469,1.7453,0.0577,0.7785
1.715,5.9014,2.8215,1.7946,0.0592,0.8020
1.725,6.0614,2.8960,1.8438,0.0607,0.8255
1.735,6.2207,2.9701,1.8928,0.0621,0.8489
1.745,6.3789,3.0436,1.9415,0.0636,0.8723
1.755,6.5353,3.1162,1.9896,0.0650,0.8955
1.765,6.6894,3.1877,2.0371,0.0665,0.9184
1.775,6.8406,3.2577,2.0836,0.0678,0.9410
1.785,6.9883,3.3261,2.1292,0.0692,0.9630
1.795,7.1320,3.3925,2.1735,0.0705,0.9846
1.805,7.2711,3.4567,2.2165,0.0718,1.0054
1.815,7.4052,3.5185,2.2580,0.0730,1.0256
1.825,7.5338,3.5776,2.2980,0.0742,1.0449
1.835,7.6566,3.6339,2.3361,0.0754,1.0634
1.845,7.7731,3.6873,2.3725,0.0764,1.0809
1.855,7.8832,3.7375,2.4070,0.0775,1.0975
1.865,7.9865,3.7845,2.4395,0.0784,1.1130
1.875,8.0831,3.8283,2.4701,0.0793,1.1275
1.885,8.1728,3.8688,2.4987,0.0801,1.1409
1.895,8.2556,3.9061,2.5253,0.0809,1.1532
1.905,8.3318,3.9401,2.5500,0.0816,1.1644
1.915,8.4014,3.9711,2.5728,0.0822,1.1746
1.925,8.4647,3.9991,2.5939,0.0828,1.1837
1.935,8.5221,4.0242,2.6133,0.0833,1.1918
1.945,8.5739,4.0467,2.6311,0.0838,1.1990
1.955,8.6206,4.0668,2.6476,0.0842,1.2053
1.965,8.6627,4.0846,2.6627,0.0845,1.2108
1.975,8.7006,4.1006,2.6767,0.0848,1.2156
1.985,8.7350,4.1148,2.6898,0.0850,1.2196
1.995,8.7663,4.1276,2.7021,0.0853,1.2231
2.005,8.7951,4.1393,2.7138,0.0854,1.2261
2.015,8.8221,4.1500,2.7249,0.0856,1.2287
2.025,8.8476,4.1601,2.7358,0.0857,1.2309
2.035,8.8721,4.1697,2.7465,0.0858,1.2329
2.045,8.8962,4.1791,2.7571,0.0859,1.2347
2.055,8.9202,4.1885,2.7678,0.0859,1.2364
2.065,8.9445,4.1981,2.7787,0.0860,1.2380
2.075,8.9692,4.2078,2.7898,0.0860,1.2396
2.085,8.9945,4.2179,2.8011,0.0860,1.2412
2.095,9.0206,4.2283,2.8127,0.0861,1.2429
2.105,9.0475,4.2390,2.8245,0.0861,1.2446
2.115,9.0752,4.2502,2.8367,0.0861,1.2464
2.125,9.1036,4.2617,2.8490,0.0861,1.2482
2.135,9.1324,4.2734,2.8616,0.0861,1.2501
2.145,9.1616,4.2853,2.8742,0.0861,1.2520
2.155,9.1907,4.2971,2.8868,0.0861,1.2540
2.165,9.2195,4.3087,2.8992,0.0861,1.2559
2.175,9.2476,4.3200,2.9114,0.0861,1.2577
2.185,9.2745,4.3307,2.9233,0.0860,1.2594
2.195,9.2999,4.3406,2.9346,0.0860,1.2609
2.205,9.3234,4.3495,2.9452,0.0859,1.2623
2.215,9.3443,4.3573,2.9551,0.0859,1.2633
2.225,9.3624,4.3635,2.9640,0.0858,1.2640
2.235,9.3771,4.3682,2.9718,0.0857,1.2644
2.245,9.3881,4.3709,2.9784,0.0855,1.2643
2.255,9.3949,4.3716,2.9837,0.0854,1.2637
2.265,9.3971,4.3701,2.9875,0.0852,1.2626
2.275,9.3945,4.3661,2.9897,0.0850,1.2610
2.285,9.3867,4.3596,2.9902,0.0848,1.2588
2.295,9.3736,4.3504,2.9891,0.0846,1.2560
2.305,9.3551,4.3385,2.9862,0.0843,1.2525
2.315,9.3310,4.3238,2.9815,0.0840,1.2485
2.325,9.3014,4.3062,2.9751,0.0837,1.2440
2.335,9.2662,4.2858,2.9669,0.0834,1.2388
2.345,9.2258,4.2626,2.9570,0.0831,1.2331
2.355,9.1803,4.2367,2.9455,0.0827,1.2270
2.365,9.1299,4.2081,2.9325,0.0824,1.2204
2.375,9.0749,4.1770,2.9181,0.0820,1.2135
2.385,9.0158,4.1434,2.9024,0.0817,1.2063
2.395,8.9532,4.1077,2.8856,0.0814,1.1989
2.405,8.8875,4.0700,2.8678,0.0811,1.1914
2.415,8.8195,4.0306,2.8494,0.0808,1.1839
2.425,8.7496,3.9896,2.8305,0.0806,1.1766
2.435,8.6789,3.9473,2.8113,0.0804,1.1696
2.445,8.6079,3.9042,2.7923,0.0802,1.1631
2.455,8.5378,3.8604,2.7735,0.0802,1.1571
2.465,8.4694,3.8163,2.7554,0.0802,1.1519
2.475,8.4037,3.7723,2.7384,0.0803,1.1477
2.485,8.3418,3.7288,2.7226,0.0806,1.1446
2.495,8.2846,3.6861,2.7086,0.0809,1.1429
2.505,8.2335,3.6446,2.6966,0.0815,1.1428
2.515,8.1893,3.6047,2.6871,0.0822,1.1445
2.525,8.1534,3.5667,2.6803,0.0830,1.1481
2.535,8.1268,3.5312,2.6767,0.0841,1.1540
2.545,8.1108,3.4985,2.6768,0.0854,1.1624
2.555,8.1066,3.4689,2.6807,0.0869,1.1735
2.565,8.1151,3.4429,2.6890,0.0887,1.1876
2.575,8.1378,3.4209,2.7020,0.0908,1.2049
2.585,8.1755,3.4032,2.7201,0.0932,1.2256
2.595,8.2293,3.3902,2.7434,0.0960,1.2500
2.605,8.3003,3.3821,2.7725,0.0991,1.2782
2.615,8.3893,3.3793,2.8075,0.1025,1.3106
2.625,8.4972,3.3821,2.8487,0.1064,1.3472
2.635,8.6248,3.3908,2.8963,0.1107,1.3884
2.645,8.7727,3.4055,2.9504,0.1154,1.4342
2.655,8.9414,3.4266,3.0114,0.1205,1.4847
2.665,9.1314,3.4540,3.0791,0.1261,1.5402
2.675,9.3430,3.4880,3.1537,0.1322,1.6008
2.685,9.5763,3.5287,3.2351,0.1388,1.6663
2.695,9.8312,3.5760,3.3234,0.1459,1.7371
2.705,10.1076,3.6300,3.4183,0.1535,1.8129
2.715,10.4052,3.6906,3.5197,0.1616,1.8938
2.725,10.7235,3.7578,3.6274,0.1702,1.9797
2.735,11.0619,3.8312,3.7412,0.1793,2.0705
2.745,11.4195,3.9109,3.8606,0.1890,2.1661
2.755,11.7953,3.9965,3.9853,0.1991,2.2663
2.765,12.1883,4.0876,4.1149,0.2096,2.3709
2.775,12.5971,4.1841,4.2488,0.2207,2.4796
2.785,13.0204,4.2855,4.3867,0.2322,2.5922
2.795,13.4566,4.3914,4.5279,0.2440,2.7082
2.805,13.9040,4.5012,4.6718,0.2563,2.8274
2.815,14.3608,4.6146,4.8178,0.2689,2.9494
2.825,14.8250,4.7309,4.9653,0.2818,3.0737
2.835,15.2948,4.8497,5.1136,0.2950,3.1998
2.845,15.7681,4.9702,5.2619,0.3085,3.3274
2.855,16.2428,5.0920,5.4097,0.3221,3.4559
2.865,16.7170,5.2144,5.5563,0.3359,3.5848
2.875,17.1883,5.3367,5.7010,0.3497,3.7137
2.885,17.6549,5.4585,5.8431,0.3636,3.8419
2.895,18.1146,5.5790,5.9819,0.3775,3.9691
2.905,18.5654,5.6977,6.1170,0.3913,4.0947
2.915,19.0053,5.8139,6.2475,0.4050,4.2181
2.925,19.4324,5.9271,6.3730,0.4186,4.3389
2.935,19.8450,6.0367,6.4930,0.4319,4.4567
2.945,20.2414,6.1423,6.6070,0.4450,4.5710
2.955,20.6202,6.2433,6.7145,0.4578,4.6814
2.965,20.9800,6.3392,6.8151,0.4702,4.7875
2.975,21.3195,6.4298,6.9085,0.4823,4.8891
2.985,21.6377,6.5146,6.9944,0.4939,4.9857
2.995,21.9338,6.5934,7.0727,0.5051,5.0773
3.005,22.2073,6.6660,7.1431,0.5158,5.1635
3.015,22.4577,6.7321,7.2057,0.5260,5.2443
3.025,22.6847,6.7916,7.2603,0.5357,5.3196
3.035,22.8886,6.8446,7.3071,0.5448,5.3894
3.045,23.0695,6.8910,7.3461,0.5534,5.4536
3.055,23.2278,6.9310,7.3777,0.5615,5.5124
3.065,23.3644,6.9646,7.4020,0.5690,5.5659
3.075,23.4800,6.9922,7.4193,0.5760,5.6143
3.085,23.5759,7.0139,7.4302,0.5824,5.6578
3.095,23.6533,7.0302,7.4350,0.5884,5.6968
3.105,23.7136,7.0414,7.4343,0.5939,5.7314
3.115,23.7586,7.0480,7.4286,0.5989,5.7622
3.125,23.7901,7.0504,7.4185,0.6035,5.7895
3.135,23.8099,7.0493,7.4048,0.6077,5.8138
3.145,23.8201,7.0452,7.3880,0.6116,5.8354
3.155,23.8226,7.0386,7.3688,0.6152,5.8549
3.165,23.8197,7.0302,7.3481,0.6185,5.8727
3.175,23.8135,7.0206,7.3264,0.6215,5.8893
3.185,23.8062,7.0105,7.3045,0.6244,5.9052
3.195,23.7998,7.0005,7.2831,0.6272,5.9208
3.205,23.7963,6.9912,7.2629,0.6298,5.9367
3.215,23.7978,6.9831,7.2445,0.6325,5.9531
3.225,23.8061,6.9768,7.2285,0.6351,5.9707
3.235,23.8229,6.9730,7.2155,0.6378,5.9897
3.245,23.8498,6.9720,7.2060,0.6406,6.0105
3.255,23.8882,6.9742,7.2004,0.6435,6.0335
3.265,23.9392,6.9801,7.1992,0.6466,6.0588
3.275,24.0038,6.9900,7.2025,0.6499,6.0868
3.285,24.0828,7.0041,7.2108,0.6534,6.1176
3.295,24.1769,7.0227,7.2241,0.6572,6.1514
3.305,24.2863,7.0458,7.2425,0.6613,6.1882
3.315,24.4111,7.0735,7.2660,0.6657,6.2281
3.325,24.5511,7.1057,7.2946,0.6704,6.2711
3.335,24.7060,7.1425,7.3281,0.6755,6.3171
3.345,24.8753,7.1836,7.3664,0.6809,6.3661
3.355,25.0582,7.2288,7.4091,0.6866,6.4179
3.365,25.2537,7.2779,7.4558,0.6927,6.4722
3.375,25.4607,7.3306,7.5064,0.6991,6.5290
3.385,25.6779,7.3864,7.5601,0.7058,6.5879
3.395,25.9040,7.4451,7.6167,0.7128,6.6487
3.405,26.1374,7.5061,7.6756,0.7201,6.7110
3.415,26.3763,7.5689,7.7362,0.7276,6.7745
3.425,26.6192,7.6331,7.7980,0.7353,6.8389
3.435,26.8643,7.6982,7.8604,0.7432,6.9037
3.445,27.1098,7.7636,7.9227,0.7512,6.9686
3.455,27.3538,7.8288,7.9845,0.7594,7.0332
3.465,27.5945,7.8932,8.0450,0.7675,7.0972
3.475,27.8301,7.9564,8.1038,0.7757,7.1600
3.485,28.0589,8.0177,8.1603,0.7839,7.2214
3.495,28.2789,8.0768,8.2139,0.7919,7.2809
3.505,28.4887,8.1330,8.2640,0.7999,7.3382
3.515,28.6865,8.1859,8.3102,0.8076,7.3929
3.525,28.8707,8.2351,8.3520,0.8152,7.4447
3.535,29.0401,8.2801,8.3889,0.8225,7.4933
3.545,29.1932,8.3206,8.4205,0.8295,7.5383
3.555,29.3287,8.3561,8.4465,0.8361,7.5796
3.565,29.4456,8.3864,8.4665,0.8423,7.6169
3.575,29.5430,8.4111,8.4802,0.8482,7.6499
3.585,29.6199,8.4300,8.4874,0.8536,7.6786
3.595,29.6756,8.4429,8.4879,0.8586,7.7027
3.605,29.7094,8.4496,8.4813,0.8631,7.7222
3.615,29.7208,8.4499,8.4676,0.8670,7.7370
3.625,29.7096,8.4436,8.4467,0.8705,7.7471
3.635,29.6754,8.4308,8.4185,0.8735,7.7524
3.645,29.6183,8.4114,8.3829,0.8760,7.7530
3.655,29.5382,8.3853,8.3400,0.8780,7.7489
3.665,29.4352,8.3525,8.2897,0.8794,7.7404
3.675,29.3097,8.3132,8.2322,0.8805,7.7274
3.685,29.1619,8.2674,8.1674,0.8810,7.7101
3.695,28.9926,8.2152,8.0957,0.8812,7.6889
3.705,28.8023,8.1567,8.0170,0.8810,7.6638
3.715,28.5918,8.0922,7.9317,0.8804,7.6352
3.725,28.3618,8.0219,7.8399,0.8795,7.6033
3.735,28.1135,7.9459,7.7419,0.8783,7.5684
3.745,27.8476,7.8645,7.6380,0.8769,7.5309
3.755,27.5653,7.7780,7.5283,0.8753,7.4910
3.765,27.2678,7.6866,7.4133,0.8735,7.4491
3.775,26.9561,7.5907,7.2933,0.8717,7.4056
3.785,26.6316,7.4905,7.1685,0.8698,7.3608
3.795,26.2954,7.3864,7.0394,0.8679,7.3150
3.805,25.9488,7.2787,6.9062,0.8661,7.2686
3.815,25.5931,7.1677,6.7693,0.8643,7.2220
3.825,25.2296,7.0537,6.6292,0.8627,7.1755
3.835,24.8595,6.9371,6.4860,0.8613,7.1294
3.845,24.4841,6.8182,6.3403,0.8602,7.0842
3.855,24.1047,6.6973,6.1922,0.8593,7.0402
3.865,23.7226,6.5747,6.0423,0.8587,6.9977
3.875,23.3389,6.4508,5.8908,0.8585,6.9570
3.885,22.9549,6.3259,5.7380,0.8587,6.9185
3.895,22.5718,6.2003,5.5842,0.8593,6.8826
3.905,22.1908,6.0743,5.4299,0.8604,6.8495
3.915,21.8130,5.9482,5.2752,0.8621,6.8197
3.925,21.4398,5.8224,5.1206,0.8642,6.7934
3.935,21.0721,5.6971,4.9662,0.8670,6.7710
3.945,20.7111,5.5727,4.8124,0.8704,6.7527
3.955,20.3580,5.4495,4.6596,0.8744,6.7390
3.965,20.0139,5.3277,4.5079,0.8791,6.7302
3.975,19.6799,5.2078,4.3576,0.8845,6.7266
3.985,19.3573,5.0899,4.2091,0.8907,6.7285
3.995,19.0470,4.9745,4.0627,0.8976,6.7362
4.005,18.7503,4.8618,3.9186,0.9052,6.7501
4.015,18.4682,4.7522,3.7772,0.9137,6.7705
4.025,18.2018,4.6459,3.6386,0.9230,6.7975
4.035,17.9521,4.5433,3.5033,0.9330,6.8316
4.045,17.7200,4.4446,3.3714,0.9439,6.8728
4.055,17.5065,4.3502,3.2433,0.9556,6.9215
4.065,17.3125,4.2602,3.1191,0.9681,6.9778
4.075,17.1385,4.1750,2.9992,0.9814,7.0418
4.085,16.9853,4.0946,2.8837,0.9955,7.1135
4.095,16.8534,4.0194,2.7728,1.0103,7.1931
4.105,16.7435,3.9495,2.6669,1.0259,7.2806
4.115,16.6557,3.8851,2.5659,1.0421,7.3759
4.125,16.5906,3.8264,2.4701,1.0590,7.4791
4.135,16.5482,3.7733,2.3797,1.0765,7.5901
4.145,16.5284,3.7259,2.2946,1.0946,7.7085
4.155,16.5312,3.6844,2.2150,1.1132,7.8343
4.165,16.5561,3.6486,2.1408,1.1322,7.9672
4.175,16.6028,3.6184,2.0721,1.1515,8.1069
4.185,16.6708,3.5940,2.0088,1.1712,8.2531
4.195,16.7595,3.5750,1.9508,1.1911,8.4054
4.205,16.8682,3.5615,1.8981,1.2111,8.5636
4.215,16.9959,3.5531,1.8505,1.2312,8.7271
4.225,17.1417,3.5498,1.8079,1.2513,8.8956
4.235,17.3045,3.5512,1.7700,1.2713,9.0685
4.245,17.4832,3.5572,1.7366,1.2911,9.2455
4.255,17.6767,3.5675,1.7076,1.3107,9.4260
4.265,17.8838,3.5819,1.6827,1.3299,9.6097
4.275,18.1033,3.6000,1.6616,1.3488,9.7960
4.285,18.3338,3.6215,1.6441,1.3672,9.9844
4.295,18.5740,3.6462,1.6299,1.3851,10.1745
4.305,18.8229,3.6738,1.6186,1.4023,10.3658
4.315,19.0791,3.7040,1.6102,1.4189,10.5580
4.325,19.3413,3.7365,1.6041,1.4348,10.7505
4.335,19.6084,3.7710,1.6002,1.4500,10.9429
4.345,19.8793,3.8072,1.5983,1.4643,11.1349
4.355,20.1529,3.8449,1.5980,1.4778,11.3261
4.365,20.4281,3.8839,1.5991,1.4905,11.5161
4.375,20.7039,3.9239,1.6015,1.5023,11.7045
4.385,20.9795,3.9646,1.6048,1.5131,11.8911
4.395,21.2539,4.0060,1.6088,1.5231,12.0756
4.405,21.5263,4.0477,1.6135,1.5321,12.2577
4.415,21.7962,4.0897,1.6186,1.5403,12.4371
4.425,22.0627,4.1317,1.6240,1.5475,12.6136
4.435,22.3254,4.1737,1.6295,1.5538,12.7870
4.445,22.5837,4.2155,1.6351,1.5592,12.9570
4.455,22.8370,4.2569,1.6405,1.5638,13.1236
4.465,23.0848,4.2978,1.6458,1.5675,13.2865
4.475,23.3268,4.3383,1.6508,1.5704,13.4455
4.485,23.5627,4.3780,1.6554,1.5726,13.6005
4.495,23.7921,4.4171,1.6597,1.5739,13.7513
4.505,24.0148,4.4553,1.6635,1.5745,13.8979
4.515,24.2304,4.4927,1.6668,1.5744,14.0402
4.525,24.4387,4.5291,1.6696,1.5736,14.1780
4.535,24.6395,4.5645,1.6717,1.5721,14.3113
4.545,24.8327,4.5988,1.6732,1.5700,14.4399
4.555,25.0179,4.6319,1.6741,1.5673,14.5638
4.565,25.1952,4.6638,1.6743,1.5639,14.6831
4.575,25.3645,4.6944,1.6737,1.5599,14.7976
4.585,25.5257,4.7237,1.6724,1.5553,14.9074
4.595,25.6785,4.7516,1.6704,1.5502,15.0125
4.605,25.8231,4.7780,1.6675,1.5445,15.1129
4.615,25.9594,4.8028,1.6638,1.5381,15.2087
4.625,26.0875,4.8261,1.6592,1.5313,15.2999
4.635,26.2075,4.8478,1.6538,1.5239,15.3868
4.645,26.3194,4.8678,1.6475,1.5159,15.4694
4.655,26.4235,4.8860,1.6404,1.5074,15.5478
4.665,26.5198,4.9026,1.6323,1.4983,15.6223
4.675,26.6086,4.9173,1.6233,1.4887,15.6930
4.685,26.6900,4.9302,1.6134,1.4787,15.7602
4.695,26.7644,4.9413,1.6026,1.4681,15.8239
4.705,26.8321,4.9505,1.5910,1.4570,15.8845
4.715,26.8935,4.9580,1.5785,1.4456,15.9422
4.725,26.9489,4.9636,1.5652,1.4337,15.9974
4.735,26.9987,4.9675,1.5511,1.4214,16.0501
4.745,27.0434,4.9697,1.5362,1.4089,16.1007
4.755,27.0831,4.9702,1.5208,1.3960,16.1492
4.765,27.1186,4.9691,1.5047,1.3830,16.1961
4.775,27.1500,4.9666,1.4881,1.3697,16.2413
4.785,27.1779,4.9626,1.4710,1.3564,16.2852
4.795,27.2027,4.9573,1.4536,1.3431,16.3278
4.805,27.2247,4.9508,1.4360,1.3297,16.3692
4.815,27.2441,4.9433,1.4182,1.3165,16.4095
4.825,27.2614,4.9349,1.4005,1.3035,16.4487
4.835,27.2769,4.9257,1.3828,1.2906,16.4868
4.845,27.2908,4.9159,1.3653,1.2781,16.5238
4.855,27.3034,4.9056,1.3482,1.2660,16.5597
4.865,27.3148,4.8951,1.3315,1.2544,16.5943
4.875,27.3252,4.8845,1.3154,1.2433,16.6275
4.885,27.3347,4.8739,1.3000,1.2327,16.6592
4.895,27.3434,4.8635,1.2854,1.2229,16.6891
4.905,27.3513,4.8535,1.2718,1.2137,16.7171
4.915,27.3585,4.8440,1.2592,1.2053,16.7431
4.925,27.3649,4.8352,1.2477,1.1976,16.7668
4.935,27.3706,4.8272,1.2375,1.1909,16.7880
4.945,27.3756,4.8201,1.2285,1.1850,16.8066
4.955,27.3798,4.8140,1.2209,1.1801,16.8224
4.965,27.3832,4.8090,1.2148,1.1761,16.8352
4.975,27.3858,4.8052,1.2102,1.1731,16.8448
4.985,27.3875,4.8026,1.2071,1.1711,16.8513
4.995,27.3883,4.8013,1.2055,1.1701,16.8546
