"# Cronau 2021 ACS Energy Lett. 6, 3072 — SI (nz1c01299_si_001.pdf) figure readout. ALL VALUES DIGITIZED (not stated in text). tools/litdb/cronau2021_si_digitize.py"
figure,panel,material,class,series,x_name,x_value,x_unit,y_name,y_value,y_unit,fit_cost,own_px,flag,provenance
S1,S1c,GC-Li7P3S11,GC,fab 194.69 MPa,stack_pressure,9.47,MPa,sigma_ion,1.09753e-03,S/cm,29,60,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 194.69 MPa,stack_pressure,19.36,MPa,sigma_ion,1.55705e-03,S/cm,0,68,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 194.69 MPa,stack_pressure,29.17,MPa,sigma_ion,1.71092e-03,S/cm,22,63,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 194.69 MPa,stack_pressure,38.86,MPa,sigma_ion,1.77699e-03,S/cm,49,45,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 194.69 MPa,stack_pressure,49.19,MPa,sigma_ion,1.81864e-03,S/cm,55,58,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 194.69 MPa,stack_pressure,58.53,MPa,sigma_ion,1.84639e-03,S/cm,62,59,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 194.69 MPa,stack_pressure,69.01,MPa,sigma_ion,1.86796e-03,S/cm,63,59,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 194.69 MPa,stack_pressure,77.56,MPa,sigma_ion,1.88377e-03,S/cm,63,62,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 194.69 MPa,stack_pressure,87.31,MPa,sigma_ion,1.89384e-03,S/cm,64,64,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 194.69 MPa,stack_pressure,95.70,MPa,sigma_ion,1.90103e-03,S/cm,38,59,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 194.69 MPa,stack_pressure,145.91,MPa,sigma_ion,1.94330e-03,S/cm,0,47,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 194.69 MPa,stack_pressure,194.47,MPa,sigma_ion,1.94339e-03,S/cm,0,48,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,0.62,MPa,sigma_ion,2.09113e-04,S/cm,0,19,occluded,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,3.04,MPa,sigma_ion,3.14477e-04,S/cm,8,12,occluded,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,5.05,MPa,sigma_ion,3.81562e-04,S/cm,9,11,occluded,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,5.61,MPa,sigma_ion,4.59559e-04,S/cm,15,9,occluded,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,6.89,MPa,sigma_ion,5.01497e-04,S/cm,10,11,occluded,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,8.04,MPa,sigma_ion,5.57836e-04,S/cm,13,13,occluded,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,9.11,MPa,sigma_ion,6.18781e-04,S/cm,14,21,occluded,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,10.19,MPa,sigma_ion,6.79880e-04,S/cm,10,17,occluded,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,19.22,MPa,sigma_ion,1.22676e-03,S/cm,0,54,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,38.92,MPa,sigma_ion,1.82208e-03,S/cm,0,19,occluded,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,48.58,MPa,sigma_ion,1.94101e-03,S/cm,11,56,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,58.27,MPa,sigma_ion,2.00511e-03,S/cm,46,41,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,68.07,MPa,sigma_ion,2.04256e-03,S/cm,51,56,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,78.40,MPa,sigma_ion,2.07210e-03,S/cm,66,62,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,88.02,MPa,sigma_ion,2.09232e-03,S/cm,69,68,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,96.58,MPa,sigma_ion,2.10635e-03,S/cm,33,66,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,145.85,MPa,sigma_ion,2.17157e-03,S/cm,0,59,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,194.55,MPa,sigma_ion,2.18211e-03,S/cm,0,63,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,243.29,MPa,sigma_ion,2.16076e-03,S/cm,0,63,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 292.03 MPa,stack_pressure,291.84,MPa,sigma_ion,2.13398e-03,S/cm,0,58,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 389.30 MPa,stack_pressure,4.09,MPa,sigma_ion,1.59649e-04,S/cm,90,70,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 389.30 MPa,stack_pressure,19.52,MPa,sigma_ion,4.45262e-04,S/cm,0,49,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 389.30 MPa,stack_pressure,29.06,MPa,sigma_ion,7.57734e-04,S/cm,0,48,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 389.30 MPa,stack_pressure,38.81,MPa,sigma_ion,1.24345e-03,S/cm,0,42,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 389.30 MPa,stack_pressure,48.06,MPa,sigma_ion,1.68047e-03,S/cm,0,41,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 389.30 MPa,stack_pressure,58.16,MPa,sigma_ion,1.95203e-03,S/cm,0,47,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 389.30 MPa,stack_pressure,68.00,MPa,sigma_ion,2.11469e-03,S/cm,3,51,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 389.30 MPa,stack_pressure,77.71,MPa,sigma_ion,2.20300e-03,S/cm,19,35,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 389.30 MPa,stack_pressure,89.17,MPa,sigma_ion,2.24769e-03,S/cm,34,37,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 389.30 MPa,stack_pressure,95.84,MPa,sigma_ion,2.26040e-03,S/cm,23,34,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 389.30 MPa,stack_pressure,145.87,MPa,sigma_ion,2.31051e-03,S/cm,0,43,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 389.30 MPa,stack_pressure,194.58,MPa,sigma_ion,2.30962e-03,S/cm,0,43,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 389.30 MPa,stack_pressure,243.68,MPa,sigma_ion,2.29037e-03,S/cm,0,42,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 389.30 MPa,stack_pressure,291.95,MPa,sigma_ion,2.25390e-03,S/cm,0,51,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 389.30 MPa,stack_pressure,389.23,MPa,sigma_ion,2.17564e-03,S/cm,0,44,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,0.76,MPa,sigma_ion,2.63111e-04,S/cm,14,62,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,2.00,MPa,sigma_ion,3.55605e-04,S/cm,47,59,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,2.88,MPa,sigma_ion,4.28292e-04,S/cm,67,67,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,3.85,MPa,sigma_ion,4.89009e-04,S/cm,72,69,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,4.73,MPa,sigma_ion,5.53571e-04,S/cm,72,64,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,5.43,MPa,sigma_ion,6.18831e-04,S/cm,73,66,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,6.34,MPa,sigma_ion,6.89333e-04,S/cm,79,63,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,7.94,MPa,sigma_ion,7.47304e-04,S/cm,82,74,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,8.78,MPa,sigma_ion,8.00795e-04,S/cm,87,71,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,9.59,MPa,sigma_ion,8.53653e-04,S/cm,39,72,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,19.50,MPa,sigma_ion,1.30499e-03,S/cm,0,62,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,29.04,MPa,sigma_ion,1.61805e-03,S/cm,0,68,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,38.70,MPa,sigma_ion,1.85965e-03,S/cm,0,61,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,48.60,MPa,sigma_ion,2.03306e-03,S/cm,0,64,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,58.24,MPa,sigma_ion,2.14523e-03,S/cm,17,55,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,68.11,MPa,sigma_ion,2.21344e-03,S/cm,47,58,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,77.87,MPa,sigma_ion,2.25906e-03,S/cm,61,54,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,88.16,MPa,sigma_ion,2.29003e-03,S/cm,54,56,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,96.53,MPa,sigma_ion,2.30553e-03,S/cm,27,56,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,145.83,MPa,sigma_ion,2.37310e-03,S/cm,0,55,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,194.36,MPa,sigma_ion,2.38829e-03,S/cm,0,53,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,243.59,MPa,sigma_ion,2.37928e-03,S/cm,0,50,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,292.00,MPa,sigma_ion,2.35938e-03,S/cm,0,52,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,389.25,MPa,sigma_ion,2.28712e-03,S/cm,0,55,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 486.73 MPa,stack_pressure,486.56,MPa,sigma_ion,2.17988e-03,S/cm,0,46,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 97.34 MPa,stack_pressure,0.58,MPa,sigma_ion,9.88710e-04,S/cm,18,43,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 97.34 MPa,stack_pressure,1.35,MPa,sigma_ion,1.08628e-03,S/cm,35,48,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 97.34 MPa,stack_pressure,7.16,MPa,sigma_ion,1.17771e-03,S/cm,38,60,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 97.34 MPa,stack_pressure,29.15,MPa,sigma_ion,1.31079e-03,S/cm,30,45,ok,digitized
S1,S1c,GC-Li7P3S11,GC,fab 97.34 MPa,stack_pressure,38.95,MPa,sigma_ion,1.35084e-03,S/cm,50,49,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 97.34 MPa,stack_pressure,49.30,MPa,sigma_ion,1.38388e-03,S/cm,58,55,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 97.34 MPa,stack_pressure,58.59,MPa,sigma_ion,1.40299e-03,S/cm,63,62,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 97.34 MPa,stack_pressure,68.07,MPa,sigma_ion,1.41799e-03,S/cm,62,64,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 97.34 MPa,stack_pressure,77.76,MPa,sigma_ion,1.42682e-03,S/cm,62,59,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 97.34 MPa,stack_pressure,87.15,MPa,sigma_ion,1.43297e-03,S/cm,60,60,neighbor_overlap,digitized
S1,S1c,GC-Li7P3S11,GC,fab 97.34 MPa,stack_pressure,95.74,MPa,sigma_ion,1.44815e-03,S/cm,32,54,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 194.69 MPa,stack_pressure,4.97,MPa,sigma_ion,3.16312e-04,S/cm,0,19,occluded,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 194.69 MPa,stack_pressure,5.62,MPa,sigma_ion,4.03455e-04,S/cm,0,52,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 194.69 MPa,stack_pressure,6.77,MPa,sigma_ion,4.47547e-04,S/cm,40,66,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 194.69 MPa,stack_pressure,8.14,MPa,sigma_ion,4.81031e-04,S/cm,80,71,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 194.69 MPa,stack_pressure,9.04,MPa,sigma_ion,4.90193e-04,S/cm,48,71,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 194.69 MPa,stack_pressure,19.58,MPa,sigma_ion,6.05679e-04,S/cm,0,17,occluded,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 194.69 MPa,stack_pressure,38.83,MPa,sigma_ion,6.67491e-04,S/cm,34,58,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 194.69 MPa,stack_pressure,48.90,MPa,sigma_ion,6.80663e-04,S/cm,64,61,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 194.69 MPa,stack_pressure,58.46,MPa,sigma_ion,6.89399e-04,S/cm,64,58,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 194.69 MPa,stack_pressure,68.95,MPa,sigma_ion,6.96099e-04,S/cm,59,58,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 194.69 MPa,stack_pressure,77.76,MPa,sigma_ion,6.99813e-04,S/cm,60,61,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 194.69 MPa,stack_pressure,87.69,MPa,sigma_ion,7.02657e-04,S/cm,64,62,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 194.69 MPa,stack_pressure,95.63,MPa,sigma_ion,7.03203e-04,S/cm,39,61,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 194.69 MPa,stack_pressure,145.99,MPa,sigma_ion,7.20501e-04,S/cm,0,46,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 194.69 MPa,stack_pressure,194.47,MPa,sigma_ion,7.24538e-04,S/cm,0,53,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 292.03 MPa,stack_pressure,19.32,MPa,sigma_ion,5.00437e-04,S/cm,0,55,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 292.03 MPa,stack_pressure,29.29,MPa,sigma_ion,6.46823e-04,S/cm,0,56,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 292.03 MPa,stack_pressure,38.73,MPa,sigma_ion,7.24242e-04,S/cm,8,55,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 292.03 MPa,stack_pressure,48.84,MPa,sigma_ion,7.60147e-04,S/cm,36,57,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 292.03 MPa,stack_pressure,58.66,MPa,sigma_ion,7.78766e-04,S/cm,66,61,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 292.03 MPa,stack_pressure,68.08,MPa,sigma_ion,7.87849e-04,S/cm,67,63,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 292.03 MPa,stack_pressure,77.73,MPa,sigma_ion,7.92588e-04,S/cm,64,63,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 292.03 MPa,stack_pressure,87.78,MPa,sigma_ion,7.96241e-04,S/cm,63,59,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 292.03 MPa,stack_pressure,96.70,MPa,sigma_ion,7.96708e-04,S/cm,37,60,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 292.03 MPa,stack_pressure,145.92,MPa,sigma_ion,8.16937e-04,S/cm,0,65,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 292.03 MPa,stack_pressure,194.62,MPa,sigma_ion,8.21962e-04,S/cm,0,60,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 292.03 MPa,stack_pressure,243.24,MPa,sigma_ion,8.19327e-04,S/cm,0,62,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 292.03 MPa,stack_pressure,292.02,MPa,sigma_ion,8.14388e-04,S/cm,0,66,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,8.67,MPa,sigma_ion,3.15861e-04,S/cm,21,41,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,9.46,MPa,sigma_ion,3.49435e-04,S/cm,11,52,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,19.10,MPa,sigma_ion,6.15510e-04,S/cm,0,43,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,29.21,MPa,sigma_ion,7.47071e-04,S/cm,0,48,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,38.68,MPa,sigma_ion,8.11885e-04,S/cm,12,31,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,48.49,MPa,sigma_ion,8.43976e-04,S/cm,21,46,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,59.50,MPa,sigma_ion,8.61528e-04,S/cm,53,49,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,68.38,MPa,sigma_ion,8.70021e-04,S/cm,57,57,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,78.61,MPa,sigma_ion,8.75255e-04,S/cm,60,59,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,87.50,MPa,sigma_ion,8.78814e-04,S/cm,63,58,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,95.95,MPa,sigma_ion,8.80467e-04,S/cm,34,61,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,146.02,MPa,sigma_ion,8.99170e-04,S/cm,0,48,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,194.50,MPa,sigma_ion,9.04465e-04,S/cm,0,47,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,243.45,MPa,sigma_ion,9.05821e-04,S/cm,0,50,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,291.94,MPa,sigma_ion,9.00574e-04,S/cm,0,48,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 389.30 MPa,stack_pressure,389.31,MPa,sigma_ion,8.95512e-04,S/cm,0,44,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,1.56,MPa,sigma_ion,4.99000e-05,S/cm,16,60,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,2.99,MPa,sigma_ion,8.46984e-05,S/cm,37,57,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,3.91,MPa,sigma_ion,1.17929e-04,S/cm,57,66,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,5.07,MPa,sigma_ion,1.39396e-04,S/cm,73,65,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,5.94,MPa,sigma_ion,1.65812e-04,S/cm,71,62,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,6.83,MPa,sigma_ion,1.91015e-04,S/cm,64,65,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,7.86,MPa,sigma_ion,2.21825e-04,S/cm,58,63,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,8.78,MPa,sigma_ion,2.51251e-04,S/cm,59,59,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,9.57,MPa,sigma_ion,2.80143e-04,S/cm,26,63,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,19.28,MPa,sigma_ion,5.33343e-04,S/cm,0,63,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,29.05,MPa,sigma_ion,7.08953e-04,S/cm,0,62,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,38.77,MPa,sigma_ion,8.31088e-04,S/cm,0,58,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,48.58,MPa,sigma_ion,9.05861e-04,S/cm,2,64,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,58.47,MPa,sigma_ion,9.45769e-04,S/cm,30,59,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,68.36,MPa,sigma_ion,9.64494e-04,S/cm,65,58,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,78.50,MPa,sigma_ion,9.73521e-04,S/cm,58,65,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,87.00,MPa,sigma_ion,9.75972e-04,S/cm,62,61,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,95.76,MPa,sigma_ion,9.76389e-04,S/cm,28,57,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,146.07,MPa,sigma_ion,9.91460e-04,S/cm,0,53,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,194.44,MPa,sigma_ion,9.92359e-04,S/cm,0,52,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,243.24,MPa,sigma_ion,9.87306e-04,S/cm,0,59,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,291.78,MPa,sigma_ion,9.79305e-04,S/cm,0,49,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,389.35,MPa,sigma_ion,9.66463e-04,S/cm,0,51,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 486.73 MPa,stack_pressure,486.69,MPa,sigma_ion,9.47442e-04,S/cm,0,54,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 97.34 MPa,stack_pressure,1.53,MPa,sigma_ion,1.64807e-04,S/cm,0,7,occluded,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 97.34 MPa,stack_pressure,2.46,MPa,sigma_ion,2.69611e-04,S/cm,0,28,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 97.34 MPa,stack_pressure,3.87,MPa,sigma_ion,3.33292e-04,S/cm,1,25,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 97.34 MPa,stack_pressure,4.96,MPa,sigma_ion,3.74200e-04,S/cm,3,54,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 97.34 MPa,stack_pressure,9.00,MPa,sigma_ion,4.29510e-04,S/cm,4,30,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 97.34 MPa,stack_pressure,19.45,MPa,sigma_ion,4.79866e-04,S/cm,17,41,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 97.34 MPa,stack_pressure,29.18,MPa,sigma_ion,5.02738e-04,S/cm,38,47,ok,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 97.34 MPa,stack_pressure,40.18,MPa,sigma_ion,5.19686e-04,S/cm,58,48,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 97.34 MPa,stack_pressure,49.00,MPa,sigma_ion,5.29709e-04,S/cm,59,59,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 97.34 MPa,stack_pressure,58.44,MPa,sigma_ion,5.35701e-04,S/cm,60,63,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 97.34 MPa,stack_pressure,67.81,MPa,sigma_ion,5.39489e-04,S/cm,60,57,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 97.34 MPa,stack_pressure,77.87,MPa,sigma_ion,5.41962e-04,S/cm,57,58,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 97.34 MPa,stack_pressure,87.55,MPa,sigma_ion,5.43263e-04,S/cm,62,56,neighbor_overlap,digitized
S1,S1d,GC-Li6PS5Br,GC,fab 97.34 MPa,stack_pressure,95.88,MPa,sigma_ion,5.45308e-04,S/cm,35,60,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 194.69 MPa,stack_pressure,5.57,MPa,sigma_ion,2.03043e-04,S/cm,1,8,occluded,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 194.69 MPa,stack_pressure,6.76,MPa,sigma_ion,2.35530e-04,S/cm,5,7,occluded,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 194.69 MPa,stack_pressure,7.69,MPa,sigma_ion,2.67334e-04,S/cm,2,10,occluded,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 194.69 MPa,stack_pressure,9.50,MPa,sigma_ion,3.16055e-04,S/cm,1,62,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 194.69 MPa,stack_pressure,19.37,MPa,sigma_ion,5.10173e-04,S/cm,0,35,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 194.69 MPa,stack_pressure,29.17,MPa,sigma_ion,5.85120e-04,S/cm,13,59,ok,digitized
